Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
25; KC Garut (Konsolidasi-MB); 117,70 ; 4,5714289 ; 1.408 ; 1.530,36 
28; KC Indramayu (Konsolidasi-MB); 122,25 ; 0,7912145 ; 1.024 ; 1.146,70 
46; KC Majalengka (Konsolidasi-MB); 111,99 ; 0,0160250 ; 1.260 ; 1.371,74 
75; KC Purwakarta (Konsolidasi-MB); 155,04 ; 1,2487511 ; 713 ; 868,87 
92; KC Sukabumi (Konsolidasi-MB); 108,91 ; 1,4530249 ; 870 ; 980,49 
94; KC Sumedang (Konsolidasi-MB); 274,93 ; 115,2352362 ; 930 ; 1.319,72 
100; KC Tasikmalaya (Konsolidasi-MB); 69,86 ; 1,4004174 ; 1.010 ; 1.081,52 
104; KC Ciamis (Konsolidasi-MB); 95,37 ; 2,5793454 ; 955 ; 1.052,67 
105; KC Cianjur (Konsolidasi-MB); 91,58 ; 5,2759973 ; 1.017 ; 1.113,45 
107; KC Cirebon Kartini (Konsolidasi-MB); 138,07 ; 0,2307551 ; 1.009 ; 1.146,88 
123; KC Subang (Konsolidasi-MB); 99,31 ; 1,5117905 ; 752 ; 853,04 
132; KC Majalaya (Konsolidasi-MB); 148,21 ; 0,9839159 ; 953 ; 1.102,60 
133; KC Kuningan (Konsolidasi-MB); 129,23 ; 0,5505325 ; 1.244 ; 1.373,78 
137; KC Cimahi (Konsolidasi-MB); 211,31 ; 1,7454421 ; 1.170 ; 1.383,34 
161; KC Singaparna (Konsolidasi-MB); 35,63 ; 1,8540672 ; 701 ; 738,27 
162; KC Banjar (Konsolidasi-MB); 102,81 ; 2,5268985 ; 1.013 ; 1.117,94 
165; KC Jatibarang (Konsolidasi-MB); 81,69 ; 0,4065540 ; 1.230 ; 1.312,57 
181; KC Cibadak (Konsolidasi-MB); 78,80 ; 0,8430616 ; 746 ; 825,67 
286; KC Bandung Dewi Sartika (Konsolidasi-MB); 71,81 ; 0,6896957 ; 262 ; 334,29 
337; KC Bandung Naripan (Konsolidasi-MB); 110,18 ; 1,2098428 ; 336 ; 447,54 
354; KC Bandung A.H. Nasution (Konsolidasi-MB); 89,77 ; 0,8285546 ; 404 ; 494,19 
355; KC Pamanukan (Konsolidasi-MB); 37,51 ; 1,5967665 ; 667 ; 706,21 
389; KC Bandung Martadinata (Konsolidasi-MB); 122,76 ; 0,0853481 ; 416 ; 538,73 
401; KC Bandung Kopo (Konsolidasi-MB); 95,16 ; 0,1030058 ; 432 ; 527,26 
405; KC Bandung Dago (Konsolidasi-MB); 103,22 ; 0,0047148 ; 356 ; 459,19 
406; KC Cirebon Gunung Jati (Konsolidasi-MB); 94,44 ; 1,6424158 ; 876 ; 971,80 
407; KC Bandung Sukarno Hatta (Konsolidasi-MB); 137,14 ; 0,0511399 ; 437 ; 574,43 
408; KC Bandung Setiabudi (Konsolidasi-MB); 65,09 ; 0,9676079 ; 341 ; 407,14 
544; KC Soreang (Konsolidasi-MB); 113,14 ; 1,5055065 ; 797 ; 911,60 
Grand Total;Grand Total; 3.213 ; 152 ; 23.327 ; 26.692 
