Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
25; KC Garut (Konsolidasi-MB); 117,86 ; 4,1116060 ; 1.395 ; 1.516,72 
28; KC Indramayu (Konsolidasi-MB); 122,11 ; 0,7335190 ; 1.020 ; 1.142,71 
46; KC Majalengka (Konsolidasi-MB); 111,66 ; 0,0160250 ; 1.255 ; 1.366,46 
75; KC Purwakarta (Konsolidasi-MB); 154,70 ; 1,2487511 ; 706 ; 861,51 
92; KC Sukabumi (Konsolidasi-MB); 109,07 ; 1,4937290 ; 860 ; 970,51 
94; KC Sumedang (Konsolidasi-MB); 275,28 ; 115,5199416 ; 919 ; 1.310,23 
100; KC Tasikmalaya (Konsolidasi-MB); 69,79 ; 1,3003912 ; 1.000 ; 1.070,63 
104; KC Ciamis (Konsolidasi-MB); 95,39 ; 2,2074229 ; 949 ; 1.046,23 
105; KC Cianjur (Konsolidasi-MB); 91,62 ; 5,2707173 ; 1.003 ; 1.099,43 
107; KC Cirebon Kartini (Konsolidasi-MB); 137,58 ; 0,2973311 ; 1.004 ; 1.141,96 
123; KC Subang (Konsolidasi-MB); 99,56 ; 0,8787300 ; 749 ; 849,51 
132; KC Majalaya (Konsolidasi-MB); 144,45 ; 0,8838559 ; 949 ; 1.093,87 
133; KC Kuningan (Konsolidasi-MB); 129,11 ; 0,5505038 ; 1.239 ; 1.368,78 
137; KC Cimahi (Konsolidasi-MB); 211,42 ; 1,6453506 ; 1.165 ; 1.378,50 
161; KC Singaparna (Konsolidasi-MB); 35,56 ; 1,7660355 ; 689 ; 726,20 
162; KC Banjar (Konsolidasi-MB); 102,92 ; 2,4075543 ; 1.008 ; 1.113,80 
165; KC Jatibarang (Konsolidasi-MB); 81,07 ; 0,4065540 ; 1.234 ; 1.315,77 
181; KC Cibadak (Konsolidasi-MB); 78,79 ; 0,7430344 ; 740 ; 819,44 
286; KC Bandung Dewi Sartika (Konsolidasi-MB); 71,67 ; 0,7308482 ; 259 ; 331,90 
337; KC Bandung Naripan (Konsolidasi-MB); 108,96 ; 1,2151169 ; 334 ; 443,93 
354; KC Bandung A.H. Nasution (Konsolidasi-MB); 89,80 ; 0,8285546 ; 401 ; 491,41 
355; KC Pamanukan (Konsolidasi-MB); 37,65 ; 1,2521028 ; 657 ; 695,85 
389; KC Bandung Martadinata (Konsolidasi-MB); 121,81 ; 0,0853181 ; 410 ; 532,34 
401; KC Bandung Kopo (Konsolidasi-MB); 94,86 ; 0,1058564 ; 429 ; 523,93 
405; KC Bandung Dago (Konsolidasi-MB); 103,15 ; 0,0047148 ; 353 ; 456,48 
406; KC Cirebon Gunung Jati (Konsolidasi-MB); 94,28 ; 0,4690329 ; 872 ; 967,22 
407; KC Bandung Sukarno Hatta (Konsolidasi-MB); 137,28 ; 0,0511399 ; 438 ; 574,89 
408; KC Bandung Setiabudi (Konsolidasi-MB); 64,85 ; 0,9675786 ; 341 ; 407,16 
544; KC Soreang (Konsolidasi-MB); 113,12 ; 1,4600699 ; 792 ; 906,09 
Grand Total;Grand Total; 3.205 ; 149 ; 23.169 ; 26.523 
