Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
25; KC Garut (Konsolidasi-MB); 119,09 ; 5,9821923 ; 1.414 ; 1.539,46 
28; KC Indramayu (Konsolidasi-MB); 121,33 ; 0,9857953 ; 1.034 ; 1.156,40 
46; KC Majalengka (Konsolidasi-MB); 111,89 ; 0,0160250 ; 1.288 ; 1.399,54 
75; KC Purwakarta (Konsolidasi-MB); 155,89 ; 1,3287511 ; 716 ; 873,11 
92; KC Sukabumi (Konsolidasi-MB); 108,95 ; 1,4114056 ; 879 ; 989,62 
94; KC Sumedang (Konsolidasi-MB); 275,21 ; 102,1887914 ; 939 ; 1.316,06 
100; KC Tasikmalaya (Konsolidasi-MB); 70,45 ; 1,5404174 ; 1.021 ; 1.092,91 
104; KC Ciamis (Konsolidasi-MB); 95,94 ; 2,7213213 ; 958 ; 1.056,69 
105; KC Cianjur (Konsolidasi-MB); 92,25 ; 5,0515766 ; 1.044 ; 1.141,56 
107; KC Cirebon Kartini (Konsolidasi-MB); 137,63 ; 0,4362817 ; 1.011 ; 1.149,07 
123; KC Subang (Konsolidasi-MB); 99,72 ; 1,8993719 ; 763 ; 865,09 
132; KC Majalaya (Konsolidasi-MB); 148,77 ; 1,0535734 ; 957 ; 1.106,71 
133; KC Kuningan (Konsolidasi-MB); 129,51 ; 0,8360638 ; 1.252 ; 1.382,66 
137; KC Cimahi (Konsolidasi-MB); 211,53 ; 3,6726650 ; 1.180 ; 1.395,67 
161; KC Singaparna (Konsolidasi-MB); 35,96 ; 2,5877343 ; 710 ; 748,13 
162; KC Banjar (Konsolidasi-MB); 102,33 ; 3,1125775 ; 1.020 ; 1.125,62 
165; KC Jatibarang (Konsolidasi-MB); 82,64 ; 0,2509190 ; 1.242 ; 1.324,83 
181; KC Cibadak (Konsolidasi-MB); 79,60 ; 1,0661592 ; 749 ; 829,38 
286; KC Bandung Dewi Sartika (Konsolidasi-MB); 70,08 ; 0,4437040 ; 264 ; 334,91 
337; KC Bandung Naripan (Konsolidasi-MB); 111,25 ; 1,2331328 ; 340 ; 452,45 
354; KC Bandung A.H. Nasution (Konsolidasi-MB); 89,41 ; 0,9285546 ; 405 ; 494,90 
355; KC Pamanukan (Konsolidasi-MB); 38,51 ; 1,8467665 ; 678 ; 718,40 
389; KC Bandung Martadinata (Konsolidasi-MB); 122,05 ; 0,0853481 ; 423 ; 545,22 
401; KC Bandung Kopo (Konsolidasi-MB); 97,43 ; 0,1183108 ; 431 ; 528,41 
405; KC Bandung Dago (Konsolidasi-MB); 102,73 ; 0,0047148 ; 359 ; 462,14 
406; KC Cirebon Gunung Jati (Konsolidasi-MB); 95,12 ; 3,0318429 ; 882 ; 980,12 
407; KC Bandung Sukarno Hatta (Konsolidasi-MB); 137,22 ; 0,0511399 ; 440 ; 577,64 
408; KC Bandung Setiabudi (Konsolidasi-MB); 65,06 ; 1,2970079 ; 341 ; 406,97 
544; KC Soreang (Konsolidasi-MB); 113,66 ; 0,5997012 ; 798 ; 911,94 
Grand Total;Grand Total; 3.221 ; 146 ; 23.539 ; 26.906 
