Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
25; KC Garut (Konsolidasi-MB); 117,74 ; 4,1632335 ; 1.410 ; 1.532,04 
28; KC Indramayu (Konsolidasi-MB); 122,60 ; 0,7606350 ; 1.032 ; 1.155,46 
46; KC Majalengka (Konsolidasi-MB); 112,01 ; 0,0160250 ; 1.269 ; 1.381,21 
75; KC Purwakarta (Konsolidasi-MB); 154,14 ; 1,1487511 ; 721 ; 875,99 
92; KC Sukabumi (Konsolidasi-MB); 109,14 ; 1,3895128 ; 876 ; 986,37 
94; KC Sumedang (Konsolidasi-MB); 274,10 ; 115,8735049 ; 927 ; 1.317,41 
100; KC Tasikmalaya (Konsolidasi-MB); 69,35 ; 1,1738912 ; 1.012 ; 1.082,29 
104; KC Ciamis (Konsolidasi-MB); 94,34 ; 1,9227174 ; 960 ; 1.056,56 
105; KC Cianjur (Konsolidasi-MB); 91,31 ; 5,1528569 ; 1.017 ; 1.113,57 
107; KC Cirebon Kartini (Konsolidasi-MB); 137,31 ; 0,4173100 ; 1.006 ; 1.143,55 
123; KC Subang (Konsolidasi-MB); 99,57 ; 0,8233235 ; 753 ; 853,21 
132; KC Majalaya (Konsolidasi-MB); 141,69 ; 0,8838559 ; 957 ; 1.100,00 
133; KC Kuningan (Konsolidasi-MB); 128,98 ; 1,0989613 ; 1.254 ; 1.384,10 
137; KC Cimahi (Konsolidasi-MB); 210,91 ; 1,4080716 ; 1.177 ; 1.389,33 
161; KC Singaparna (Konsolidasi-MB); 35,47 ; 1,7765269 ; 701 ; 737,75 
162; KC Banjar (Konsolidasi-MB); 103,19 ; 1,9980143 ; 1.016 ; 1.121,28 
165; KC Jatibarang (Konsolidasi-MB); 81,23 ; 0,3504190 ; 1.241 ; 1.322,85 
181; KC Cibadak (Konsolidasi-MB); 78,67 ; 0,6930344 ; 749 ; 828,00 
286; KC Bandung Dewi Sartika (Konsolidasi-MB); 71,73 ; 0,5784673 ; 264 ; 336,61 
337; KC Bandung Naripan (Konsolidasi-MB); 109,38 ; 1,0751169 ; 339 ; 449,59 
354; KC Bandung A.H. Nasution (Konsolidasi-MB); 89,82 ; 0,8285546 ; 405 ; 495,18 
355; KC Pamanukan (Konsolidasi-MB); 38,66 ; 1,2521028 ; 669 ; 708,57 
389; KC Bandung Martadinata (Konsolidasi-MB); 122,03 ; 0,0853181 ; 410 ; 531,71 
401; KC Bandung Kopo (Konsolidasi-MB); 94,91 ; 0,1104464 ; 431 ; 526,10 
405; KC Bandung Dago (Konsolidasi-MB); 103,91 ; 0,0047148 ; 357 ; 460,76 
406; KC Cirebon Gunung Jati (Konsolidasi-MB); 94,42 ; 1,8806496 ; 881 ; 976,85 
407; KC Bandung Sukarno Hatta (Konsolidasi-MB); 137,18 ; 0,0511399 ; 441 ; 578,15 
408; KC Bandung Setiabudi (Konsolidasi-MB); 64,96 ; 0,9675786 ; 343 ; 408,62 
544; KC Soreang (Konsolidasi-MB); 113,44 ; 1,4179686 ; 801 ; 915,37 
Grand Total;Grand Total; 3.202 ; 149 ; 23.417 ; 26.768 
