Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
25; KC Garut (Konsolidasi-MB); 118,53 ; 5,1724347 ; 1.398 ; 1.521,41 
28; KC Indramayu (Konsolidasi-MB); 121,51 ; 0,9468706 ; 1.024 ; 1.146,07 
46; KC Majalengka (Konsolidasi-MB); 112,11 ; 0,0160250 ; 1.313 ; 1.424,78 
75; KC Purwakarta (Konsolidasi-MB); 155,45 ; 1,2987511 ; 704 ; 860,42 
92; KC Sukabumi (Konsolidasi-MB); 108,72 ; 1,4735831 ; 866 ; 976,17 
94; KC Sumedang (Konsolidasi-MB); 274,95 ; 115,2623851 ; 961 ; 1.350,85 
100; KC Tasikmalaya (Konsolidasi-MB); 69,72 ; 1,4784174 ; 1.034 ; 1.105,21 
104; KC Ciamis (Konsolidasi-MB); 95,73 ; 2,7222378 ; 954 ; 1.052,57 
105; KC Cianjur (Konsolidasi-MB); 91,90 ; 3,5364174 ; 1.083 ; 1.178,19 
107; KC Cirebon Kartini (Konsolidasi-MB); 136,85 ; 0,6264327 ; 1.009 ; 1.146,50 
123; KC Subang (Konsolidasi-MB); 99,64 ; 1,7206594 ; 777 ; 878,10 
132; KC Majalaya (Konsolidasi-MB); 148,84 ; 0,9839159 ; 951 ; 1.100,85 
133; KC Kuningan (Konsolidasi-MB); 129,43 ; 0,5505325 ; 1.237 ; 1.367,37 
137; KC Cimahi (Konsolidasi-MB); 211,64 ; 2,6399200 ; 1.168 ; 1.381,90 
161; KC Singaparna (Konsolidasi-MB); 35,13 ; 2,2540672 ; 732 ; 769,18 
162; KC Banjar (Konsolidasi-MB); 102,56 ; 2,7292175 ; 1.026 ; 1.131,27 
165; KC Jatibarang (Konsolidasi-MB); 82,27 ; 0,2509190 ; 1.232 ; 1.314,31 
181; KC Cibadak (Konsolidasi-MB); 79,06 ; 1,0661592 ; 741 ; 820,90 
286; KC Bandung Dewi Sartika (Konsolidasi-MB); 71,70 ; 0,6870941 ; 262 ; 334,68 
337; KC Bandung Naripan (Konsolidasi-MB); 110,49 ; 1,2339328 ; 335 ; 446,72 
354; KC Bandung A.H. Nasution (Konsolidasi-MB); 89,53 ; 0,8285546 ; 400 ; 490,45 
355; KC Pamanukan (Konsolidasi-MB); 37,77 ; 1,7467665 ; 691 ; 730,32 
389; KC Bandung Martadinata (Konsolidasi-MB); 121,67 ; 0,0853481 ; 418 ; 539,90 
401; KC Bandung Kopo (Konsolidasi-MB); 96,55 ; 0,1245358 ; 430 ; 526,26 
405; KC Bandung Dago (Konsolidasi-MB); 103,39 ; 0,0047148 ; 356 ; 459,84 
406; KC Cirebon Gunung Jati (Konsolidasi-MB); 94,72 ; 0,4512877 ; 870 ; 965,39 
407; KC Bandung Sukarno Hatta (Konsolidasi-MB); 136,43 ; 0,0511399 ; 437 ; 573,57 
408; KC Bandung Setiabudi (Konsolidasi-MB); 65,21 ; 1,1976079 ; 340 ; 406,46 
544; KC Soreang (Konsolidasi-MB); 113,23 ; 1,5577943 ; 795 ; 909,43 
Grand Total;Grand Total; 3.215 ; 153 ; 23.542 ; 26.909 
