Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
25; KC Garut (Konsolidasi-MB); 118,10 ; 5,0445721 ; 1.400 ; 1.523,14 
28; KC Indramayu (Konsolidasi-MB); 121,94 ; 0,9315278 ; 1.022 ; 1.144,50 
46; KC Majalengka (Konsolidasi-MB); 112,07 ; 0,0160250 ; 1.268 ; 1.380,04 
75; KC Purwakarta (Konsolidasi-MB); 154,93 ; 1,2487511 ; 704 ; 860,48 
92; KC Sukabumi (Konsolidasi-MB); 108,63 ; 1,4788959 ; 868 ; 977,91 
94; KC Sumedang (Konsolidasi-MB); 274,65 ; 115,3998274 ; 923 ; 1.312,82 
100; KC Tasikmalaya (Konsolidasi-MB); 69,82 ; 1,4784174 ; 1.009 ; 1.080,71 
104; KC Ciamis (Konsolidasi-MB); 95,46 ; 2,7249304 ; 951 ; 1.049,50 
105; KC Cianjur (Konsolidasi-MB); 91,84 ; 3,4903966 ; 1.022 ; 1.116,89 
107; KC Cirebon Kartini (Konsolidasi-MB); 136,95 ; 0,1554701 ; 1.001 ; 1.138,40 
123; KC Subang (Konsolidasi-MB); 99,26 ; 1,6117905 ; 751 ; 851,45 
132; KC Majalaya (Konsolidasi-MB); 148,59 ; 0,9839159 ; 949 ; 1.098,17 
133; KC Kuningan (Konsolidasi-MB); 129,44 ; 0,5505325 ; 1.242 ; 1.371,78 
137; KC Cimahi (Konsolidasi-MB); 211,30 ; 2,1154279 ; 1.169 ; 1.382,84 
161; KC Singaparna (Konsolidasi-MB); 35,17 ; 2,2540672 ; 702 ; 739,10 
162; KC Banjar (Konsolidasi-MB); 102,61 ; 2,5268985 ; 1.007 ; 1.112,34 
165; KC Jatibarang (Konsolidasi-MB); 81,80 ; 0,2509190 ; 1.230 ; 1.312,26 
181; KC Cibadak (Konsolidasi-MB); 79,06 ; 0,3430616 ; 739 ; 818,83 
286; KC Bandung Dewi Sartika (Konsolidasi-MB); 71,75 ; 0,5310877 ; 260 ; 332,29 
337; KC Bandung Naripan (Konsolidasi-MB); 110,33 ; 1,2300328 ; 333 ; 444,65 
354; KC Bandung A.H. Nasution (Konsolidasi-MB); 89,86 ; 0,8285546 ; 400 ; 490,38 
355; KC Pamanukan (Konsolidasi-MB); 37,55 ; 1,6467665 ; 670 ; 709,46 
389; KC Bandung Martadinata (Konsolidasi-MB); 122,78 ; 0,0853481 ; 415 ; 538,27 
401; KC Bandung Kopo (Konsolidasi-MB); 96,71 ; 0,1269058 ; 427 ; 523,36 
405; KC Bandung Dago (Konsolidasi-MB); 103,58 ; 0,0047148 ; 354 ; 457,21 
406; KC Cirebon Gunung Jati (Konsolidasi-MB); 94,80 ; 0,4450669 ; 869 ; 964,63 
407; KC Bandung Sukarno Hatta (Konsolidasi-MB); 137,12 ; 0,0511399 ; 434 ; 570,70 
408; KC Bandung Setiabudi (Konsolidasi-MB); 65,25 ; 1,1976079 ; 338 ; 404,67 
544; KC Soreang (Konsolidasi-MB); 113,40 ; 1,5817031 ; 792 ; 907,37 
Grand Total;Grand Total; 3.215 ; 150 ; 23.249 ; 26.614 
