Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
25; KC Garut (Konsolidasi-MB); 119,04 ; 5,9570133 ; 1.410 ; 1.534,54 
28; KC Indramayu (Konsolidasi-MB); 121,32 ; 0,9976543 ; 1.036 ; 1.158,67 
46; KC Majalengka (Konsolidasi-MB); 111,92 ; 0,0160250 ; 1.265 ; 1.376,47 
75; KC Purwakarta (Konsolidasi-MB); 157,38 ; 1,4037511 ; 717 ; 875,72 
92; KC Sukabumi (Konsolidasi-MB); 108,93 ; 1,3885261 ; 875 ; 985,52 
94; KC Sumedang (Konsolidasi-MB); 275,26 ; 101,9258612 ; 929 ; 1.305,83 
100; KC Tasikmalaya (Konsolidasi-MB); 70,25 ; 1,6126596 ; 1.008 ; 1.079,56 
104; KC Ciamis (Konsolidasi-MB); 96,35 ; 2,9239388 ; 956 ; 1.055,30 
105; KC Cianjur (Konsolidasi-MB); 92,19 ; 5,0619131 ; 1.018 ; 1.115,23 
107; KC Cirebon Kartini (Konsolidasi-MB); 137,58 ; 0,4020692 ; 1.015 ; 1.153,31 
123; KC Subang (Konsolidasi-MB); 100,00 ; 1,9457919 ; 754 ; 855,63 
132; KC Majalaya (Konsolidasi-MB); 149,26 ; 1,3035759 ; 959 ; 1.109,57 
133; KC Kuningan (Konsolidasi-MB); 129,20 ; 0,8360638 ; 1.252 ; 1.382,24 
137; KC Cimahi (Konsolidasi-MB); 210,36 ; 3,7257490 ; 1.184 ; 1.398,07 
161; KC Singaparna (Konsolidasi-MB); 35,85 ; 2,5877343 ; 697 ; 735,51 
162; KC Banjar (Konsolidasi-MB); 101,00 ; 3,3550065 ; 1.008 ; 1.112,63 
165; KC Jatibarang (Konsolidasi-MB); 80,28 ; 0,2509190 ; 1.245 ; 1.325,38 
181; KC Cibadak (Konsolidasi-MB); 79,59 ; 1,0661592 ; 749 ; 829,73 
286; KC Bandung Dewi Sartika (Konsolidasi-MB); 69,87 ; 0,5624860 ; 264 ; 334,23 
337; KC Bandung Naripan (Konsolidasi-MB); 111,33 ; 1,2831328 ; 340 ; 452,79 
354; KC Bandung A.H. Nasution (Konsolidasi-MB); 89,47 ; 0,9285546 ; 406 ; 496,53 
355; KC Pamanukan (Konsolidasi-MB); 38,76 ; 1,8967665 ; 669 ; 709,91 
389; KC Bandung Martadinata (Konsolidasi-MB); 122,54 ; 0,0853481 ; 424 ; 547,08 
401; KC Bandung Kopo (Konsolidasi-MB); 97,73 ; 0,1157408 ; 433 ; 531,17 
405; KC Bandung Dago (Konsolidasi-MB); 102,63 ; 0,0047148 ; 360 ; 463,13 
406; KC Cirebon Gunung Jati (Konsolidasi-MB); 95,18 ; 0,3887938 ; 881 ; 976,54 
407; KC Bandung Sukarno Hatta (Konsolidasi-MB); 137,32 ; 0,0511399 ; 441 ; 578,27 
408; KC Bandung Setiabudi (Konsolidasi-MB); 65,16 ; 1,2970079 ; 342 ; 408,46 
544; KC Soreang (Konsolidasi-MB); 113,73 ; 0,5949692 ; 794 ; 908,47 
Grand Total;Grand Total; 3.219 ; 144 ; 23.432 ; 26.795 
