Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
25; KC Garut (Konsolidasi-MB); 117,78 ; 4,2098601 ; 1.399 ; 1.521,24 
28; KC Indramayu (Konsolidasi-MB); 122,64 ; 0,8076865 ; 1.025 ; 1.147,98 
46; KC Majalengka (Konsolidasi-MB); 112,01 ; 0,0160250 ; 1.257 ; 1.368,88 
75; KC Purwakarta (Konsolidasi-MB); 154,25 ; 1,2087511 ; 710 ; 865,23 
92; KC Sukabumi (Konsolidasi-MB); 109,12 ; 1,5235945 ; 866 ; 976,71 
94; KC Sumedang (Konsolidasi-MB); 275,64 ; 115,3176530 ; 921 ; 1.312,33 
100; KC Tasikmalaya (Konsolidasi-MB); 69,38 ; 1,2403912 ; 1.000 ; 1.070,76 
104; KC Ciamis (Konsolidasi-MB); 95,44 ; 2,0245369 ; 952 ; 1.049,24 
105; KC Cianjur (Konsolidasi-MB); 91,55 ; 5,2906325 ; 1.005 ; 1.101,97 
107; KC Cirebon Kartini (Konsolidasi-MB); 137,79 ; 0,3673551 ; 1.006 ; 1.143,66 
123; KC Subang (Konsolidasi-MB); 99,53 ; 0,8227235 ; 746 ; 846,71 
132; KC Majalaya (Konsolidasi-MB); 144,45 ; 0,8838559 ; 947 ; 1.092,17 
133; KC Kuningan (Konsolidasi-MB); 129,02 ; 0,5199575 ; 1.241 ; 1.370,61 
137; KC Cimahi (Konsolidasi-MB); 211,39 ; 1,5514736 ; 1.171 ; 1.384,04 
161; KC Singaparna (Konsolidasi-MB); 35,56 ; 1,8660355 ; 692 ; 729,63 
162; KC Banjar (Konsolidasi-MB); 103,35 ; 2,2882543 ; 1.010 ; 1.115,17 
165; KC Jatibarang (Konsolidasi-MB); 81,17 ; 0,3504190 ; 1.238 ; 1.319,94 
181; KC Cibadak (Konsolidasi-MB); 78,86 ; 0,7430344 ; 741 ; 820,79 
286; KC Bandung Dewi Sartika (Konsolidasi-MB); 71,73 ; 0,8172452 ; 261 ; 333,09 
337; KC Bandung Naripan (Konsolidasi-MB); 108,85 ; 2,3858015 ; 337 ; 448,17 
354; KC Bandung A.H. Nasution (Konsolidasi-MB); 89,69 ; 0,8285546 ; 405 ; 495,55 
355; KC Pamanukan (Konsolidasi-MB); 38,21 ; 1,2521028 ; 659 ; 698,81 
389; KC Bandung Martadinata (Konsolidasi-MB); 121,88 ; 0,0853181 ; 408 ; 529,79 
401; KC Bandung Kopo (Konsolidasi-MB); 94,81 ; 0,1080864 ; 430 ; 525,00 
405; KC Bandung Dago (Konsolidasi-MB); 103,64 ; 0,0047148 ; 355 ; 459,05 
406; KC Cirebon Gunung Jati (Konsolidasi-MB); 94,39 ; 0,3147326 ; 878 ; 972,56 
407; KC Bandung Sukarno Hatta (Konsolidasi-MB); 137,25 ; 0,0511399 ; 439 ; 576,22 
408; KC Bandung Setiabudi (Konsolidasi-MB); 64,85 ; 0,9675786 ; 343 ; 408,35 
544; KC Soreang (Konsolidasi-MB); 113,28 ; 1,4586590 ; 794 ; 908,66 
Grand Total;Grand Total; 3.208 ; 149 ; 23.235 ; 26.592 
