Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
25; KC Garut (Konsolidasi-MB); 117,83 ; 4,6359671 ; 1.392 ; 1.514,00 
28; KC Indramayu (Konsolidasi-MB); 122,24 ; 0,7299705 ; 1.022 ; 1.144,90 
46; KC Majalengka (Konsolidasi-MB); 112,07 ; 0,0160250 ; 1.253 ; 1.365,35 
75; KC Purwakarta (Konsolidasi-MB); 155,11 ; 1,2487511 ; 703 ; 859,66 
92; KC Sukabumi (Konsolidasi-MB); 108,91 ; 1,4521484 ; 859 ; 969,23 
94; KC Sumedang (Konsolidasi-MB); 274,91 ; 115,4115753 ; 921 ; 1.311,56 
100; KC Tasikmalaya (Konsolidasi-MB); 69,96 ; 1,4003912 ; 999 ; 1.070,05 
104; KC Ciamis (Konsolidasi-MB); 95,40 ; 2,5768969 ; 947 ; 1.045,46 
105; KC Cianjur (Konsolidasi-MB); 91,54 ; 5,2865883 ; 1.004 ; 1.100,39 
107; KC Cirebon Kartini (Konsolidasi-MB); 138,07 ; 0,2326551 ; 1.000 ; 1.138,39 
123; KC Subang (Konsolidasi-MB); 99,63 ; 1,5116997 ; 746 ; 846,96 
132; KC Majalaya (Konsolidasi-MB); 147,65 ; 0,9838559 ; 945 ; 1.093,23 
133; KC Kuningan (Konsolidasi-MB); 129,14 ; 0,5505038 ; 1.237 ; 1.366,29 
137; KC Cimahi (Konsolidasi-MB); 211,36 ; 1,7453506 ; 1.161 ; 1.374,18 
161; KC Singaparna (Konsolidasi-MB); 35,69 ; 1,8160355 ; 692 ; 729,61 
162; KC Banjar (Konsolidasi-MB); 102,88 ; 2,5075543 ; 1.007 ; 1.112,00 
165; KC Jatibarang (Konsolidasi-MB); 81,87 ; 0,4065540 ; 1.234 ; 1.315,98 
181; KC Cibadak (Konsolidasi-MB); 78,83 ; 0,8430344 ; 739 ; 818,71 
286; KC Bandung Dewi Sartika (Konsolidasi-MB); 71,80 ; 0,6898807 ; 260 ; 332,07 
337; KC Bandung Naripan (Konsolidasi-MB); 110,14 ; 1,2098169 ; 333 ; 444,43 
354; KC Bandung A.H. Nasution (Konsolidasi-MB); 89,82 ; 0,8285546 ; 401 ; 491,16 
355; KC Pamanukan (Konsolidasi-MB); 37,51 ; 1,5967418 ; 663 ; 702,47 
389; KC Bandung Martadinata (Konsolidasi-MB); 122,76 ; 0,0853181 ; 413 ; 535,77 
401; KC Bandung Kopo (Konsolidasi-MB); 95,10 ; 0,1056264 ; 428 ; 523,49 
405; KC Bandung Dago (Konsolidasi-MB); 103,19 ; 0,0047148 ; 353 ; 456,68 
406; KC Cirebon Gunung Jati (Konsolidasi-MB); 94,44 ; 1,0696960 ; 873 ; 968,98 
407; KC Bandung Sukarno Hatta (Konsolidasi-MB); 137,22 ; 0,0511399 ; 435 ; 572,61 
408; KC Bandung Setiabudi (Konsolidasi-MB); 65,09 ; 0,9675786 ; 338 ; 403,76 
544; KC Soreang (Konsolidasi-MB); 113,16 ; 1,4644501 ; 790 ; 904,71 
Grand Total;Grand Total; 3.213 ; 151 ; 23.147 ; 26.512 
