Row L;uker; Deposito ; Giro ; Tabungan ; Grand Total 
25; KC Garut (Konsolidasi; 109,57 ; 0,9744814 ; 1.322 ; 1.432,20 
28; KC Indramayu (Konsolidasi; 123,27 ; 0,0281631 ; 953 ; 1.075,89 
46; KC Majalengka (Konsolidasi; 108,15 ; 0,0160250 ; 1.196 ; 1.303,93 
75; KC Purwakarta (Konsolidasi; 160,17 ; 0,0045043 ; 686 ; 846,66 
92; KC Sukabumi (Konsolidasi; 108,04 ; 0,6612061 ; 847 ; 955,22 
94; KC Sumedang (Konsolidasi; 287,62 ; 12,7409784 ; 899 ; 1.199,83 
100; KC Tasikmalaya (Konsolidasi; 66,19 ; 0,1397211 ; 985 ; 1.050,94 
104; KC Ciamis (Konsolidasi; 104,96 ; 0,0647479 ; 899 ; 1.003,56 
105; KC Cianjur (Konsolidasi; 90,61 ; 0,1303484 ; 973 ; 1.063,46 
107; KC Cirebon Kartini (Konsolidasi; 135,39 ; 1,2292651 ; 965 ; 1.101,21 
123; KC Subang (Konsolidasi; 98,76 ; 0,1081436 ; 696 ; 794,53 
132; KC Majalaya (Konsolidasi; 142,80 ; 0,0420551 ; 889 ; 1.032,24 
133; KC Kuningan (Konsolidasi; 124,12 ; 0,0909336 ; 1.222 ; 1.345,79 
137; KC Cimahi (Konsolidasi; 193,17 ; 0,0600173 ; 1.138 ; 1.331,04 
161; KC Singaparna (Konsolidasi; 34,55 ; 0,0229721 ; 679 ; 713,50 
162; KC Banjar (Konsolidasi; 99,72 ; 0,0621842 ; 966 ; 1.065,82 
165; KC Jatibarang (Konsolidasi; 83,47 ; 0,0086913 ; 1.172 ; 1.255,00 
181; KC Cibadak (Konsolidasi; 73,50 ; 0,0240983 ; 712 ; 785,53 
286; KC Bandung Dewi Sartika (Konsolidasi; 65,21 ; 0,0308918 ; 266 ; 330,90 
337; KC Bandung Naripan (Konsolidasi; 110,00 ; 0,1800890 ; 332 ; 442,05 
354; KC Bandung A.H. Nasution (Konsolidasi; 89,02 ; 0,0027950 ; 388 ; 477,48 
355; KC Pamanukan (Konsolidasi; 33,45 ; 0,0403088 ; 639 ; 672,96 
389; KC Bandung Martadinata (Konsolidasi; 121,91 ; 0,0074011 ; 396 ; 518,35 
401; KC Bandung Kopo (Konsolidasi; 90,88 ; 0,0176879 ; 417 ; 507,48 
405; KC Bandung Dago (Konsolidasi; 95,68 ; 0,0047148 ; 355 ; 450,52 
406; KC Cirebon Gunung Jati (Konsolidasi; 100,48 ; 0,5474004 ; 847 ; 947,85 
407; KC Bandung Sukarno Hatta (Konsolidasi; 130,31 ; 0,0011399 ; 427 ; 557,55 
408; KC Bandung Setiabudi (Konsolidasi; 64,39 ; 0,1518630 ; 324 ; 388,45 
544; KC Soreang (Konsolidasi; 106,03 ; 0,0225612 ; 759 ; 865,12 
