Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
25; KC Garut (Konsolidasi-MB); 119,12 ; 5,7997238 ; 1.407 ; 1.531,48 
28; KC Indramayu (Konsolidasi-MB); 121,43 ; 0,9549493 ; 1.031 ; 1.153,36 
46; KC Majalengka (Konsolidasi-MB); 112,13 ; 0,0160250 ; 1.271 ; 1.382,87 
75; KC Purwakarta (Konsolidasi-MB); 155,88 ; 1,3287511 ; 711 ; 868,12 
92; KC Sukabumi (Konsolidasi-MB); 109,02 ; 1,4124056 ; 873 ; 982,95 
94; KC Sumedang (Konsolidasi-MB); 275,14 ; 102,2069431 ; 924 ; 1.301,64 
100; KC Tasikmalaya (Konsolidasi-MB); 70,44 ; 1,5404174 ; 1.011 ; 1.082,68 
104; KC Ciamis (Konsolidasi-MB); 95,92 ; 2,7206378 ; 955 ; 1.053,72 
105; KC Cianjur (Konsolidasi-MB); 92,15 ; 5,0699966 ; 1.023 ; 1.120,40 
107; KC Cirebon Kartini (Konsolidasi-MB); 137,07 ; 0,4403377 ; 1.003 ; 1.140,72 
123; KC Subang (Konsolidasi-MB); 99,61 ; 1,8993719 ; 753 ; 854,45 
132; KC Majalaya (Konsolidasi-MB); 149,30 ; 1,0535734 ; 951 ; 1.100,96 
133; KC Kuningan (Konsolidasi-MB); 129,51 ; 0,8360638 ; 1.245 ; 1.375,37 
137; KC Cimahi (Konsolidasi-MB); 211,40 ; 3,3770400 ; 1.171 ; 1.385,43 
161; KC Singaparna (Konsolidasi-MB); 35,19 ; 2,5877343 ; 702 ; 740,08 
162; KC Banjar (Konsolidasi-MB); 102,31 ; 3,1125775 ; 1.011 ; 1.116,45 
165; KC Jatibarang (Konsolidasi-MB); 82,65 ; 0,2509190 ; 1.234 ; 1.317,16 
181; KC Cibadak (Konsolidasi-MB); 79,68 ; 1,0661592 ; 743 ; 823,73 
286; KC Bandung Dewi Sartika (Konsolidasi-MB); 70,08 ; 0,3448115 ; 263 ; 333,18 
337; KC Bandung Naripan (Konsolidasi-MB); 111,25 ; 1,2331328 ; 336 ; 448,97 
354; KC Bandung A.H. Nasution (Konsolidasi-MB); 89,40 ; 0,9285546 ; 401 ; 491,18 
355; KC Pamanukan (Konsolidasi-MB); 38,46 ; 1,8467665 ; 672 ; 712,70 
389; KC Bandung Martadinata (Konsolidasi-MB); 122,06 ; 0,0853481 ; 420 ; 541,96 
401; KC Bandung Kopo (Konsolidasi-MB); 97,81 ; 0,1186308 ; 429 ; 526,81 
405; KC Bandung Dago (Konsolidasi-MB); 102,83 ; 0,0047148 ; 357 ; 459,69 
406; KC Cirebon Gunung Jati (Konsolidasi-MB); 94,97 ; 1,8173314 ; 875 ; 972,08 
407; KC Bandung Sukarno Hatta (Konsolidasi-MB); 137,31 ; 0,0511399 ; 438 ; 575,34 
408; KC Bandung Setiabudi (Konsolidasi-MB); 65,09 ; 1,2970079 ; 340 ; 406,11 
544; KC Soreang (Konsolidasi-MB); 113,66 ; 0,5949430 ; 797 ; 911,20 
Grand Total;Grand Total; 3.221 ; 144 ; 23.346 ; 26.711 
