Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
25; KC Garut (Konsolidasi-MB); 118,36 ; 4,6744511 ; 1.401 ; 1.524,22 
28; KC Indramayu (Konsolidasi-MB); 121,92 ; 1,0699308 ; 1.023 ; 1.146,37 
46; KC Majalengka (Konsolidasi-MB); 112,11 ; 0,0160250 ; 1.275 ; 1.387,12 
75; KC Purwakarta (Konsolidasi-MB); 155,23 ; 1,2487511 ; 706 ; 862,27 
92; KC Sukabumi (Konsolidasi-MB); 108,63 ; 1,4780449 ; 868 ; 978,55 
94; KC Sumedang (Konsolidasi-MB); 274,57 ; 115,3122101 ; 930 ; 1.319,71 
100; KC Tasikmalaya (Konsolidasi-MB); 69,81 ; 1,4784174 ; 1.013 ; 1.084,57 
104; KC Ciamis (Konsolidasi-MB); 95,47 ; 2,7240874 ; 952 ; 1.049,92 
105; KC Cianjur (Konsolidasi-MB); 91,84 ; 3,4875076 ; 1.032 ; 1.126,92 
107; KC Cirebon Kartini (Konsolidasi-MB); 136,89 ; 0,1543921 ; 1.006 ; 1.142,85 
123; KC Subang (Konsolidasi-MB); 99,52 ; 1,6117905 ; 754 ; 855,24 
132; KC Majalaya (Konsolidasi-MB); 148,79 ; 0,9839159 ; 950 ; 1.100,18 
133; KC Kuningan (Konsolidasi-MB); 129,44 ; 0,5505325 ; 1.243 ; 1.372,82 
137; KC Cimahi (Konsolidasi-MB); 211,47 ; 2,1154279 ; 1.173 ; 1.386,66 
161; KC Singaparna (Konsolidasi-MB); 35,22 ; 2,2540672 ; 705 ; 742,74 
162; KC Banjar (Konsolidasi-MB); 102,61 ; 2,5268985 ; 1.011 ; 1.116,58 
165; KC Jatibarang (Konsolidasi-MB); 81,83 ; 0,2509190 ; 1.230 ; 1.312,56 
181; KC Cibadak (Konsolidasi-MB); 79,28 ; 0,3430616 ; 741 ; 820,99 
286; KC Bandung Dewi Sartika (Konsolidasi-MB); 71,75 ; 0,5830592 ; 261 ; 333,29 
337; KC Bandung Naripan (Konsolidasi-MB); 110,53 ; 1,2300328 ; 334 ; 445,88 
354; KC Bandung A.H. Nasution (Konsolidasi-MB); 89,87 ; 0,8285546 ; 401 ; 491,54 
355; KC Pamanukan (Konsolidasi-MB); 37,65 ; 1,6467665 ; 673 ; 712,22 
389; KC Bandung Martadinata (Konsolidasi-MB); 122,77 ; 0,0853481 ; 416 ; 539,06 
401; KC Bandung Kopo (Konsolidasi-MB); 96,75 ; 0,1260358 ; 429 ; 525,87 
405; KC Bandung Dago (Konsolidasi-MB); 103,60 ; 0,0047148 ; 355 ; 458,97 
406; KC Cirebon Gunung Jati (Konsolidasi-MB); 94,82 ; 1,1061417 ; 871 ; 966,98 
407; KC Bandung Sukarno Hatta (Konsolidasi-MB); 137,10 ; 0,0511399 ; 435 ; 572,22 
408; KC Bandung Setiabudi (Konsolidasi-MB); 65,25 ; 1,1976079 ; 339 ; 405,82 
544; KC Soreang (Konsolidasi-MB); 113,45 ; 1,5621565 ; 793 ; 908,38 
Grand Total;Grand Total; 3.216 ; 151 ; 23.323 ; 26.691 
