Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
25; KC Garut (Konsolidasi-MB); 117,77 ; 3,1113132 ; 1.435 ; 1.556,20 
28; KC Indramayu (Konsolidasi-MB); 122,64 ; 0,7788294 ; 1.038 ; 1.161,20 
46; KC Majalengka (Konsolidasi-MB); 112,80 ; 0,0160250 ; 1.286 ; 1.399,28 
75; KC Purwakarta (Konsolidasi-MB); 153,84 ; 1,1487511 ; 734 ; 889,22 
92; KC Sukabumi (Konsolidasi-MB); 108,87 ; 1,5229783 ; 889 ; 999,26 
94; KC Sumedang (Konsolidasi-MB); 275,02 ; 116,0584732 ; 944 ; 1.335,36 
100; KC Tasikmalaya (Konsolidasi-MB); 69,09 ; 0,9338912 ; 1.029 ; 1.099,42 
104; KC Ciamis (Konsolidasi-MB); 93,94 ; 1,8729939 ; 975 ; 1.070,46 
105; KC Cianjur (Konsolidasi-MB); 91,44 ; 4,1373171 ; 1.046 ; 1.141,65 
107; KC Cirebon Kartini (Konsolidasi-MB); 136,89 ; 0,5392510 ; 1.015 ; 1.152,52 
123; KC Subang (Konsolidasi-MB); 99,11 ; 0,8133970 ; 766 ; 865,98 
132; KC Majalaya (Konsolidasi-MB); 142,72 ; 0,8838559 ; 975 ; 1.118,57 
133; KC Kuningan (Konsolidasi-MB); 128,94 ; 0,9680373 ; 1.268 ; 1.398,04 
137; KC Cimahi (Konsolidasi-MB); 210,72 ; 1,4063366 ; 1.210 ; 1.422,13 
161; KC Singaparna (Konsolidasi-MB); 35,48 ; 1,5878145 ; 713 ; 749,73 
162; KC Banjar (Konsolidasi-MB); 103,91 ; 1,7169143 ; 1.030 ; 1.135,27 
165; KC Jatibarang (Konsolidasi-MB); 81,37 ; 0,3504190 ; 1.258 ; 1.340,16 
181; KC Cibadak (Konsolidasi-MB); 78,83 ; 0,5930344 ; 757 ; 836,70 
286; KC Bandung Dewi Sartika (Konsolidasi-MB); 71,88 ; 0,5092848 ; 266 ; 338,70 
337; KC Bandung Naripan (Konsolidasi-MB); 109,20 ; 1,0287669 ; 350 ; 460,03 
354; KC Bandung A.H. Nasution (Konsolidasi-MB); 89,64 ; 0,7785546 ; 414 ; 504,75 
355; KC Pamanukan (Konsolidasi-MB); 38,14 ; 1,1250028 ; 680 ; 718,98 
389; KC Bandung Martadinata (Konsolidasi-MB); 119,90 ; 0,0853181 ; 428 ; 548,34 
401; KC Bandung Kopo (Konsolidasi-MB); 94,42 ; 0,0547734 ; 441 ; 535,63 
405; KC Bandung Dago (Konsolidasi-MB); 103,60 ; 0,0047148 ; 369 ; 472,45 
406; KC Cirebon Gunung Jati (Konsolidasi-MB); 93,81 ; 0,6269682 ; 888 ; 982,02 
407; KC Bandung Sukarno Hatta (Konsolidasi-MB); 137,39 ; 0,0511399 ; 454 ; 591,05 
408; KC Bandung Setiabudi (Konsolidasi-MB); 65,39 ; 0,7725786 ; 352 ; 418,33 
544; KC Soreang (Konsolidasi-MB); 115,52 ; 1,4016129 ; 809 ; 925,52 
Grand Total;Grand Total; 3.202 ; 145 ; 23.820 ; 27.167 
