Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
25; KC Garut (Konsolidasi-MB); 118,40 ; 4,4432165 ; 1.404 ; 1.526,50 
28; KC Indramayu (Konsolidasi-MB); 121,73 ; 0,9389757 ; 1.028 ; 1.151,07 
46; KC Majalengka (Konsolidasi-MB); 112,11 ; 0,0160250 ; 1.289 ; 1.401,14 
75; KC Purwakarta (Konsolidasi-MB); 155,21 ; 1,2487511 ; 707 ; 863,47 
92; KC Sukabumi (Konsolidasi-MB); 108,63 ; 1,4780599 ; 869 ; 978,71 
94; KC Sumedang (Konsolidasi-MB); 274,57 ; 115,3009847 ; 938 ; 1.328,35 
100; KC Tasikmalaya (Konsolidasi-MB); 69,81 ; 1,4784174 ; 1.018 ; 1.088,97 
104; KC Ciamis (Konsolidasi-MB); 95,59 ; 2,7223778 ; 954 ; 1.052,39 
105; KC Cianjur (Konsolidasi-MB); 91,84 ; 3,4782676 ; 1.044 ; 1.139,36 
107; KC Cirebon Kartini (Konsolidasi-MB); 136,89 ; 0,1531241 ; 1.008 ; 1.145,35 
123; KC Subang (Konsolidasi-MB); 99,53 ; 1,6176529 ; 762 ; 863,10 
132; KC Majalaya (Konsolidasi-MB); 148,91 ; 0,9839159 ; 953 ; 1.103,27 
133; KC Kuningan (Konsolidasi-MB); 129,44 ; 0,5505325 ; 1.243 ; 1.373,08 
137; KC Cimahi (Konsolidasi-MB); 211,57 ; 2,5899200 ; 1.173 ; 1.387,49 
161; KC Singaparna (Konsolidasi-MB); 35,22 ; 2,2540672 ; 710 ; 747,46 
162; KC Banjar (Konsolidasi-MB); 102,66 ; 2,5578985 ; 1.016 ; 1.121,16 
165; KC Jatibarang (Konsolidasi-MB); 81,81 ; 0,2509190 ; 1.230 ; 1.311,66 
181; KC Cibadak (Konsolidasi-MB); 79,29 ; 0,3430616 ; 741 ; 820,86 
286; KC Bandung Dewi Sartika (Konsolidasi-MB); 71,75 ; 0,6060876 ; 263 ; 334,94 
337; KC Bandung Naripan (Konsolidasi-MB); 110,53 ; 1,2300328 ; 337 ; 448,39 
354; KC Bandung A.H. Nasution (Konsolidasi-MB); 89,87 ; 0,8285546 ; 402 ; 492,31 
355; KC Pamanukan (Konsolidasi-MB); 37,65 ; 1,6467665 ; 676 ; 715,20 
389; KC Bandung Martadinata (Konsolidasi-MB); 122,77 ; 0,0853481 ; 418 ; 541,11 
401; KC Bandung Kopo (Konsolidasi-MB); 96,55 ; 0,1256558 ; 430 ; 526,86 
405; KC Bandung Dago (Konsolidasi-MB); 103,60 ; 0,0047148 ; 357 ; 460,67 
406; KC Cirebon Gunung Jati (Konsolidasi-MB); 94,82 ; 1,8017164 ; 871 ; 967,15 
407; KC Bandung Sukarno Hatta (Konsolidasi-MB); 137,10 ; 0,0511399 ; 436 ; 573,48 
408; KC Bandung Setiabudi (Konsolidasi-MB); 65,25 ; 1,1976079 ; 340 ; 406,60 
544; KC Soreang (Konsolidasi-MB); 113,46 ; 1,5675958 ; 797 ; 911,84 
Grand Total;Grand Total; 3.217 ; 152 ; 23.414 ; 26.782 
