Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
25; KC Garut (Konsolidasi-MB); 117,78 ; 4,0352547 ; 1.405 ; 1.526,33 
28; KC Indramayu (Konsolidasi-MB); 122,54 ; 0,7576425 ; 1.031 ; 1.154,72 
46; KC Majalengka (Konsolidasi-MB); 111,99 ; 0,0160250 ; 1.265 ; 1.377,23 
75; KC Purwakarta (Konsolidasi-MB); 154,18 ; 1,1487511 ; 717 ; 872,29 
92; KC Sukabumi (Konsolidasi-MB); 109,12 ; 1,4136453 ; 874 ; 984,83 
94; KC Sumedang (Konsolidasi-MB); 274,50 ; 115,8519478 ; 928 ; 1.317,91 
100; KC Tasikmalaya (Konsolidasi-MB); 69,48 ; 1,1738912 ; 1.009 ; 1.079,60 
104; KC Ciamis (Konsolidasi-MB); 94,38 ; 2,0215889 ; 959 ; 1.055,83 
105; KC Cianjur (Konsolidasi-MB); 91,50 ; 5,1279069 ; 1.013 ; 1.109,88 
107; KC Cirebon Kartini (Konsolidasi-MB); 137,29 ; 0,4146000 ; 1.009 ; 1.146,69 
123; KC Subang (Konsolidasi-MB); 99,57 ; 0,8225235 ; 752 ; 852,06 
132; KC Majalaya (Konsolidasi-MB); 141,14 ; 0,8838559 ; 956 ; 1.098,27 
133; KC Kuningan (Konsolidasi-MB); 129,03 ; 1,0989613 ; 1.251 ; 1.380,95 
137; KC Cimahi (Konsolidasi-MB); 210,91 ; 1,4080716 ; 1.174 ; 1.386,18 
161; KC Singaparna (Konsolidasi-MB); 35,48 ; 1,7960355 ; 696 ; 733,28 
162; KC Banjar (Konsolidasi-MB); 103,14 ; 1,9980143 ; 1.014 ; 1.119,55 
165; KC Jatibarang (Konsolidasi-MB); 81,31 ; 0,3504190 ; 1.240 ; 1.321,41 
181; KC Cibadak (Konsolidasi-MB); 78,74 ; 0,6930344 ; 746 ; 825,63 
286; KC Bandung Dewi Sartika (Konsolidasi-MB); 71,73 ; 0,6701978 ; 264 ; 336,87 
337; KC Bandung Naripan (Konsolidasi-MB); 109,28 ; 1,0751169 ; 338 ; 448,51 
354; KC Bandung A.H. Nasution (Konsolidasi-MB); 89,82 ; 0,8285546 ; 406 ; 497,09 
355; KC Pamanukan (Konsolidasi-MB); 38,15 ; 1,2521028 ; 667 ; 706,75 
389; KC Bandung Martadinata (Konsolidasi-MB); 122,03 ; 0,0853181 ; 409 ; 531,31 
401; KC Bandung Kopo (Konsolidasi-MB); 94,86 ; 0,1090864 ; 431 ; 526,04 
405; KC Bandung Dago (Konsolidasi-MB); 103,91 ; 0,0047148 ; 357 ; 460,91 
406; KC Cirebon Gunung Jati (Konsolidasi-MB); 94,42 ; 2,5841628 ; 881 ; 978,39 
407; KC Bandung Sukarno Hatta (Konsolidasi-MB); 137,21 ; 0,0511399 ; 442 ; 579,41 
408; KC Bandung Setiabudi (Konsolidasi-MB); 64,96 ; 0,9675786 ; 343 ; 408,75 
544; KC Soreang (Konsolidasi-MB); 113,44 ; 1,4204811 ; 799 ; 913,97 
Grand Total;Grand Total; 3.202 ; 150 ; 23.379 ; 26.731 
