Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
25; KC Garut (Konsolidasi-MB); 118,93 ; 5,6369520 ; 1.407 ; 1.531,31 
28; KC Indramayu (Konsolidasi-MB); 121,92 ; 0,9240425 ; 1.026 ; 1.148,88 
46; KC Majalengka (Konsolidasi-MB); 112,01 ; 0,0160250 ; 1.263 ; 1.374,88 
75; KC Purwakarta (Konsolidasi-MB); 155,72 ; 1,3287511 ; 712 ; 868,69 
92; KC Sukabumi (Konsolidasi-MB); 108,99 ; 1,5667756 ; 870 ; 980,12 
94; KC Sumedang (Konsolidasi-MB); 275,01 ; 102,1344324 ; 924 ; 1.301,19 
100; KC Tasikmalaya (Konsolidasi-MB); 69,74 ; 1,5404174 ; 1.014 ; 1.085,14 
104; KC Ciamis (Konsolidasi-MB); 95,78 ; 2,7212178 ; 954 ; 1.052,92 
105; KC Cianjur (Konsolidasi-MB); 92,16 ; 5,0940396 ; 1.016 ; 1.113,65 
107; KC Cirebon Kartini (Konsolidasi-MB); 136,41 ; 0,4894437 ; 1.004 ; 1.141,02 
123; KC Subang (Konsolidasi-MB); 99,62 ; 1,8958524 ; 754 ; 855,03 
132; KC Majalaya (Konsolidasi-MB); 149,02 ; 0,9839159 ; 953 ; 1.103,02 
133; KC Kuningan (Konsolidasi-MB); 129,42 ; 0,7052680 ; 1.243 ; 1.373,07 
137; KC Cimahi (Konsolidasi-MB); 211,58 ; 3,3150400 ; 1.171 ; 1.386,18 
161; KC Singaparna (Konsolidasi-MB); 35,22 ; 2,5198983 ; 698 ; 735,54 
162; KC Banjar (Konsolidasi-MB); 102,48 ; 3,0125775 ; 1.011 ; 1.116,84 
165; KC Jatibarang (Konsolidasi-MB); 82,65 ; 0,2509190 ; 1.227 ; 1.310,15 
181; KC Cibadak (Konsolidasi-MB); 79,60 ; 1,0661592 ; 744 ; 824,25 
286; KC Bandung Dewi Sartika (Konsolidasi-MB); 70,53 ; 0,5927845 ; 264 ; 335,54 
337; KC Bandung Naripan (Konsolidasi-MB); 110,45 ; 1,2339328 ; 337 ; 448,36 
354; KC Bandung A.H. Nasution (Konsolidasi-MB); 89,34 ; 0,9285546 ; 401 ; 491,09 
355; KC Pamanukan (Konsolidasi-MB); 38,26 ; 1,8467665 ; 669 ; 709,39 
389; KC Bandung Martadinata (Konsolidasi-MB); 121,99 ; 0,0853481 ; 416 ; 538,16 
401; KC Bandung Kopo (Konsolidasi-MB); 97,16 ; 0,1199508 ; 431 ; 528,39 
405; KC Bandung Dago (Konsolidasi-MB); 103,29 ; 0,0047148 ; 357 ; 460,00 
406; KC Cirebon Gunung Jati (Konsolidasi-MB); 95,03 ; 0,4204366 ; 874 ; 969,61 
407; KC Bandung Sukarno Hatta (Konsolidasi-MB); 137,38 ; 0,0511399 ; 437 ; 574,45 
408; KC Bandung Setiabudi (Konsolidasi-MB); 65,12 ; 1,2970079 ; 340 ; 406,46 
544; KC Soreang (Konsolidasi-MB); 113,05 ; 1,5640299 ; 793 ; 907,78 
Grand Total;Grand Total; 3.218 ; 143 ; 23.310 ; 26.671 
