UKER;KC Purwakarta;KC Subang;KC Indramayu;KC Jatibarang;KC Pamanukan;KC Sumedang;KC Majalengka;KC Cirebon Gunung Jati;KC Kuningan;KC Cirebon Kartini;KC Singaparna;KC Tasikmalaya;KC Garut;KC Ciamis;KC Banjar;KC Cibadak;KC Sukabumi;KC Cimahi;KC Cianjur;KC Soreang;KC Majalaya;KC Bandung Sukarno Hatta;KC Bandung A.H. Nasution;KC Bandung Setiabudi;KC Bandung Naripan;KC Bandung Kopo;KC Bandung Martadinata;KC Bandung AA;KC Bandung Dewi Sartika;KC Bandung Dago
22-Jan; 663 ; 694 ; 950 ; 1.129 ; 641 ; 905 ; 1.196 ; 841 ; 1.211 ; 948 ; 632 ; 942 ; 1.309 ; 891 ; 934 ; 707 ; 826 ; 1.107 ; 929 ; 741 ; 891 ; 430 ; 397 ; 323 ; 337 ; 417 ; 406  ; 0,00 ; 261,00 ; 356,00 
23-Jan; 675,00 ; 707,00 ; 953,00 ; 1.135,00 ; 648,00 ; 915,00 ; 1.205,00 ; 846,00 ; 1.224,00 ; 955,00 ; 637,00 ; 948,00 ; 1.320,00 ; 904,00 ; 941,00 ; 713,00 ; 841,00 ; 1.118,00 ; 939,00 ; 751,00 ; 901,00 ; 434,00 ; 399,00 ; 327,00 ; 340,00 ; 419,00 ; 408,00 ; 0,00 ; 263,00 ; 357,00 
24-Jan; 674 ; 705 ; 953 ; 1.133 ; 643 ; 912 ; 1.201 ; 847 ; 1.221 ; 951 ; 644 ; 950 ; 1.323 ; 903 ; 940 ; 713 ; 838 ; 1.116 ; 940 ; 747 ; 897 ; 433 ; 398 ; 325 ; 338 ; 419 ; 405 ; 0,00 ; 262,00 ; 358,00 
25-Jan; 666 ; 700 ; 948 ; 1.125 ; 638 ; 904 ; 1.194 ; 841 ; 1.218 ; 944 ; 636 ; 940 ; 1.308 ; 894 ; 932 ; 706 ; 829 ; 1.103 ; 932 ; 742 ; 889 ; 431 ; 394 ; 322 ; 335 ; 416 ; 402 ; 0,00 ; 259,00 ; 354,00 
26-Jan; 667 ; 704 ; 943 ; 1.125 ; 641 ; 903 ; 1.197 ; 841 ; 1.217 ; 944 ; 641 ; 945 ; 1.308 ; 898 ; 936 ; 705 ; 832 ; 1.103 ; 934 ; 741 ; 893 ; 433 ; 393 ; 322 ; 337 ; 418 ; 403 ; 0,00 ; 260,00 ; 355,00 
27-Jan; 671 ; 704 ; 948 ; 1.129 ; 641 ; 903 ; 1.197 ; 843 ; 1.216 ; 946 ; 643 ; 947 ; 1.310 ; 899 ; 937 ; 705 ; 833 ; 1.106 ; 940 ; 743 ; 894 ; 434 ; 393 ; 324 ; 337 ; 418 ; 404 ; 0,00 ; 259,00 ; 354,00 
28-Jan; 674 ; 705 ; 951 ; 1.132 ; 644 ; 907 ; 1.200 ; 848 ; 1.221 ; 950 ; 643 ; 948 ; 1.313 ; 901 ; 939 ; 712 ; 837 ; 1.107 ; 944 ; 745 ; 900 ; 430 ; 394 ; 326 ; 338 ; 419 ; 404 ; 0,00 ; 259,00 ; 357,00 
29-Jan; 675 ; 705 ; 951 ; 1.135 ; 647 ; 909 ; 1.203 ; 845 ; 1.223 ; 951 ; 648 ; 949 ; 1.315 ; 903 ; 940 ; 711 ; 837 ; 1.113 ; 945 ; 745 ; 896 ; 432 ; 394 ; 327 ; 336 ; 420 ; 403 ; 0,00 ; 259,00 ; 359,00 
30-Jan; 683 ; 711 ; 956 ; 1.139 ; 650 ; 919 ; 1.211 ; 846 ; 1.233 ; 958 ; 656 ; 959 ; 1.327 ; 909 ; 950 ; 717 ; 847 ; 1.129 ; 957 ; 754 ; 907 ; 434 ; 397 ; 327 ; 340 ; 422 ; 406 ; 0,00 ; 260,00 ; 361,00 
31-Jan; 685 ; 716 ; 967 ; 1.141 ; 655 ; 924 ; 1.219 ; 852 ; 1.239 ; 960 ; 669 ; 969 ; 1.347 ; 913 ; 959 ; 721 ; 855 ; 1.135 ; 967 ; 758 ; 911 ; 434 ; 397 ; 328 ; 340 ; 423 ; 405 ; 0,00 ; 261,00 ; 361,00 
01-Feb; 713 ; 956 ; 1.145 ; 652 ; 925 ; 1.221 ; 852 ; 1.245 ; 961 ; 666 ; 972 ; 1.343 ; 920 ; 960 ; 722 ; 854 ; 1.144 ; 970 ; 756 ; 907 ; 438 ; 400 ; 335 ; 347 ; 424 ; 412 ; 0,00 ; 266,00 ; 367,00 
02-Feb; 713 ; 956 ; 1.145 ; 652 ; 925 ; 1.221 ; 852 ; 1.245 ; 961 ; 666 ; 972 ; 1.343 ; 920 ; 960 ; 722 ; 854 ; 1.144 ; 970 ; 756 ; 907 ; 438 ; 400 ; 335 ; 347 ; 424 ; 412 ; 0,00 ; 266,00 ; 367,00 
03-Feb; 710 ; 958 ; 1.147 ; 649 ; 899 ; 1.214 ; 851 ; 1.241 ; 959 ; 661 ; 971 ; 1.339 ; 918 ; 956 ; 718 ; 849 ; 1.142 ; 969 ; 755 ; 905 ; 435 ; 401 ; 331 ; 345 ; 423 ; 410 ; 0,00 ; 265,00 ; 363,00 
04-Feb; 709 ; 954 ; 1.144 ; 645 ; 900 ; 1.214 ; 851 ; 1.239 ; 954 ; 660 ; 974 ; 1.336 ; 918 ; 953 ; 715 ; 851 ; 1.141 ; 965 ; 756 ; 905 ; 432 ; 402 ; 330 ; 347 ; 422 ; 408 ; 0,00 ; 264,00 ; 365,00 
05-Feb; 707 ; 958 ; 1.149 ; 646 ; 901 ; 1.210 ; 849 ; 1.240 ; 959 ; 661 ; 975 ; 1.342 ; 916 ; 953 ; 717 ; 848 ; 1.139 ; 960 ; 753 ; 904 ; 434 ; 400 ; 331 ; 347 ; 423 ; 406 ; 0,00 ; 264,00 ; 364,00 
