Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
5; KC Bandung AA (Konsolidasi-MB); 615 ; 324 ; 1.213 ; 2.152 
25; KC Garut (Konsolidasi-MB); 105 ; 170 ; 504 ; 779 
28; KC Indramayu (Konsolidasi-MB); 103 ; 94 ; 417 ; 613 
46; KC Majalengka (Konsolidasi-MB); 62 ; 42 ; 243 ; 347 
75; KC Purwakarta (Konsolidasi-MB); 83 ; 94 ; 307 ; 484 
92; KC Sukabumi (Konsolidasi-MB); 64 ; 80 ; 367 ; 511 
94; KC Sumedang (Konsolidasi-MB); 89 ; 65 ; 349 ; 503 
100; KC Tasikmalaya (Konsolidasi-MB); 94 ; 113 ; 432 ; 639 
104; KC Ciamis (Konsolidasi-MB); 51 ; 55 ; 230 ; 336 
105; KC Cianjur (Konsolidasi-MB); 161 ; 68 ; 415 ; 644 
107; KC Cirebon Kartini (Konsolidasi-MB); 525 ; 259 ; 1.062 ; 1.846 
123; KC Subang (Konsolidasi-MB); 72 ; 165 ; 257 ; 493 
132; KC Majalaya (Konsolidasi-MB); 97 ; 21 ; 274 ; 392 
133; KC Kuningan (Konsolidasi-MB); 173 ; 75 ; 373 ; 621 
137; KC Cimahi (Konsolidasi-MB); 371 ; 408 ; 1.191 ; 1.970 
161; KC Singaparna (Konsolidasi-MB); 126 ; 40 ; 245 ; 411 
162; KC Banjar (Konsolidasi-MB); 52 ; 56 ; 215 ; 323 
165; KC Jatibarang (Konsolidasi-MB); 49 ; 26 ; 217 ; 292 
181; KC Cibadak (Konsolidasi-MB); 76 ; 84 ; 294 ; 454 
198; KANWIL Bandung (Konsolidasi-MB); -   ; -   ; 0 ; 0 
286; KC Bandung Dewi Sartika (Konsolidasi-MB); 1.163 ; 313 ; 1.075 ; 2.550 
337; KC Bandung Naripan (Konsolidasi-MB); 240 ; 266 ; 502 ; 1.009 
354; KC Bandung A.H. Nasution (Konsolidasi-MB); 514 ; 258 ; 810 ; 1.582 
355; KC Pamanukan (Konsolidasi-MB); 65 ; 143 ; 204 ; 412 
389; KC Bandung Martadinata (Konsolidasi-MB); 463 ; 173 ; 342 ; 978 
401; KC Bandung Kopo (Konsolidasi-MB); 551 ; 180 ; 460 ; 1.190 
405; KC Bandung Dago (Konsolidasi-MB); 392 ; 260 ; 595 ; 1.247 
406; KC Cirebon Gunung Jati (Konsolidasi-MB); 138 ; 76 ; 386 ; 600 
407; KC Bandung Sukarno Hatta (Konsolidasi-MB); 469 ; 232 ; 422 ; 1.124 
408; KC Bandung Setiabudi (Konsolidasi-MB); 231 ; 96 ; 425 ; 751 
544; KC Soreang (Konsolidasi-MB); 115 ; 52 ; 289 ; 455 
Grand Total;Grand Total; 7.305 ; 4.289 ; 14.115 ; 25.709 
