Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
5; KC Bandung AA (Konsolidasi-MB); 612 ; 336 ; 1.193 ; 2.141 
25; KC Garut (Konsolidasi-MB); 105 ; 89 ; 507 ; 701 
28; KC Indramayu (Konsolidasi-MB); 103 ; 109 ; 413 ; 625 
46; KC Majalengka (Konsolidasi-MB); 63 ; 41 ; 247 ; 351 
75; KC Purwakarta (Konsolidasi-MB); 84 ; 82 ; 280 ; 446 
92; KC Sukabumi (Konsolidasi-MB); 64 ; 88 ; 349 ; 502 
94; KC Sumedang (Konsolidasi-MB); 88 ; 69 ; 347 ; 505 
100; KC Tasikmalaya (Konsolidasi-MB); 93 ; 115 ; 440 ; 649 
104; KC Ciamis (Konsolidasi-MB); 51 ; 56 ; 228 ; 335 
105; KC Cianjur (Konsolidasi-MB); 157 ; 68 ; 419 ; 645 
107; KC Cirebon Kartini (Konsolidasi-MB); 526 ; 216 ; 1.063 ; 1.805 
123; KC Subang (Konsolidasi-MB); 72 ; 156 ; 249 ; 477 
132; KC Majalaya (Konsolidasi-MB); 97 ; 69 ; 267 ; 434 
133; KC Kuningan (Konsolidasi-MB); 173 ; 71 ; 370 ; 613 
137; KC Cimahi (Konsolidasi-MB); 370 ; 400 ; 1.190 ; 1.960 
161; KC Singaparna (Konsolidasi-MB); 126 ; 47 ; 241 ; 415 
162; KC Banjar (Konsolidasi-MB); 50 ; 51 ; 221 ; 322 
165; KC Jatibarang (Konsolidasi-MB); 49 ; 36 ; 216 ; 301 
181; KC Cibadak (Konsolidasi-MB); 79 ; 81 ; 276 ; 436 
198; KANWIL Bandung (Konsolidasi-MB); -   ; -   ; 0 ; 0 
286; KC Bandung Dewi Sartika (Konsolidasi-MB); 1.162 ; 323 ; 1.089 ; 2.574 
337; KC Bandung Naripan (Konsolidasi-MB); 229 ; 257 ; 483 ; 969 
354; KC Bandung A.H. Nasution (Konsolidasi-MB); 516 ; 237 ; 765 ; 1.519 
355; KC Pamanukan (Konsolidasi-MB); 64 ; 129 ; 206 ; 400 
389; KC Bandung Martadinata (Konsolidasi-MB); 455 ; 161 ; 316 ; 931 
401; KC Bandung Kopo (Konsolidasi-MB); 550 ; 214 ; 465 ; 1.229 
405; KC Bandung Dago (Konsolidasi-MB); 389 ; 258 ; 584 ; 1.231 
406; KC Cirebon Gunung Jati (Konsolidasi-MB); 141 ; 87 ; 382 ; 610 
407; KC Bandung Sukarno Hatta (Konsolidasi-MB); 471 ; 224 ; 423 ; 1.117 
408; KC Bandung Setiabudi (Konsolidasi-MB); 230 ; 92 ; 403 ; 724 
544; KC Soreang (Konsolidasi-MB); 102 ; 43 ; 283 ; 427 
Grand Total;Grand Total; 7.272 ; 4.205 ; 13.915 ; 25.392 
