UKER;;KC Purwakarta;KC Subang;KC Indramayu;KC Jatibarang;KC Pamanukan;KC Sumedang;KC Majalengka;KC Cirebon Gunung Jati;KC Kuningan;KC Cirebon Kartini;KC Singaparna;KC Tasikmalaya;KC Garut;KC Ciamis;KC Banjar;KC Cibadak;KC Sukabumi;KC Cimahi;KC Cianjur;KC Soreang;KC Majalaya;KC Bandung Sukarno Hatta;KC Bandung A.H. Nasution;KC Bandung Dewi Sartika;KC Bandung Setiabudi;KC Bandung Naripan;KC Bandung Kopo;KC Bandung Dago;KC Bandung Martadinata;KC Bandung AA
31-May;DPK; 589 ; 536 ; 616 ; 310 ; 347 ; 497 ; 364 ; 546 ; 571 ; 1.723 ; 460 ; 668 ; 735 ; 305 ; 354 ; 431 ; 527 ; 1.282 ; 621 ; 413 ; 342 ; 847 ; 1.404 ; 1.566 ; 725 ; 932 ; 1.124 ; 1.149 ; 931 ; 1.710 
01-Jun;DPK; 586 ; 539 ; 619 ; 310 ; 346 ; 502 ; 363 ; 548 ; 563 ; 1.735 ; 461 ; 664 ; 722 ; 311 ; 355 ; 431 ; 534 ; 1.303 ; 615 ; 419 ; 341 ; 854 ; 1.373 ; 1.485 ; 733 ; 941 ; 1.113 ; 1.155 ; 895 ; 1.780 
02-Jun;DPK; 599 ; 551 ; 621 ; 305 ; 343 ; 521 ; 363 ; 547 ; 586 ; 1.725 ; 463 ; 664 ; 933 ; 325 ; 351 ; 447 ; 497 ; 1.344 ; 613 ; 429 ; 328 ; 879 ; 1.371 ; 1.466 ; 733 ; 944 ; 1.093 ; 1.180 ; 776 ; 1.822 
03-Jun;DPK; 584 ; 534 ; 616 ; 298 ; 341 ; 515 ; 358 ; 547 ; 550 ; 1.720 ; 465 ; 662 ; 784 ; 323 ; 355 ; 456 ; 495 ; 1.321 ; 615 ; 427 ; 331 ; 848 ; 1.341 ; 1.461 ; 718 ; 934 ; 1.069 ; 1.129 ; 704 ; 1.794 
04-Jun;DPK; 571 ; 524 ; 612 ; 298 ; 339 ; 512 ; 358 ; 544 ; 546 ; 1.711 ; 464 ; 651 ; 832 ; 325 ; 344 ; 452 ; 479 ; 1.309 ; 611 ; 421 ; 329 ; 825 ; 1.324 ; 1.474 ; 700 ; 941 ; 1.028 ; 1.131 ; 746 ; 1.782 
05-Jun;DPK; 564 ; 513 ; 603 ; 299 ; 337 ; 507 ; 357 ; 537 ; 558 ; 1.709 ; 466 ; 651 ; 741 ; 323 ; 346 ; 451 ; 475 ; 1.304 ; 620 ; 427 ; 329 ; 830 ; 1.299 ; 1.466 ; 693 ; 928 ; 1.043 ; 1.119 ; 800 ; 1.801 
06-Jun;DPK; 562 ; 510 ; 598 ; 296 ; 338 ; 503 ; 356 ; 535 ; 546 ; 1.712 ; 463 ; 648 ; 731 ; 324 ; 344 ; 452 ; 475 ; 1.297 ; 619 ; 424 ; 328 ; 831 ; 1.294 ; 1.469 ; 693 ; 924 ; 1.048 ; 1.116 ; 798 ; 1.796 
07-Jun;DPK; 559 ; 505 ; 598 ; 291 ; 338 ; 502 ; 356 ; 533 ; 545 ; 1.710 ; 462 ; 646 ; 725 ; 323 ; 343 ; 450 ; 476 ; 1.291 ; 616 ; 423 ; 328 ; 833 ; 1.292 ; 1.471 ; 691 ; 917 ; 1.050 ; 1.117 ; 800 ; 1.795 
08-Jun;DPK; 557 ; 503 ; 601 ; 303 ; 340 ; 499 ; 357 ; 536 ; 537 ; 1.700 ; 459 ; 638 ; 720 ; 324 ; 345 ; 439 ; 459 ; 1.293 ; 610 ; 408 ; 330 ; 820 ; 1.262 ; 1.470 ; 689 ; 913 ; 1.036 ; 1.108 ; 732 ; 1.793 
09-Jun;DPK; 553 ; 505 ; 603 ; 300 ; 354 ; 497 ; 353 ; 531 ; 530 ; 1.714 ; 454 ; 636 ; 731 ; 324 ; 346 ; 442 ; 457 ; 1.295 ; 614 ; 409 ; 327 ; 791 ; 1.259 ; 1.467 ; 698 ; 908 ; 983 ; 1.108 ; 715 ; 1.759 
10-Jun;DPK; 552 ; 495 ; 600 ; 304 ; 344 ; 495 ; 349 ; 535 ; 533 ; 1.700 ; 453 ; 634 ; 720 ; 321 ; 351 ; 430 ; 455 ; 1.295 ; 609 ; 402 ; 327 ; 800 ; 1.259 ; 1.471 ; 688 ; 892 ; 1.023 ; 1.106 ; 705 ; 1.767 
11-Jun;DPK; 544 ; 495 ; 599 ; 309 ; 345 ; 502 ; 347 ; 531 ; 531 ; 1.713 ; 449 ; 638 ; 713 ; 322 ; 344 ; 431 ; 458 ; 1.287 ; 604 ; 404 ; 325 ; 808 ; 1.251 ; 1.482 ; 693 ; 909 ; 1.038 ; 1.109 ; 703 ; 1.755 
12-Jun;DPK; 555 ; 495 ; 620 ; 308 ; 332 ; 504 ; 349 ; 568 ; 549 ; 1.722 ; 456 ; 649 ; 767 ; 334 ; 345 ; 431 ; 485 ; 1.293 ; 612 ; 411 ; 330 ; 831 ; 1.267 ; 1.521 ; 708 ; 922 ; 1.146 ; 1.200 ; 635 ; 1.743 
13-Jun;DPK; 552 ; 492 ; 619 ; 309 ; 332 ; 501 ; 348 ; 566 ; 545 ; 1.718 ; 450 ; 652 ; 757 ; 332 ; 344 ; 428 ; 482 ; 1.288 ; 607 ; 410 ; 327 ; 832 ; 1.256 ; 1.521 ; 703 ; 920 ; 1.145 ; 1.180 ; 633 ; 1.763 
14-Jun;DPK; 551 ; 490 ; 615 ; 305 ; 331 ; 499 ; 349 ; 566 ; 544 ; 1.719 ; 450 ; 658 ; 756 ; 330 ; 345 ; 430 ; 482 ; 1.286 ; 606 ; 409 ; 328 ; 835 ; 1.257 ; 1.575 ; 706 ; 914 ; 1.149 ; 1.174 ; 633 ; 1.761 
15-Jun;DPK; 550 ; 493 ; 613 ; 298 ; 321 ; 498 ; 348 ; 565 ; 551 ; 1.693 ; 450 ; 642 ; 719 ; 328 ; 347 ; 425 ; 458 ; 1.286 ; 605 ; 402 ; 323 ; 835 ; 1.237 ; 1.504 ; 697 ; 906 ; 1.075 ; 1.149 ; 595 ; 1.750 
16-Jun;DPK; 548 ; 489 ; 605 ; 293 ; 320 ; 494 ; 343 ; 562 ; 548 ; 1.694 ; 449 ; 645 ; 715 ; 324 ; 348 ; 422 ; 458 ; 1.281 ; 603 ; 400 ; 323 ; 838 ; 1.232 ; 1.506 ; 695 ; 913 ; 1.077 ; 1.148 ; 596 ; 1.741 
17-Jun;DPK; 547 ; 489 ; 607 ; 301 ; 318 ; 495 ; 340 ; 552 ; 551 ; 1.691 ; 443 ; 637 ; 742 ; 314 ; 342 ; 426 ; 455 ; 1.274 ; 607 ; 400 ; 322 ; 846 ; 1.230 ; 1.512 ; 689 ; 914 ; 1.025 ; 1.140 ; 601 ; 1.719 
18-Jun;DPK; 551 ; 491 ; 611 ; 304 ; 314 ; 498 ; 343 ; 555 ; 547 ; 1.722 ; 449 ; 639 ; 986 ; 325 ; 335 ; 439 ; 462 ; 1.283 ; 621 ; 405 ; 323 ; 835 ; 1.244 ; 1.511 ; 693 ; 917 ; 1.041 ; 1.150 ; 822 ; 1.731 
19-Jun;DPK; 556 ; 492 ; 613 ; 314 ; 317 ; 502 ; 350 ; 558 ; 547 ; 1.734 ; 454 ; 641 ; 729 ; 321 ; 341 ; 430 ; 503 ; 1.288 ; 617 ; 411 ; 330 ; 847 ; 1.283 ; 1.523 ; 700 ; 926 ; 1.131 ; 1.143 ; 1.001 ; 1.772 
20-Jun;DPK; 554 ; 486 ; 612 ; 303 ; 315 ; 498 ; 350 ; 553 ; 544 ; 1.734 ; 453 ; 637 ; 711 ; 316 ; 334 ; 429 ; 500 ; 1.280 ; 612 ; 411 ; 325 ; 854 ; 1.258 ; 1.524 ; 698 ; 924 ; 1.132 ; 1.144 ; 1.006 ; 1.788 
21-Jun;DPK; 552 ; 485 ; 617 ; 302 ; 316 ; 496 ; 348 ; 552 ; 543 ; 1.734 ; 452 ; 638 ; 708 ; 314 ; 332 ; 430 ; 500 ; 1.278 ; 612 ; 409 ; 322 ; 856 ; 1.259 ; 1.526 ; 697 ; 918 ; 1.132 ; 1.146 ; 1.008 ; 1.786 
22-Jun;DPK; 535 ; 479 ; 605 ; 302 ; 312 ; 498 ; 348 ; 562 ; 530 ; 1.723 ; 449 ; 636 ; 710 ; 314 ; 327 ; 447 ; 464 ; 1.282 ; 610 ; 410 ; 325 ; 825 ; 1.251 ; 1.526 ; 698 ; 923 ; 1.136 ; 1.127 ; 987 ; 1.751 
23-Jun;DPK; 533 ; 488 ; 607 ; 301 ; 315 ; 494 ; 347 ; 570 ; 549 ; 1.705 ; 447 ; 630 ; 706 ; 307 ; 328 ; 462 ; 457 ; 1.274 ; 605 ; 398 ; 323 ; 818 ; 1.266 ; 1.517 ; 726 ; 920 ; 1.089 ; 1.136 ; 1.038 ; 1.746 
24-Jun;DPK; 529 ; 478 ; 607 ; 301 ; 329 ; 494 ; 346 ; 572 ; 550 ; 1.701 ; 446 ; 626 ; 703 ; 316 ; 329 ; 447 ; 522 ; 1.292 ; 607 ; 398 ; 326 ; 806 ; 1.259 ; 1.484 ; 728 ; 911 ; 1.133 ; 1.139 ; 1.062 ; 1.764 
25-Jun;DPK; 560 ; 480 ; 624 ; 304 ; 326 ; 498 ; 348 ; 574 ; 551 ; 1.600 ; 449 ; 628 ; 1.113 ; 317 ; 326 ; 451 ; 510 ; 1.310 ; 606 ; 403 ; 328 ; 819 ; 1.301 ; 1.489 ; 735 ; 944 ; 1.163 ; 1.124 ; 1.007 ; 1.957 
26-Jun;DPK; 557 ; 489 ; 612 ; 312 ; 329 ; 495 ; 348 ; 583 ; 566 ; 1.620 ; 442 ; 637 ; 713 ; 314 ; 327 ; 456 ; 544 ; 1.316 ; 620 ; 406 ; 332 ; 839 ; 1.366 ; 1.513 ; 734 ; 955 ; 1.240 ; 1.183 ; 1.146 ; 1.960 
27-Jun;DPK; 555 ; 482 ; 614 ; 308 ; 329 ; 494 ; 344 ; 578 ; 564 ; 1.622 ; 435 ; 642 ; 710 ; 313 ; 326 ; 456 ; 545 ; 1.313 ; 620 ; 404 ; 329 ; 843 ; 1.363 ; 1.516 ; 732 ; 946 ; 1.242 ; 1.185 ; 1.143 ; 1.958 
28-Jun;DPK; 553 ; 481 ; 619 ; 311 ; 326 ; 493 ; 346 ; 581 ; 565 ; 1.624 ; 432 ; 643 ; 709 ; 312 ; 326 ; 457 ; 543 ; 1.308 ; 620 ; 405 ; 328 ; 847 ; 1.361 ; 1.519 ; 731 ; 942 ; 1.245 ; 1.187 ; 1.143 ; 1.962 
29-Jun;DPK; 559 ; 490 ; 621 ; 296 ; 325 ; 491 ; 347 ; 576 ; 578 ; 1.663 ; 439 ; 647 ; 768 ; 328 ; 331 ; 452 ; 535 ; 1.301 ; 637 ; 430 ; 330 ; 829 ; 1.397 ; 1.534 ; 732 ; 978 ; 1.224 ; 1.176 ; 1.130 ; 1.999 
30-Jun;DPK; 590 ; 496 ; 619 ; 305 ; 322 ; 503 ; 350 ; 584 ; 600 ; 1.695 ; 447 ; 658 ; 800 ; 324 ; 347 ; 464 ; 562 ; 1.346 ; 647 ; 451 ; 349 ; 894 ; 1.420 ; 1.945 ; 747 ; 987 ; 1.195 ; 1.201 ; 1.175 ; 2.020 
01-Jul;DPK; 590 ; 510 ; 622 ; 293 ; 321 ; 512 ; 355 ; 568 ; 592 ; 1.655 ; 440 ; 670 ; 780 ; 332 ; 347 ; 453 ; 497 ; 1.367 ; 645 ; 432 ; 346 ; 944 ; 1.399 ; 1.943 ; 739 ; 993 ; 1.176 ; 1.203 ; 1.006 ; 2.044 
02-Jul;DPK; 556 ; 502 ; 609 ; 290 ; 319 ; 503 ; 354 ; 566 ; 590 ; 1.636 ; 439 ; 668 ; 794 ; 326 ; 329 ; 446 ; 470 ; 1.344 ; 638 ; 416 ; 346 ; 931 ; 1.373 ; 1.905 ; 722 ; 984 ; 1.178 ; 1.202 ; 904 ; 2.020 
03-Jul;DPK; 544 ; 493 ; 611 ; 299 ; 311 ; 500 ; 355 ; 569 ; 587 ; 1.628 ; 440 ; 665 ; 802 ; 321 ; 335 ; 442 ; 468 ; 1.335 ; 632 ; 414 ; 332 ; 938 ; 1.422 ; 1.898 ; 705 ; 980 ; 1.212 ; 1.188 ; 901 ; 2.033 
04-Jul;DPK; 542 ; 491 ; 612 ; 297 ; 309 ; 500 ; 353 ; 564 ; 584 ; 1.629 ; 439 ; 662 ; 791 ; 316 ; 336 ; 443 ; 465 ; 1.329 ; 629 ; 410 ; 335 ; 936 ; 1.420 ; 1.899 ; 703 ; 978 ; 1.217 ; 1.186 ; 902 ; 2.031 
05-Jul;DPK; 541 ; 489 ; 608 ; 295 ; 309 ; 499 ; 353 ; 564 ; 583 ; 1.630 ; 437 ; 664 ; 786 ; 314 ; 335 ; 443 ; 465 ; 1.326 ; 629 ; 409 ; 334 ; 939 ; 1.420 ; 1.902 ; 703 ; 975 ; 1.219 ; 1.189 ; 903 ; 2.029 
06-Jul;DPK; 530 ; 495 ; 604 ; 294 ; 324 ; 503 ; 359 ; 548 ; 583 ; 1.727 ; 430 ; 648 ; 778 ; 322 ; 336 ; 442 ; 450 ; 1.312 ; 635 ; 407 ; 332 ; 930 ; 1.402 ; 1.908 ; 702 ; 965 ; 1.132 ; 1.164 ; 874 ; 2.005 
07-Jul;DPK; 524 ; 491 ; 598 ; 293 ; 321 ; 529 ; 356 ; 553 ; 576 ; 1.742 ; 430 ; 667 ; 791 ; 327 ; 330 ; 445 ; 448 ; 1.309 ; 638 ; 408 ; 337 ; 923 ; 1.384 ; 1.889 ; 705 ; 960 ; 1.081 ; 1.158 ; 816 ; 1.989 
08-Jul;DPK; 519 ; 487 ; 593 ; 287 ; 303 ; 505 ; 354 ; 560 ; 578 ; 1.748 ; 424 ; 661 ; 774 ; 335 ; 333 ; 436 ; 451 ; 1.285 ; 635 ; 401 ; 339 ; 890 ; 1.474 ; 1.891 ; 701 ; 963 ; 1.097 ; 1.157 ; 823 ; 1.998 
09-Jul;DPK; 524 ; 484 ; 597 ; 291 ; 333 ; 499 ; 359 ; 565 ; 575 ; 1.761 ; 426 ; 664 ; 713 ; 332 ; 325 ; 437 ; 446 ; 1.287 ; 634 ; 398 ; 339 ; 900 ; 1.467 ; 1.893 ; 701 ; 964 ; 1.135 ; 1.190 ; 916 ; 2.002 
10-Jul;DPK; 512 ; 488 ; 604 ; 291 ; 321 ; 501 ; 357 ; 565 ; 580 ; 1.759 ; 428 ; 668 ; 709 ; 339 ; 329 ; 440 ; 480 ; 1.281 ; 629 ; 399 ; 392 ; 885 ; 1.474 ; 1.904 ; 703 ; 964 ; 1.177 ; 1.184 ; 946 ; 2.025 
11-Jul;DPK; 509 ; 484 ; 602 ; 292 ; 320 ; 498 ; 356 ; 563 ; 574 ; 1.749 ; 426 ; 668 ; 704 ; 335 ; 329 ; 440 ; 481 ; 1.278 ; 626 ; 399 ; 393 ; 886 ; 1.473 ; 1.906 ; 702 ; 959 ; 1.182 ; 1.188 ; 942 ; 2.022 
12-Jul;DPK; 510 ; 482 ; 603 ; 290 ; 320 ; 498 ; 355 ; 563 ; 574 ; 1.747 ; 426 ; 669 ; 702 ; 335 ; 329 ; 440 ; 481 ; 1.276 ; 625 ; 397 ; 393 ; 886 ; 1.475 ; 1.906 ; 702 ; 957 ; 1.184 ; 1.190 ; 944 ; 2.020 
13-Jul;DPK; 514 ; 489 ; 602 ; 283 ; 317 ; 501 ; 353 ; 563 ; 569 ; 1.737 ; 426 ; 660 ; 712 ; 334 ; 329 ; 440 ; 453 ; 1.270 ; 626 ; 397 ; 379 ; 874 ; 1.498 ; 1.936 ; 708 ; 962 ; 1.196 ; 1.195 ; 947 ; 2.023 
14-Jul;DPK; 502 ; 493 ; 598 ; 284 ; 318 ; 512 ; 352 ; 563 ; 575 ; 1.741 ; 422 ; 657 ; 703 ; 338 ; 334 ; 440 ; 451 ; 1.278 ; 629 ; 395 ; 380 ; 875 ; 1.496 ; 1.929 ; 711 ; 949 ; 1.171 ; 1.189 ; 949 ; 2.003 
15-Jul;DPK; 501 ; 485 ; 610 ; 282 ; 312 ; 506 ; 354 ; 561 ; 565 ; 1.753 ; 419 ; 659 ; 807 ; 332 ; 335 ; 450 ; 449 ; 1.273 ; 625 ; 398 ; 375 ; 877 ; 1.491 ; 1.947 ; 716 ; 944 ; 1.224 ; 1.185 ; 949 ; 2.019 
16-Jul;DPK; 496 ; 486 ; 610 ; 281 ; 314 ; 502 ; 352 ; 567 ; 575 ; 1.750 ; 418 ; 658 ; 751 ; 331 ; 326 ; 441 ; 449 ; 1.341 ; 624 ; 394 ; 384 ; 880 ; 1.495 ; 1.940 ; 719 ; 953 ; 1.272 ; 1.179 ; 1.009 ; 2.025 
17-Jul;DPK; 499 ; 480 ; 611 ; 292 ; 313 ; 504 ; 351 ; 574 ; 586 ; 1.758 ; 423 ; 659 ; 726 ; 332 ; 328 ; 438 ; 477 ; 1.428 ; 634 ; 405 ; 436 ; 936 ; 1.511 ; 2.067 ; 715 ; 954 ; 1.148 ; 1.186 ; 1.028 ; 2.011 
18-Jul;DPK; 499 ; 475 ; 612 ; 290 ; 313 ; 501 ; 348 ; 571 ; 582 ; 1.752 ; 420 ; 662 ; 718 ; 328 ; 327 ; 438 ; 478 ; 1.425 ; 627 ; 403 ; 434 ; 939 ; 1.506 ; 2.069 ; 713 ; 948 ; 1.151 ; 1.185 ; 1.029 ; 2.011 
19-Jul;DPK; 497 ; 475 ; 610 ; 288 ; 311 ; 500 ; 348 ; 572 ; 581 ; 1.751 ; 419 ; 664 ; 716 ; 328 ; 326 ; 439 ; 478 ; 1.422 ; 626 ; 402 ; 434 ; 944 ; 1.508 ; 2.072 ; 713 ; 946 ; 1.152 ; 1.185 ; 1.034 ; 2.012 
20-Jul;DPK; 496 ; 474 ; 607 ; 293 ; 310 ; 495 ; 346 ; 565 ; 579 ; 1.770 ; 416 ; 650 ; 700 ; 326 ; 326 ; 441 ; 457 ; 1.484 ; 628 ; 394 ; 379 ; 932 ; 1.505 ; 2.069 ; 727 ; 962 ; 1.200 ; 1.165 ; 1.018 ; 2.091 
21-Jul;DPK; 485 ; 471 ; 601 ; 296 ; 309 ; 495 ; 343 ; 562 ; 572 ; 1.765 ; 413 ; 650 ; 692 ; 324 ; 323 ; 434 ; 458 ; 1.624 ; 625 ; 388 ; 381 ; 872 ; 1.511 ; 2.055 ; 722 ; 961 ; 1.182 ; 1.165 ; 1.030 ; 2.081 
22-Jul;DPK; 477 ; 471 ; 603 ; 293 ; 306 ; 497 ; 342 ; 560 ; 568 ; 1.778 ; 416 ; 642 ; 695 ; 322 ; 330 ; 434 ; 451 ; 1.929 ; 642 ; 391 ; 380 ; 871 ; 1.509 ; 2.073 ; 718 ; 966 ; 1.263 ; 1.172 ; 1.004 ; 2.063 
23-Jul;DPK; 477 ; 462 ; 607 ; 293 ; 313 ; 486 ; 345 ; 563 ; 568 ; 1.783 ; 416 ; 644 ; 694 ; 324 ; 317 ; 438 ; 447 ; 1.921 ; 649 ; 394 ; 379 ; 868 ; 1.504 ; 2.060 ; 720 ; 957 ; 1.321 ; 1.170 ; 1.008 ; 2.059 
24-Jul;DPK; 507 ; 465 ; 610 ; 305 ; 319 ; 492 ; 343 ; 581 ; 575 ; 1.843 ; 437 ; 652 ; 701 ; 324 ; 325 ; 452 ; 486 ; 1.928 ; 657 ; 408 ; 386 ; 924 ; 1.530 ; 2.075 ; 749 ; 960 ; 1.315 ; 1.196 ; 1.014 ; 2.077 
25-Jul;DPK; 502 ; 461 ; 603 ; 306 ; 314 ; 486 ; 343 ; 575 ; 571 ; 1.840 ; 429 ; 651 ; 693 ; 321 ; 321 ; 453 ; 488 ; 1.927 ; 647 ; 406 ; 382 ; 924 ; 1.528 ; 2.077 ; 746 ; 954 ; 1.316 ; 1.192 ; 1.011 ; 2.082 
26-Jul;DPK; 501 ; 461 ; 598 ; 301 ; 312 ; 482 ; 342 ; 577 ; 571 ; 1.838 ; 428 ; 648 ; 693 ; 320 ; 318 ; 453 ; 487 ; 1.923 ; 644 ; 405 ; 381 ; 926 ; 1.527 ; 2.078 ; 746 ; 953 ; 1.317 ; 1.194 ; 1.013 ; 2.078 
27-Jul;DPK; 483 ; 466 ; 596 ; 292 ; 354 ; 484 ; 343 ; 567 ; 562 ; 1.787 ; 413 ; 644 ; 833 ; 332 ; 324 ; 442 ; 452 ; 1.927 ; 639 ; 413 ; 379 ; 925 ; 1.528 ; 2.093 ; 749 ; 980 ; 1.266 ; 1.193 ; 1.007 ; 2.069 
28-Jul;DPK; 489 ; 467 ; 605 ; 292 ; 356 ; 486 ; 343 ; 566 ; 569 ; 1.787 ; 410 ; 642 ; 707 ; 329 ; 329 ; 433 ; 448 ; 1.916 ; 639 ; 412 ; 380 ; 985 ; 1.535 ; 2.101 ; 752 ; 978 ; 1.230 ; 1.206 ; 1.158 ; 2.080 
29-Jul;DPK; 504 ; 468 ; 611 ; 292 ; 352 ; 487 ; 338 ; 581 ; 572 ; 1.798 ; 414 ; 645 ; 692 ; 327 ; 335 ; 435 ; 469 ; 1.934 ; 636 ; 407 ; 391 ; 990 ; 1.543 ; 2.144 ; 752 ; 976 ; 1.218 ; 1.199 ; 1.193 ; 2.070 
30-Jul;DPK; 511 ; 470 ; 608 ; 294 ; 352 ; 490 ; 344 ; 595 ; 629 ; 1.852 ; 418 ; 646 ; 701 ; 329 ; 331 ; 438 ; 513 ; 1.969 ; 648 ; 413 ; 394 ; 1.005 ; 1.521 ; 2.135 ; 754 ; 989 ; 1.230 ; 1.229 ; 1.196 ; 2.075 
31-Jul;DPK; 532 ; 485 ; 608 ; 299 ; 441 ; 501 ; 350 ; 606 ; 641 ; 1.854 ; 450 ; 643 ; 732 ; 337 ; 337 ; 463 ; 557 ; 1.988 ; 659 ; 436 ; 397 ; 1.055 ; 1.554 ; 2.309 ; 760 ; 997 ; 1.021 ; 1.249 ; 1.290 ; 2.117 
01-Aug;DPK; 528 ; 491 ; 610 ; 298 ; 441 ; 508 ; 350 ; 602 ; 634 ; 1.856 ; 450 ; 652 ; 719 ; 339 ; 341 ; 471 ; 558 ; 2.005 ; 659 ; 443 ; 402 ; 1.061 ; 1.540 ; 2.222 ; 760 ; 1.009 ; 1.013 ; 1.256 ; 1.254 ; 2.173 
02-Aug;DPK; 524 ; 486 ; 607 ; 296 ; 439 ; 506 ; 350 ; 600 ; 633 ; 1.855 ; 448 ; 650 ; 716 ; 338 ; 341 ; 470 ; 559 ; 1.997 ; 657 ; 442 ; 401 ; 1.059 ; 1.538 ; 2.217 ; 758 ; 1.001 ; 1.015 ; 1.257 ; 1.254 ; 2.158 
03-Aug;DPK; 504 ; 486 ; 599 ; 295 ; 375 ; 493 ; 351 ; 586 ; 633 ; 1.800 ; 415 ; 651 ; 704 ; 336 ; 334 ; 447 ; 477 ; 1.978 ; 642 ; 440 ; 391 ; 1.037 ; 1.512 ; 2.206 ; 757 ; 987 ; 1.038 ; 1.231 ; 1.177 ; 2.141 
04-Aug;DPK; 490 ; 486 ; 609 ; 292 ; 391 ; 494 ; 349 ; 584 ; 633 ; 1.800 ; 420 ; 647 ; 757 ; 337 ; 334 ; 440 ; 474 ; 1.859 ; 636 ; 426 ; 388 ; 1.030 ; 1.509 ; 2.203 ; 756 ; 973 ; 1.065 ; 1.210 ; 1.185 ; 2.136 
05-Aug;DPK; 490 ; 481 ; 606 ; 289 ; 399 ; 496 ; 350 ; 614 ; 622 ; 1.789 ; 421 ; 646 ; 712 ; 335 ; 338 ; 445 ; 476 ; 1.855 ; 638 ; 422 ; 394 ; 1.022 ; 1.508 ; 2.197 ; 740 ; 964 ; 1.092 ; 1.210 ; 1.188 ; 2.161 
06-Aug;DPK; 483 ; 475 ; 609 ; 285 ; 392 ; 493 ; 349 ; 592 ; 611 ; 1.804 ; 420 ; 653 ; 704 ; 336 ; 329 ; 445 ; 474 ; 1.856 ; 643 ; 417 ; 396 ; 1.026 ; 1.522 ; 2.190 ; 736 ; 959 ; 1.105 ; 1.212 ; 1.155 ; 2.165 
07-Aug;DPK; 476 ; 484 ; 616 ; 298 ; 411 ; 494 ; 349 ; 597 ; 615 ; 1.815 ; 419 ; 653 ; 730 ; 338 ; 329 ; 453 ; 507 ; 1.856 ; 642 ; 420 ; 391 ; 1.101 ; 1.518 ; 2.181 ; 729 ; 969 ; 1.135 ; 1.211 ; 1.169 ; 2.168 
08-Aug;DPK; 474 ; 482 ; 615 ; 296 ; 411 ; 490 ; 347 ; 595 ; 613 ; 1.808 ; 414 ; 655 ; 728 ; 336 ; 329 ; 452 ; 508 ; 1.853 ; 638 ; 420 ; 393 ; 1.102 ; 1.518 ; 2.179 ; 729 ; 970 ; 1.137 ; 1.210 ; 1.170 ; 2.162 
09-Aug;DPK; 472 ; 482 ; 611 ; 295 ; 409 ; 490 ; 347 ; 594 ; 614 ; 1.807 ; 413 ; 654 ; 726 ; 335 ; 329 ; 454 ; 509 ; 1.849 ; 637 ; 418 ; 392 ; 1.103 ; 1.522 ; 2.180 ; 729 ; 965 ; 1.138 ; 1.208 ; 1.171 ; 2.158 
10-Aug;DPK; 476 ; 484 ; 607 ; 295 ; 400 ; 491 ; 349 ; 594 ; 610 ; 1.804 ; 410 ; 651 ; 688 ; 334 ; 335 ; 447 ; 464 ; 1.971 ; 633 ; 421 ; 391 ; 1.057 ; 1.521 ; 2.173 ; 727 ; 966 ; 1.144 ; 1.212 ; 1.124 ; 2.148 
11-Aug;DPK; 474 ; 486 ; 622 ; 302 ; 401 ; 493 ; 346 ; 584 ; 609 ; 1.805 ; 408 ; 657 ; 692 ; 330 ; 332 ; 440 ; 461 ; 1.961 ; 638 ; 418 ; 389 ; 1.140 ; 1.524 ; 2.163 ; 727 ; 971 ; 1.122 ; 1.208 ; 1.143 ; 2.144 
12-Aug;DPK; 462 ; 482 ; 626 ; 293 ; 397 ; 495 ; 345 ; 588 ; 606 ; 1.801 ; 408 ; 651 ; 701 ; 328 ; 332 ; 440 ; 460 ; 1.961 ; 635 ; 418 ; 389 ; 1.135 ; 1.531 ; 2.187 ; 723 ; 982 ; 1.033 ; 1.188 ; 1.171 ; 2.156 
13-Aug;DPK; 458 ; 481 ; 621 ; 295 ; 398 ; 503 ; 345 ; 588 ; 615 ; 1.787 ; 412 ; 646 ; 706 ; 331 ; 323 ; 450 ; 468 ; 1.970 ; 631 ; 417 ; 387 ; 1.117 ; 1.527 ; 2.300 ; 724 ; 961 ; 1.111 ; 1.189 ; 1.185 ; 2.160 
14-Aug;DPK; 460 ; 484 ; 637 ; 319 ; 396 ; 510 ; 349 ; 597 ; 621 ; 1.796 ; 410 ; 651 ; 714 ; 331 ; 328 ; 446 ; 498 ; 1.989 ; 645 ; 419 ; 390 ; 1.170 ; 1.529 ; 2.325 ; 727 ; 972 ; 1.173 ; 1.205 ; 1.207 ; 2.147 
15-Aug;DPK; 454 ; 479 ; 635 ; 308 ; 395 ; 508 ; 349 ; 594 ; 613 ; 1.793 ; 409 ; 653 ; 710 ; 331 ; 330 ; 444 ; 495 ; 1.980 ; 641 ; 418 ; 388 ; 1.172 ; 1.525 ; 2.328 ; 724 ; 970 ; 1.178 ; 1.201 ; 1.206 ; 2.139 
16-Aug;DPK; 452 ; 478 ; 630 ; 308 ; 394 ; 508 ; 349 ; 595 ; 614 ; 1.792 ; 409 ; 651 ; 711 ; 332 ; 329 ; 445 ; 496 ; 1.975 ; 640 ; 418 ; 387 ; 1.174 ; 1.520 ; 2.330 ; 724 ; 970 ; 1.178 ; 1.202 ; 1.208 ; 2.140 
