UKER;;KC Purwakarta;KC Subang;KC Indramayu;KC Jatibarang;KC Pamanukan;KC Sumedang;KC Majalengka;KC Cirebon Gunung Jati;KC Kuningan;KC Cirebon Kartini;KC Singaparna;KC Tasikmalaya;KC Garut;KC Ciamis;KC Banjar;KC Cibadak;KC Sukabumi;KC Cimahi;KC Cianjur;KC Soreang;KC Majalaya;KC Bandung Sukarno Hatta;KC Bandung A.H. Nasution;KC Bandung Dewi Sartika;KC Bandung Setiabudi;KC Bandung Naripan;KC Bandung Kopo;KC Bandung Dago;KC Bandung Martadinata;KC Bandung AA
04-Mar;TAB; 271 ; 269 ; 425 ; 225 ; 207 ; 352 ; 230 ; 360 ; 309 ; 877 ; 239 ; 427 ; 451 ; 213 ; 211 ; 249 ; 342 ; 716 ; 380 ; 262 ; 245 ; 429 ; 826 ; 899 ; 383 ; 569 ; 443 ; 586 ; 342 ; 1059 
05-Mar;TAB; 277 ; 269 ; 429 ; 227 ; 210 ; 356 ; 235 ; 374 ; 319 ; 893 ; 241 ; 435 ; 475 ; 221 ; 215 ; 253 ; 347 ; 717 ; 394 ; 267 ; 248 ; 430 ; 835 ; 895 ; 389 ; 576 ; 428 ; 564 ; 348 ; 1077 
06-Mar;TAB; 289 ; 255 ; 436 ; 229 ; 207 ; 360 ; 239 ; 343 ; 318 ; 894 ; 246 ; 431 ; 472 ; 219 ; 212 ; 251 ; 351 ; 715 ; 389 ; 271 ; 251 ; 433 ; 815 ; 891 ; 396 ; 574 ; 428 ; 559 ; 319 ; 1079 
07-Mar;TAB; 284 ; 253 ; 432 ; 229 ; 206 ; 356 ; 237 ; 341 ; 316 ; 894 ; 247 ; 430 ; 462 ; 217 ; 213 ; 249 ; 348 ; 710 ; 388 ; 270 ; 249 ; 427 ; 810 ; 889 ; 389 ; 567 ; 428 ; 556 ; 315 ; 1070 
08-Mar;TAB; 281 ; 250 ; 429 ; 229 ; 205 ; 352 ; 238 ; 338 ; 316 ; 892 ; 247 ; 431 ; 459 ; 215 ; 213 ; 248 ; 346 ; 704 ; 384 ; 268 ; 249 ; 424 ; 807 ; 888 ; 388 ; 558 ; 427 ; 555 ; 314 ; 1062 
09-Mar;TAB; 284 ; 247 ; 427 ; 229 ; 204 ; 357 ; 239 ; 343 ; 314 ; 932 ; 250 ; 433 ; 463 ; 218 ; 214 ; 253 ; 351 ; 721 ; 392 ; 272 ; 251 ; 392 ; 814 ; 892 ; 384 ; 579 ; 385 ; 530 ; 316 ; 1069 
10-Mar;TAB; 289 ; 255 ; 423 ; 230 ; 210 ; 361 ; 240 ; 346 ; 323 ; 912 ; 245 ; 445 ; 496 ; 229 ; 211 ; 256 ; 350 ; 730 ; 394 ; 276 ; 254 ; 398 ; 814 ; 894 ; 383 ; 582 ; 393 ; 538 ; 317 ; 1101 
11-Mar;TAB; 287 ; 256 ; 422 ; 235 ; 206 ; 355 ; 239 ; 340 ; 319 ; 909 ; 243 ; 446 ; 482 ; 223 ; 210 ; 252 ; 349 ; 730 ; 392 ; 279 ; 253 ; 395 ; 814 ; 896 ; 382 ; 580 ; 394 ; 532 ; 320 ; 1103 
12-Mar;TAB; 288 ; 254 ; 422 ; 233 ; 203 ; 354 ; 236 ; 344 ; 320 ; 910 ; 242 ; 451 ; 471 ; 220 ; 210 ; 253 ; 346 ; 729 ; 398 ; 283 ; 255 ; 397 ; 811 ; 898 ; 383 ; 579 ; 390 ; 544 ; 319 ; 1130 
13-Mar;TAB; 289 ; 257 ; 427 ; 242 ; 211 ; 357 ; 239 ; 342 ; 319 ; 927 ; 245 ; 456 ; 475 ; 228 ; 210 ; 252 ; 356 ; 741 ; 412 ; 286 ; 260 ; 400 ; 816 ; 890 ; 382 ; 592 ; 395 ; 549 ; 322 ; 1134 
14-Mar;TAB; 289 ; 257 ; 427 ; 242 ; 211 ; 357 ; 239 ; 342 ; 319 ; 927 ; 245 ; 456 ; 475 ; 228 ; 210 ; 252 ; 356 ; 741 ; 412 ; 286 ; 260 ; 400 ; 816 ; 890 ; 382 ; 592 ; 395 ; 549 ; 322 ; 1134 
15-Mar;TAB; 289 ; 257 ; 427 ; 242 ; 211 ; 357 ; 239 ; 342 ; 319 ; 927 ; 245 ; 456 ; 475 ; 228 ; 210 ; 252 ; 356 ; 741 ; 412 ; 286 ; 260 ; 400 ; 816 ; 890 ; 382 ; 592 ; 395 ; 549 ; 322 ; 1134 
16-Mar;TAB; 283 ; 252 ; 429 ; 245 ; 208 ; 352 ; 237 ; 332 ; 317 ; 918 ; 245 ; 458 ; 476 ; 219 ; 213 ; 277 ; 400 ; 732 ; 405 ; 287 ; 258 ; 396 ; 814 ; 883 ; 388 ; 583 ; 395 ; 535 ; 319 ; 1097 
17-Mar;TAB; 286 ; 256 ; 433 ; 253 ; 209 ; 358 ; 241 ; 339 ; 319 ; 934 ; 247 ; 478 ; 475 ; 234 ; 217 ; 255 ; 416 ; 737 ; 410 ; 287 ; 261 ; 458 ; 830 ; 886 ; 409 ; 581 ; 422 ; 534 ; 321 ; 1106 
18-Mar;TAB; 286 ; 253 ; 430 ; 252 ; 207 ; 355 ; 242 ; 339 ; 321 ; 931 ; 250 ; 480 ; 475 ; 225 ; 219 ; 254 ; 416 ; 734 ; 410 ; 286 ; 260 ; 455 ; 827 ; 887 ; 408 ; 576 ; 422 ; 536 ; 321 ; 1095 
19-Mar;TAB; 283 ; 253 ; 428 ; 256 ; 208 ; 353 ; 239 ; 337 ; 321 ; 930 ; 253 ; 486 ; 477 ; 224 ; 218 ; 253 ; 414 ; 730 ; 406 ; 286 ; 260 ; 452 ; 824 ; 888 ; 405 ; 571 ; 422 ; 533 ; 320 ; 1087 
20-Mar;TAB; 281 ; 252 ; 426 ; 257 ; 207 ; 351 ; 239 ; 337 ; 325 ; 934 ; 261 ; 485 ; 476 ; 224 ; 217 ; 253 ; 413 ; 728 ; 408 ; 285 ; 259 ; 450 ; 822 ; 888 ; 403 ; 566 ; 427 ; 535 ; 319 ; 1077 
21-Mar;TAB; 280 ; 250 ; 425 ; 257 ; 207 ; 351 ; 238 ; 337 ; 326 ; 934 ; 261 ; 483 ; 476 ; 224 ; 216 ; 253 ; 412 ; 727 ; 408 ; 284 ; 259 ; 449 ; 820 ; 888 ; 402 ; 563 ; 427 ; 535 ; 319 ; 1072 
22-Mar;TAB; 280 ; 249 ; 424 ; 255 ; 207 ; 350 ; 237 ; 337 ; 325 ; 936 ; 261 ; 482 ; 474 ; 223 ; 216 ; 253 ; 411 ; 724 ; 406 ; 283 ; 258 ; 447 ; 818 ; 887 ; 401 ; 562 ; 425 ; 534 ; 319 ; 1067 
23-Mar;TAB; 278 ; 248 ; 417 ; 250 ; 206 ; 349 ; 237 ; 337 ; 325 ; 939 ; 261 ; 480 ; 472 ; 222 ; 215 ; 252 ; 411 ; 721 ; 404 ; 282 ; 257 ; 446 ; 817 ; 887 ; 400 ; 557 ; 426 ; 535 ; 319 ; 1064 
24-Mar;TAB; 276 ; 246 ; 414 ; 240 ; 207 ; 349 ; 237 ; 335 ; 326 ; 934 ; 259 ; 481 ; 469 ; 222 ; 215 ; 252 ; 410 ; 716 ; 403 ; 280 ; 257 ; 445 ; 816 ; 884 ; 400 ; 554 ; 425 ; 534 ; 320 ; 1057 
25-Mar;TAB; 282 ; 250 ; 417 ; 234 ; 205 ; 348 ; 237 ; 337 ; 328 ; 943 ; 255 ; 490 ; 473 ; 222 ; 218 ; 255 ; 413 ; 717 ; 407 ; 281 ; 258 ; 447 ; 819 ; 893 ; 403 ; 572 ; 412 ; 533 ; 335 ; 1060 
26-Mar;TAB; 281 ; 251 ; 424 ; 235 ; 203 ; 348 ; 238 ; 335 ; 337 ; 941 ; 255 ; 486 ; 474 ; 222 ; 216 ; 262 ; 413 ; 716 ; 402 ; 288 ; 259 ; 446 ; 843 ; 895 ; 404 ; 583 ; 415 ; 535 ; 336 ; 1054 
27-Mar;TAB; 280 ; 251 ; 427 ; 232 ; 204 ; 346 ; 241 ; 338 ; 339 ; 938 ; 255 ; 488 ; 481 ; 225 ; 217 ; 261 ; 410 ; 718 ; 408 ; 288 ; 262 ; 447 ; 874 ; 898 ; 414 ; 588 ; 414 ; 546 ; 333 ; 1062 
28-Mar;TAB; 277 ; 248 ; 430 ; 230 ; 204 ; 344 ; 240 ; 338 ; 343 ; 937 ; 254 ; 489 ; 477 ; 223 ; 217 ; 259 ; 410 ; 712 ; 405 ; 285 ; 262 ; 446 ; 872 ; 899 ; 412 ; 586 ; 413 ; 544 ; 334 ; 1061 
29-Mar;TAB; 277 ; 246 ; 429 ; 233 ; 200 ; 342 ; 239 ; 338 ; 342 ; 936 ; 259 ; 491 ; 478 ; 221 ; 216 ; 258 ; 410 ; 709 ; 402 ; 286 ; 261 ; 445 ; 872 ; 901 ; 410 ; 581 ; 412 ; 543 ; 333 ; 1056 
30-Mar;TAB; 281 ; 252 ; 431 ; 228 ; 200 ; 345 ; 240 ; 354 ; 345 ; 935 ; 256 ; 483 ; 477 ; 220 ; 215 ; 257 ; 399 ; 709 ; 404 ; 286 ; 260 ; 446 ; 881 ; 904 ; 436 ; 598 ; 402 ; 551 ; 339 ; 1044 
31-Mar;TAB; 286 ; 273 ; 435 ; 229 ; 206 ; 362 ; 245 ; 387 ; 358 ; 946 ; 268 ; 496 ; 500 ; 227 ; 219 ; 281 ; 417 ; 766 ; 464 ; 288 ; 277 ; 474 ; 889 ; 992 ; 445 ; 619 ; 408 ; 636 ; 361 ; 1092 
01-Apr;TAB; 294 ; 279 ; 435 ; 232 ; 203 ; 374 ; 253 ; 373 ; 354 ; 946 ; 268 ; 495 ; 493 ; 240 ; 221 ; 278 ; 364 ; 795 ; 426 ; 289 ; 275 ; 467 ; 902 ; 939 ; 455 ; 608 ; 402 ; 590 ; 355 ; 1112 
02-Apr;TAB; 286 ; 279 ; 427 ; 238 ; 201 ; 376 ; 254 ; 368 ; 349 ; 942 ; 270 ; 473 ; 515 ; 230 ; 215 ; 279 ; 346 ; 759 ; 411 ; 287 ; 266 ; 398 ; 870 ; 899 ; 438 ; 600 ; 403 ; 565 ; 337 ; 1089 
03-Apr;TAB; 282 ; 275 ; 429 ; 240 ; 200 ; 372 ; 254 ; 367 ; 346 ; 939 ; 268 ; 472 ; 505 ; 228 ; 216 ; 277 ; 343 ; 749 ; 406 ; 284 ; 264 ; 394 ; 865 ; 897 ; 433 ; 598 ; 401 ; 561 ; 334 ; 1078 
04-Apr;TAB; 279 ; 271 ; 424 ; 236 ; 200 ; 370 ; 250 ; 364 ; 343 ; 951 ; 257 ; 471 ; 494 ; 225 ; 214 ; 273 ; 339 ; 741 ; 401 ; 282 ; 261 ; 391 ; 859 ; 896 ; 429 ; 592 ; 401 ; 559 ; 334 ; 1069 
05-Apr;TAB; 277 ; 271 ; 428 ; 238 ; 200 ; 366 ; 253 ; 364 ; 342 ; 947 ; 258 ; 470 ; 491 ; 225 ; 216 ; 272 ; 336 ; 737 ; 400 ; 282 ; 260 ; 391 ; 862 ; 896 ; 424 ; 589 ; 400 ; 556 ; 332 ; 1062 
06-Apr;TAB; 278 ; 268 ; 423 ; 241 ; 201 ; 362 ; 256 ; 364 ; 337 ; 950 ; 260 ; 464 ; 489 ; 224 ; 215 ; 265 ; 337 ; 732 ; 409 ; 278 ; 260 ; 389 ; 824 ; 869 ; 415 ; 580 ; 406 ; 547 ; 320 ; 1047 
07-Apr;TAB; 278 ; 273 ; 420 ; 225 ; 203 ; 358 ; 252 ; 350 ; 346 ; 942 ; 254 ; 470 ; 478 ; 230 ; 216 ; 263 ; 331 ; 732 ; 397 ; 270 ; 256 ; 373 ; 814 ; 859 ; 396 ; 572 ; 396 ; 546 ; 315 ; 1039 
08-Apr;TAB; 281 ; 274 ; 431 ; 227 ; 202 ; 355 ; 254 ; 338 ; 321 ; 937 ; 255 ; 474 ; 479 ; 223 ; 215 ; 263 ; 318 ; 728 ; 390 ; 270 ; 262 ; 373 ; 813 ; 844 ; 393 ; 579 ; 397 ; 545 ; 315 ; 1032 
09-Apr;TAB; 277 ; 268 ; 435 ; 239 ; 203 ; 363 ; 257 ; 342 ; 318 ; 938 ; 253 ; 466 ; 479 ; 222 ; 217 ; 263 ; 318 ; 731 ; 391 ; 272 ; 261 ; 368 ; 803 ; 844 ; 383 ; 576 ; 396 ; 528 ; 328 ; 1059 
10-Apr;TAB; 281 ; 255 ; 436 ; 242 ; 210 ; 361 ; 259 ; 349 ; 328 ; 958 ; 252 ; 466 ; 474 ; 226 ; 216 ; 262 ; 327 ; 726 ; 397 ; 272 ; 264 ; 373 ; 808 ; 847 ; 386 ; 577 ; 425 ; 529 ; 319 ; 1062 
11-Apr;TAB; 281 ; 255 ; 436 ; 242 ; 210 ; 361 ; 259 ; 349 ; 328 ; 958 ; 252 ; 466 ; 474 ; 226 ; 216 ; 262 ; 327 ; 726 ; 397 ; 272 ; 264 ; 373 ; 808 ; 847 ; 386 ; 577 ; 425 ; 529 ; 319 ; 1062 
12-Apr;TAB; 281 ; 255 ; 436 ; 242 ; 210 ; 361 ; 259 ; 349 ; 328 ; 958 ; 252 ; 466 ; 474 ; 226 ; 216 ; 262 ; 327 ; 726 ; 397 ; 272 ; 264 ; 373 ; 808 ; 847 ; 386 ; 577 ; 425 ; 529 ; 319 ; 1062 
13-Apr;TAB; 276 ; 253 ; 443 ; 245 ; 210 ; 352 ; 270 ; 347 ; 325 ; 952 ; 250 ; 461 ; 475 ; 223 ; 216 ; 268 ; 317 ; 717 ; 394 ; 269 ; 260 ; 372 ; 802 ; 921 ; 379 ; 572 ; 423 ; 532 ; 318 ; 1048 
14-Apr;TAB; 277 ; 253 ; 427 ; 244 ; 210 ; 346 ; 269 ; 348 ; 322 ; 954 ; 249 ; 462 ; 470 ; 229 ; 217 ; 262 ; 314 ; 714 ; 397 ; 264 ; 262 ; 372 ; 800 ; 911 ; 378 ; 581 ; 392 ; 528 ; 317 ; 1049 
15-Apr;TAB; 274 ; 256 ; 422 ; 247 ; 209 ; 348 ; 267 ; 338 ; 332 ; 957 ; 249 ; 460 ; 467 ; 222 ; 218 ; 256 ; 313 ; 714 ; 395 ; 264 ; 261 ; 372 ; 798 ; 930 ; 377 ; 587 ; 394 ; 526 ; 316 ; 1045 
16-Apr;TAB; 275 ; 255 ; 416 ; 244 ; 206 ; 344 ; 266 ; 345 ; 329 ; 966 ; 248 ; 481 ; 482 ; 223 ; 216 ; 260 ; 314 ; 712 ; 391 ; 265 ; 262 ; 376 ; 797 ; 954 ; 375 ; 578 ; 388 ; 524 ; 318 ; 1041 
17-Apr;TAB; 275 ; 256 ; 425 ; 240 ; 207 ; 344 ; 270 ; 352 ; 332 ; 975 ; 250 ; 475 ; 479 ; 226 ; 216 ; 277 ; 319 ; 717 ; 395 ; 265 ; 267 ; 374 ; 803 ; 955 ; 375 ; 569 ; 415 ; 534 ; 318 ; 1057 
18-Apr;TAB; 272 ; 255 ; 424 ; 238 ; 206 ; 342 ; 275 ; 352 ; 330 ; 975 ; 249 ; 473 ; 475 ; 224 ; 217 ; 275 ; 316 ; 711 ; 391 ; 264 ; 263 ; 371 ; 802 ; 952 ; 374 ; 560 ; 416 ; 530 ; 317 ; 1052 
19-Apr;TAB; 271 ; 253 ; 419 ; 230 ; 205 ; 341 ; 274 ; 350 ; 331 ; 977 ; 248 ; 475 ; 476 ; 222 ; 218 ; 274 ; 315 ; 710 ; 390 ; 263 ; 261 ; 371 ; 800 ; 952 ; 371 ; 557 ; 416 ; 529 ; 317 ; 1048 
20-Apr;TAB; 269 ; 257 ; 417 ; 225 ; 204 ; 336 ; 275 ; 348 ; 326 ; 969 ; 246 ; 466 ; 476 ; 221 ; 218 ; 267 ; 308 ; 706 ; 390 ; 264 ; 262 ; 370 ; 785 ; 928 ; 373 ; 556 ; 412 ; 532 ; 314 ; 1051 
21-Apr;TAB; 275 ; 255 ; 413 ; 217 ; 204 ; 340 ; 272 ; 343 ; 322 ; 957 ; 249 ; 461 ; 469 ; 226 ; 219 ; 259 ; 309 ; 705 ; 394 ; 262 ; 260 ; 372 ; 782 ; 887 ; 370 ; 557 ; 393 ; 530 ; 311 ; 1043 
22-Apr;TAB; 278 ; 259 ; 409 ; 219 ; 205 ; 338 ; 279 ; 347 ; 322 ; 971 ; 246 ; 452 ; 465 ; 225 ; 222 ; 258 ; 311 ; 705 ; 393 ; 258 ; 260 ; 375 ; 782 ; 867 ; 371 ; 563 ; 385 ; 535 ; 309 ; 1081 
23-Apr;TAB; 275 ; 256 ; 434 ; 215 ; 206 ; 337 ; 279 ; 357 ; 325 ; 952 ; 249 ; 445 ; 463 ; 222 ; 220 ; 258 ; 310 ; 703 ; 392 ; 257 ; 259 ; 372 ; 784 ; 846 ; 368 ; 566 ; 390 ; 540 ; 310 ; 1051 
24-Apr;TAB; 281 ; 264 ; 438 ; 216 ; 215 ; 338 ; 278 ; 363 ; 329 ; 960 ; 255 ; 441 ; 464 ; 223 ; 226 ; 272 ; 334 ; 709 ; 397 ; 258 ; 265 ; 377 ; 795 ; 853 ; 384 ; 563 ; 416 ; 553 ; 315 ; 1077 
25-Apr;TAB; 278 ; 262 ; 435 ; 218 ; 217 ; 336 ; 280 ; 362 ; 328 ; 966 ; 255 ; 441 ; 465 ; 223 ; 223 ; 272 ; 332 ; 706 ; 394 ; 256 ; 262 ; 374 ; 793 ; 849 ; 380 ; 556 ; 416 ; 548 ; 315 ; 1068 
26-Apr;TAB; 275 ; 259 ; 432 ; 213 ; 214 ; 333 ; 278 ; 361 ; 329 ; 965 ; 254 ; 441 ; 464 ; 222 ; 222 ; 272 ; 332 ; 702 ; 392 ; 255 ; 260 ; 372 ; 792 ; 847 ; 380 ; 551 ; 415 ; 547 ; 314 ; 1064 
27-Apr;TAB; 278 ; 257 ; 426 ; 212 ; 214 ; 351 ; 277 ; 374 ; 333 ; 946 ; 250 ; 441 ; 458 ; 222 ; 220 ; 264 ; 312 ; 709 ; 397 ; 260 ; 260 ; 372 ; 824 ; 837 ; 390 ; 556 ; 418 ; 543 ; 332 ; 1044 
28-Apr;TAB; 274 ; 277 ; 435 ; 217 ; 212 ; 349 ; 273 ; 380 ; 359 ; 945 ; 250 ; 442 ; 474 ; 222 ; 220 ; 261 ; 317 ; 712 ; 388 ; 255 ; 259 ; 376 ; 826 ; 834 ; 395 ; 555 ; 417 ; 579 ; 331 ; 1114 
29-Apr;TAB; 276 ; 277 ; 429 ; 213 ; 209 ; 346 ; 270 ; 400 ; 357 ; 1075 ; 250 ; 444 ; 474 ; 226 ; 219 ; 261 ; 354 ; 715 ; 387 ; 257 ; 263 ; 392 ; 835 ; 834 ; 396 ; 559 ; 416 ; 584 ; 329 ; 1116 
30-Apr;TAB; 284 ; 285 ; 432 ; 214 ; 213 ; 361 ; 276 ; 406 ; 357 ; 1073 ; 257 ; 448 ; 484 ; 221 ; 221 ; 282 ; 374 ; 742 ; 415 ; 281 ; 266 ; 460 ; 863 ; 971 ; 411 ; 578 ; 424 ; 607 ; 349 ; 1138 
01-May;TAB; 293 ; 289 ; 446 ; 216 ; 215 ; 364 ; 279 ; 412 ; 363 ; 1086 ; 259 ; 457 ; 495 ; 228 ; 228 ; 288 ; 382 ; 766 ; 415 ; 287 ; 267 ; 465 ; 869 ; 983 ; 416 ; 579 ; 422 ; 610 ; 347 ; 1187 
02-May;TAB; 288 ; 284 ; 444 ; 214 ; 214 ; 360 ; 276 ; 409 ; 362 ; 1082 ; 257 ; 458 ; 481 ; 228 ; 226 ; 282 ; 379 ; 759 ; 410 ; 287 ; 267 ; 462 ; 867 ; 980 ; 412 ; 576 ; 420 ; 606 ; 345 ; 1178 
03-May;TAB; 285 ; 281 ; 441 ; 212 ; 213 ; 353 ; 273 ; 407 ; 361 ; 1080 ; 256 ; 459 ; 480 ; 225 ; 225 ; 279 ; 377 ; 754 ; 411 ; 284 ; 265 ; 459 ; 864 ; 978 ; 411 ; 571 ; 419 ; 605 ; 343 ; 1171 
04-May;TAB; 271 ; 269 ; 425 ; 225 ; 207 ; 352 ; 230 ; 360 ; 309 ; 877 ; 239 ; 427 ; 451 ; 213 ; 211 ; 249 ; 342 ; 716 ; 380 ; 262 ; 245 ; 429 ; 826 ; 899 ; 383 ; 569 ; 443 ; 586 ; 342 ; 1059 
05-May;TAB; 275 ; 269 ; 429 ; 209 ; 217 ; 353 ; 262 ; 382 ; 340 ; 1053 ; 250 ; 440 ; 517 ; 230 ; 222 ; 276 ; 376 ; 742 ; 415 ; 278 ; 263 ; 431 ; 803 ; 882 ; 393 ; 556 ; 383 ; 570 ; 323 ; 1128 
06-May;TAB; 274 ; 270 ; 430 ; 212 ; 218 ; 343 ; 261 ; 369 ; 336 ; 1051 ; 250 ; 434 ; 509 ; 225 ; 224 ; 273 ; 339 ; 742 ; 395 ; 278 ; 262 ; 426 ; 797 ; 873 ; 391 ; 543 ; 384 ; 536 ; 313 ; 1123 
07-May;TAB; 276 ; 270 ; 442 ; 210 ; 226 ; 343 ; 260 ; 370 ; 334 ; 1046 ; 248 ; 433 ; 505 ; 227 ; 224 ; 270 ; 339 ; 732 ; 391 ; 276 ; 260 ; 416 ; 793 ; 874 ; 385 ; 539 ; 393 ; 532 ; 317 ; 1118 
08-May;TAB; 277 ; 272 ; 436 ; 217 ; 229 ; 345 ; 258 ; 374 ; 341 ; 1058 ; 251 ; 437 ; 506 ; 225 ; 226 ; 272 ; 367 ; 733 ; 402 ; 276 ; 257 ; 385 ; 793 ; 880 ; 371 ; 539 ; 426 ; 560 ; 336 ; 1117 
09-May;TAB; 274 ; 270 ; 431 ; 211 ; 223 ; 343 ; 258 ; 373 ; 341 ; 1049 ; 251 ; 439 ; 502 ; 225 ; 225 ; 270 ; 364 ; 731 ; 398 ; 274 ; 255 ; 382 ; 791 ; 877 ; 371 ; 533 ; 426 ; 558 ; 336 ; 1113 
10-May;TAB; 273 ; 268 ; 435 ; 212 ; 220 ; 342 ; 257 ; 371 ; 340 ; 1052 ; 251 ; 439 ; 508 ; 225 ; 229 ; 269 ; 364 ; 725 ; 395 ; 273 ; 256 ; 380 ; 789 ; 875 ; 369 ; 530 ; 424 ; 558 ; 333 ; 1113 
11-May;TAB; 272 ; 271 ; 425 ; 208 ; 216 ; 342 ; 258 ; 360 ; 325 ; 1060 ; 255 ; 447 ; 507 ; 224 ; 225 ; 286 ; 334 ; 733 ; 398 ; 277 ; 256 ; 371 ; 784 ; 865 ; 369 ; 527 ; 436 ; 552 ; 312 ; 1118 
12-May;TAB; 272 ; 272 ; 428 ; 212 ; 218 ; 343 ; 254 ; 355 ; 329 ; 1055 ; 264 ; 436 ; 502 ; 228 ; 229 ; 282 ; 333 ; 727 ; 392 ; 273 ; 256 ; 372 ; 789 ; 856 ; 372 ; 529 ; 435 ; 535 ; 307 ; 1105 
13-May;TAB; 272 ; 271 ; 436 ; 211 ; 218 ; 346 ; 257 ; 355 ; 325 ; 986 ; 259 ; 457 ; 500 ; 228 ; 232 ; 279 ; 346 ; 731 ; 398 ; 271 ; 256 ; 394 ; 796 ; 854 ; 373 ; 532 ; 434 ; 568 ; 341 ; 1124 
14-May;TAB; 271 ; 271 ; 437 ; 214 ; 217 ; 344 ; 255 ; 356 ; 323 ; 983 ; 257 ; 456 ; 505 ; 228 ; 232 ; 277 ; 344 ; 726 ; 394 ; 270 ; 253 ; 391 ; 791 ; 854 ; 371 ; 530 ; 432 ; 567 ; 340 ; 1121 
15-May;TAB; 269 ; 267 ; 434 ; 211 ; 216 ; 343 ; 251 ; 356 ; 322 ; 982 ; 257 ; 459 ; 501 ; 227 ; 229 ; 278 ; 344 ; 725 ; 392 ; 269 ; 251 ; 390 ; 791 ; 855 ; 369 ; 529 ; 429 ; 567 ; 337 ; 1113 
16-May;TAB; 267 ; 266 ; 426 ; 210 ; 217 ; 341 ; 252 ; 354 ; 322 ; 976 ; 256 ; 459 ; 499 ; 228 ; 233 ; 277 ; 343 ; 722 ; 391 ; 270 ; 252 ; 389 ; 789 ; 854 ; 367 ; 527 ; 432 ; 565 ; 337 ; 1106 
17-May;TAB; 265 ; 264 ; 421 ; 209 ; 217 ; 338 ; 253 ; 354 ; 323 ; 978 ; 254 ; 460 ; 499 ; 227 ; 235 ; 275 ; 341 ; 719 ; 390 ; 270 ; 251 ; 388 ; 787 ; 854 ; 365 ; 525 ; 431 ; 564 ; 336 ; 1104 
18-May;TAB; 266 ; 267 ; 420 ; 203 ; 214 ; 341 ; 251 ; 344 ; 316 ; 982 ; 253 ; 453 ; 495 ; 225 ; 233 ; 277 ; 321 ; 714 ; 383 ; 268 ; 251 ; 387 ; 783 ; 853 ; 359 ; 524 ; 378 ; 535 ; 335 ; 1097 
