Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
5; KC Bandung AA (Konsolidasi-MB); 615 ; 338 ; 1.213 ; 2.166 
25; KC Garut (Konsolidasi-MB); 105 ; 85 ; 503 ; 693 
28; KC Indramayu (Konsolidasi-MB); 103 ; 110 ; 412 ; 626 
46; KC Majalengka (Konsolidasi-MB); 62 ; 44 ; 242 ; 348 
75; KC Purwakarta (Konsolidasi-MB); 85 ; 85 ; 278 ; 448 
92; KC Sukabumi (Konsolidasi-MB); 64 ; 90 ; 325 ; 480 
94; KC Sumedang (Konsolidasi-MB); 89 ; 69 ; 343 ; 500 
100; KC Tasikmalaya (Konsolidasi-MB); 93 ; 108 ; 442 ; 643 
104; KC Ciamis (Konsolidasi-MB); 51 ; 54 ; 224 ; 329 
105; KC Cianjur (Konsolidasi-MB); 157 ; 69 ; 411 ; 638 
107; KC Cirebon Kartini (Konsolidasi-MB); 525 ; 213 ; 1.059 ; 1.797 
123; KC Subang (Konsolidasi-MB); 72 ; 163 ; 246 ; 481 
132; KC Majalaya (Konsolidasi-MB); 97 ; 72 ; 269 ; 438 
133; KC Kuningan (Konsolidasi-MB); 173 ; 70 ; 372 ; 615 
137; KC Cimahi (Konsolidasi-MB); 370 ; 414 ; 1.186 ; 1.970 
161; KC Singaparna (Konsolidasi-MB); 126 ; 39 ; 237 ; 402 
162; KC Banjar (Konsolidasi-MB); 50 ; 56 ; 218 ; 323 
165; KC Jatibarang (Konsolidasi-MB); 49 ; 35 ; 213 ; 296 
181; KC Cibadak (Konsolidasi-MB); 79 ; 79 ; 282 ; 441 
198; KANWIL Bandung (Konsolidasi-MB); -   ; -   ; 0 ; 0 
286; KC Bandung Dewi Sartika (Konsolidasi-MB); 1.162 ; 324 ; 1.093 ; 2.578 
337; KC Bandung Naripan (Konsolidasi-MB); 234 ; 258 ; 476 ; 968 
354; KC Bandung A.H. Nasution (Konsolidasi-MB); 507 ; 253 ; 755 ; 1.516 
355; KC Pamanukan (Konsolidasi-MB); 65 ; 145 ; 206 ; 416 
389; KC Bandung Martadinata (Konsolidasi-MB); 455 ; 198 ; 315 ; 968 
401; KC Bandung Kopo (Konsolidasi-MB); 550 ; 199 ; 464 ; 1.214 
405; KC Bandung Dago (Konsolidasi-MB); 389 ; 247 ; 566 ; 1.203 
406; KC Cirebon Gunung Jati (Konsolidasi-MB); 141 ; 76 ; 385 ; 602 
407; KC Bandung Sukarno Hatta (Konsolidasi-MB); 470 ; 221 ; 418 ; 1.109 
408; KC Bandung Setiabudi (Konsolidasi-MB); 230 ; 96 ; 404 ; 731 
544; KC Soreang (Konsolidasi-MB); 100 ; 47 ; 284 ; 431 
Grand Total;Grand Total; 7.268 ; 4.259 ; 13.841 ; 25.368 
