Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
5; KC Bandung AA (Konsolidasi-MB); 612 ; 345 ; 1.183 ; 2.140 
25; KC Garut (Konsolidasi-MB); 105 ; 92 ; 503 ; 699 
28; KC Indramayu (Konsolidasi-MB); 103 ; 106 ; 412 ; 621 
46; KC Majalengka (Konsolidasi-MB); 63 ; 42 ; 243 ; 348 
75; KC Purwakarta (Konsolidasi-MB); 84 ; 93 ; 276 ; 453 
92; KC Sukabumi (Konsolidasi-MB); 64 ; 84 ; 316 ; 464 
94; KC Sumedang (Konsolidasi-MB); 88 ; 69 ; 344 ; 501 
100; KC Tasikmalaya (Konsolidasi-MB); 93 ; 107 ; 436 ; 636 
104; KC Ciamis (Konsolidasi-MB); 51 ; 55 ; 224 ; 330 
105; KC Cianjur (Konsolidasi-MB); 156 ; 66 ; 418 ; 640 
107; KC Cirebon Kartini (Konsolidasi-MB); 525 ; 203 ; 1.062 ; 1.790 
123; KC Subang (Konsolidasi-MB); 72 ; 157 ; 249 ; 478 
132; KC Majalaya (Konsolidasi-MB); 97 ; 21 ; 267 ; 385 
133; KC Kuningan (Konsolidasi-MB); 174 ; 71 ; 366 ; 611 
137; KC Cimahi (Konsolidasi-MB); 370 ; 401 ; 1.186 ; 1.957 
161; KC Singaparna (Konsolidasi-MB); 126 ; 42 ; 233 ; 401 
162; KC Banjar (Konsolidasi-MB); 54 ; 50 ; 217 ; 321 
165; KC Jatibarang (Konsolidasi-MB); 49 ; 39 ; 217 ; 305 
181; KC Cibadak (Konsolidasi-MB); 79 ; 80 ; 273 ; 432 
198; KANWIL Bandung (Konsolidasi-MB); -   ; -   ; 0 ; 0 
286; KC Bandung Dewi Sartika (Konsolidasi-MB); 1.165 ; 327 ; 816 ; 2.307 
337; KC Bandung Naripan (Konsolidasi-MB); 228 ; 245 ; 485 ; 958 
354; KC Bandung A.H. Nasution (Konsolidasi-MB); 516 ; 251 ; 738 ; 1.504 
355; KC Pamanukan (Konsolidasi-MB); 64 ; 125 ; 199 ; 389 
389; KC Bandung Martadinata (Konsolidasi-MB); 451 ; 220 ; 313 ; 983 
401; KC Bandung Kopo (Konsolidasi-MB); 551 ; 213 ; 436 ; 1.199 
405; KC Bandung Dago (Konsolidasi-MB); 388 ; 234 ; 566 ; 1.188 
406; KC Cirebon Gunung Jati (Konsolidasi-MB); 141 ; 81 ; 374 ; 596 
407; KC Bandung Sukarno Hatta (Konsolidasi-MB); 441 ; 276 ; 372 ; 1.088 
408; KC Bandung Setiabudi (Konsolidasi-MB); 230 ; 89 ; 401 ; 720 
544; KC Soreang (Konsolidasi-MB); 102 ; 37 ; 280 ; 419 
Grand Total;Grand Total; 7.242 ; 4.219 ; 13.404 ; 24.864 
