Row L;uker; Deposito ; Giro ; Tabungan ; Grand Total 
5; KC Bandung AA (Konsolidasi; 326 ; 301 ; 1.104 ; 1.731 
25; KC Garut (Konsolidasi; 150 ; 127 ; 473 ; 750 
28; KC Indramayu (Konsolidasi; 106 ; 85 ; 423 ; 614 
46; KC Majalengka (Konsolidasi; 47 ; 98 ; 224 ; 369 
75; KC Purwakarta (Konsolidasi; 99 ; 193 ; 280 ; 572 
92; KC Sukabumi (Konsolidasi; 73 ; 96 ; 393 ; 562 
94; KC Sumedang (Konsolidasi; 72 ; 73 ; 368 ; 514 
100; KC Tasikmalaya (Konsolidasi; 70 ; 126 ; 432 ; 628 
104; KC Ciamis (Konsolidasi; 30 ; 65 ; 210 ; 305 
105; KC Cianjur (Konsolidasi; 158 ; 57 ; 430 ; 645 
107; KC Cirebon Kartini (Konsolidasi; 431 ; 241 ; 889 ; 1.561 
123; KC Subang (Konsolidasi; 70 ; 144 ; 271 ; 484 
132; KC Majalaya (Konsolidasi; 53 ; 24 ; 257 ; 334 
133; KC Kuningan (Konsolidasi; 132 ; 63 ; 348 ; 542 
137; KC Cimahi (Konsolidasi; 458 ; 126 ; 730 ; 1.314 
161; KC Singaparna (Konsolidasi; 140 ; 61 ; 248 ; 449 
162; KC Banjar (Konsolidasi; 53 ; 63 ; 214 ; 330 
165; KC Jatibarang (Konsolidasi; 52 ; 41 ; 210 ; 304 
181; KC Cibadak (Konsolidasi; 77 ; 103 ; 264 ; 444 
286; KC Bandung Dewi Sartika (Konsolidasi; 329 ; 299 ; 957 ; 1.584 
337; KC Bandung Naripan (Konsolidasi; 188 ; 246 ; 587 ; 1.021 
354; KC Bandung A.H. Nasution (Konsolidasi; 333 ; 198 ; 807 ; 1.338 
355; KC Pamanukan (Konsolidasi; 66 ; 119 ; 205 ; 389 
389; KC Bandung Martadinata (Konsolidasi; 159 ; 156 ; 574 ; 888 
401; KC Bandung Kopo (Konsolidasi; 348 ; 96 ; 395 ; 839 
405; KC Bandung Dago (Konsolidasi; 353 ; 214 ; 638 ; 1.205 
406; KC Cirebon Gunung Jati (Konsolidasi; 166 ; 78 ; 365 ; 609 
407; KC Bandung Sukarno Hatta (Konsolidasi; 237 ; 138 ; 517 ; 892 
408; KC Bandung Setiabudi (Konsolidasi; 225 ; 101 ; 405 ; 731 
544; KC Soreang (Konsolidasi; 90 ; 80 ; 289 ; 459 
