Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
5; KC Bandung AA (Konsolidasi-MB); 615 ; 341 ; 1.213 ; 2.169 
25; KC Garut (Konsolidasi-MB); 105 ; 100 ; 505 ; 710 
28; KC Indramayu (Konsolidasi-MB); 103 ; 104 ; 412 ; 618 
46; KC Majalengka (Konsolidasi-MB); 62 ; 42 ; 243 ; 347 
75; KC Purwakarta (Konsolidasi-MB); 84 ; 87 ; 288 ; 459 
92; KC Sukabumi (Konsolidasi-MB); 64 ; 85 ; 326 ; 475 
94; KC Sumedang (Konsolidasi-MB); 88 ; 68 ; 343 ; 499 
100; KC Tasikmalaya (Konsolidasi-MB); 93 ; 109 ; 437 ; 640 
104; KC Ciamis (Konsolidasi-MB); 51 ; 53 ; 226 ; 330 
105; KC Cianjur (Konsolidasi-MB); 157 ; 69 ; 411 ; 638 
107; KC Cirebon Kartini (Konsolidasi-MB); 525 ; 220 ; 1.054 ; 1.799 
123; KC Subang (Konsolidasi-MB); 72 ; 161 ; 250 ; 484 
132; KC Majalaya (Konsolidasi-MB); 97 ; 20 ; 269 ; 387 
133; KC Kuningan (Konsolidasi-MB); 173 ; 72 ; 369 ; 614 
137; KC Cimahi (Konsolidasi-MB); 371 ; 415 ; 1.186 ; 1.972 
161; KC Singaparna (Konsolidasi-MB); 126 ; 37 ; 239 ; 402 
162; KC Banjar (Konsolidasi-MB); 49 ; 59 ; 215 ; 323 
165; KC Jatibarang (Konsolidasi-MB); 48 ; 34 ; 216 ; 298 
181; KC Cibadak (Konsolidasi-MB); 79 ; 83 ; 278 ; 440 
198; KANWIL Bandung (Konsolidasi-MB); -   ; -   ; 0 ; 0 
286; KC Bandung Dewi Sartika (Konsolidasi-MB); 1.162 ; 316 ; 1.098 ; 2.576 
337; KC Bandung Naripan (Konsolidasi-MB); 233 ; 254 ; 480 ; 967 
354; KC Bandung A.H. Nasution (Konsolidasi-MB); 508 ; 261 ; 755 ; 1.523 
355; KC Pamanukan (Konsolidasi-MB); 65 ; 141 ; 203 ; 408 
389; KC Bandung Martadinata (Konsolidasi-MB); 459 ; 187 ; 315 ; 961 
401; KC Bandung Kopo (Konsolidasi-MB); 551 ; 145 ; 436 ; 1.132 
405; KC Bandung Dago (Konsolidasi-MB); 389 ; 247 ; 568 ; 1.204 
406; KC Cirebon Gunung Jati (Konsolidasi-MB); 141 ; 73 ; 383 ; 597 
407; KC Bandung Sukarno Hatta (Konsolidasi-MB); 470 ; 245 ; 367 ; 1.082 
408; KC Bandung Setiabudi (Konsolidasi-MB); 230 ; 98 ; 408 ; 736 
544; KC Soreang (Konsolidasi-MB); 100 ; 48 ; 286 ; 434 
Grand Total;Grand Total; 7.273 ; 4.173 ; 13.778 ; 25.224 
