Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
5; KC Bandung AA (Konsolidasi-MB); 614 ; 335 ; 1.217 ; 2.166 
25; KC Garut (Konsolidasi-MB); 105 ; 129 ; 502 ; 735 
28; KC Indramayu (Konsolidasi-MB); 103 ; 92 ; 415 ; 609 
46; KC Majalengka (Konsolidasi-MB); 62 ; 43 ; 240 ; 345 
75; KC Purwakarta (Konsolidasi-MB); 83 ; 83 ; 296 ; 463 
92; KC Sukabumi (Konsolidasi-MB); 64 ; 83 ; 327 ; 474 
94; KC Sumedang (Konsolidasi-MB); 89 ; 68 ; 346 ; 502 
100; KC Tasikmalaya (Konsolidasi-MB); 93 ; 109 ; 438 ; 641 
104; KC Ciamis (Konsolidasi-MB); 51 ; 56 ; 225 ; 332 
105; KC Cianjur (Konsolidasi-MB); 158 ; 65 ; 416 ; 639 
107; KC Cirebon Kartini (Konsolidasi-MB); 525 ; 219 ; 1.048 ; 1.792 
123; KC Subang (Konsolidasi-MB); 72 ; 164 ; 253 ; 489 
132; KC Majalaya (Konsolidasi-MB); 97 ; 21 ; 270 ; 388 
133; KC Kuningan (Konsolidasi-MB); 173 ; 70 ; 366 ; 609 
137; KC Cimahi (Konsolidasi-MB); 371 ; 415 ; 1.187 ; 1.973 
161; KC Singaparna (Konsolidasi-MB); 127 ; 34 ; 239 ; 399 
162; KC Banjar (Konsolidasi-MB); 52 ; 52 ; 216 ; 320 
165; KC Jatibarang (Konsolidasi-MB); 49 ; 33 ; 212 ; 294 
181; KC Cibadak (Konsolidasi-MB); 76 ; 84 ; 282 ; 443 
198; KANWIL Bandung (Konsolidasi-MB); -   ; -   ; 0 ; 0 
286; KC Bandung Dewi Sartika (Konsolidasi-MB); 1.163 ; 317 ; 1.104 ; 2.584 
337; KC Bandung Naripan (Konsolidasi-MB); 233 ; 262 ; 489 ; 984 
354; KC Bandung A.H. Nasution (Konsolidasi-MB); 509 ; 263 ; 781 ; 1.553 
355; KC Pamanukan (Konsolidasi-MB); 65 ; 141 ; 203 ; 408 
389; KC Bandung Martadinata (Konsolidasi-MB); 459 ; 175 ; 319 ; 953 
401; KC Bandung Kopo (Konsolidasi-MB); 551 ; 171 ; 435 ; 1.157 
405; KC Bandung Dago (Konsolidasi-MB); 392 ; 247 ; 568 ; 1.207 
406; KC Cirebon Gunung Jati (Konsolidasi-MB); 141 ; 74 ; 381 ; 596 
407; KC Bandung Sukarno Hatta (Konsolidasi-MB); 470 ; 239 ; 382 ; 1.091 
408; KC Bandung Setiabudi (Konsolidasi-MB); 231 ; 95 ; 422 ; 747 
544; KC Soreang (Konsolidasi-MB); 99 ; 48 ; 284 ; 432 
Grand Total;Grand Total; 7.276 ; 4.189 ; 13.861 ; 25.326 
