Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
5; KC Bandung AA (Konsolidasi-MB); 611 ; 342 ; 1.194 ; 2.147 
25; KC Garut (Konsolidasi-MB); 103 ; 91 ; 520 ; 714 
28; KC Indramayu (Konsolidasi-MB); 103 ; 103 ; 431 ; 637 
46; KC Majalengka (Konsolidasi-MB); 63 ; 43 ; 243 ; 349 
75; KC Purwakarta (Konsolidasi-MB); 91 ; 87 ; 282 ; 460 
92; KC Sukabumi (Konsolidasi-MB); 64 ; 92 ; 342 ; 498 
94; KC Sumedang (Konsolidasi-MB); 88 ; 69 ; 353 ; 511 
100; KC Tasikmalaya (Konsolidasi-MB); 92 ; 116 ; 443 ; 651 
104; KC Ciamis (Konsolidasi-MB); 51 ; 53 ; 227 ; 332 
105; KC Cianjur (Konsolidasi-MB); 156 ; 58 ; 431 ; 645 
107; KC Cirebon Kartini (Konsolidasi-MB); 525 ; 204 ; 1.067 ; 1.796 
123; KC Subang (Konsolidasi-MB); 72 ; 159 ; 253 ; 484 
132; KC Majalaya (Konsolidasi-MB); 97 ; 20 ; 273 ; 391 
133; KC Kuningan (Konsolidasi-MB); 174 ; 79 ; 368 ; 622 
137; KC Cimahi (Konsolidasi-MB); 366 ; 421 ; 1.202 ; 1.989 
161; KC Singaparna (Konsolidasi-MB); 126 ; 44 ; 240 ; 411 
162; KC Banjar (Konsolidasi-MB); 54 ; 51 ; 223 ; 328 
165; KC Jatibarang (Konsolidasi-MB); 48 ; 49 ; 222 ; 319 
181; KC Cibadak (Konsolidasi-MB); 80 ; 87 ; 279 ; 445 
198; KANWIL Bandung (Konsolidasi-MB); -   ; -   ; 0 ; 0 
286; KC Bandung Dewi Sartika (Konsolidasi-MB); 1.164 ; 342 ; 819 ; 2.326 
337; KC Bandung Naripan (Konsolidasi-MB); 237 ; 248 ; 487 ; 971 
354; KC Bandung A.H. Nasution (Konsolidasi-MB); 516 ; 262 ; 751 ; 1.529 
355; KC Pamanukan (Konsolidasi-MB); 59 ; 127 ; 210 ; 396 
389; KC Bandung Martadinata (Konsolidasi-MB); 594 ; 299 ; 314 ; 1.207 
401; KC Bandung Kopo (Konsolidasi-MB); 532 ; 177 ; 464 ; 1.173 
405; KC Bandung Dago (Konsolidasi-MB); 392 ; 236 ; 577 ; 1.205 
406; KC Cirebon Gunung Jati (Konsolidasi-MB); 142 ; 82 ; 373 ; 597 
407; KC Bandung Sukarno Hatta (Konsolidasi-MB); 440 ; 265 ; 465 ; 1.171 
408; KC Bandung Setiabudi (Konsolidasi-MB); 229 ; 100 ; 398 ; 727 
544; KC Soreang (Konsolidasi-MB); 121 ; 41 ; 257 ; 419 
Grand Total;Grand Total; 7.391 ; 4.349 ; 13.708 ; 25.448 
