UKER;;KC Purwakarta;KC Subang;KC Indramayu;KC Jatibarang;KC Pamanukan;KC Sumedang;KC Majalengka;KC Cirebon Gunung Jati;KC Kuningan;KC Cirebon Kartini;KC Singaparna;KC Tasikmalaya;KC Garut;KC Ciamis;KC Banjar;KC Cibadak;KC Sukabumi;KC Cimahi;KC Cianjur;KC Soreang;KC Majalaya;KC Bandung Sukarno Hatta;KC Bandung A.H. Nasution;KC Bandung Dewi Sartika;KC Bandung Setiabudi;KC Bandung Naripan;KC Bandung Kopo;KC Bandung Dago;KC Bandung Martadinata;KC Bandung AA
16-Feb;DEPO; 94 ; 70 ; 107 ; 52 ; 66 ; 71 ; 48 ; 201 ; 132 ; 432 ; 140 ; 70 ; 150 ; 30 ; 53 ; 78 ; 74 ; 465 ; 158 ; 90 ; 53 ; 201 ; 308 ; 327 ; 223 ; 188 ; 248 ; 351 ; 159 ; 356 
17-Feb;DEPO; 94 ; 69 ; 107 ; 52 ; 66 ; 71 ; 48 ; 201 ; 132 ; 432 ; 140 ; 71 ; 150 ; 30 ; 53 ; 78 ; 74 ; 465 ; 158 ; 90 ; 53 ; 201 ; 308 ; 327 ; 223 ; 188 ; 248 ; 351 ; 159 ; 356 
19-Feb;DEPO; 95 ; 70 ; 106 ; 49 ; 66 ; 72 ; 47 ; 201 ; 132 ; 432 ; 140 ; 71 ; 150 ; 30 ; 53 ; 78 ; 74 ; 463 ; 158 ; 90 ; 53 ; 240 ; 311 ; 324 ; 223 ; 181 ; 248 ; 353 ; 157 ; 347 
20-Feb;DEPO; 95 ; 70 ; 106 ; 51 ; 66 ; 72 ; 48 ; 201 ; 132 ; 432 ; 140 ; 71 ; 150 ; 30 ; 53 ; 78 ; 74 ; 463 ; 158 ; 90 ; 53 ; 240 ; 311 ; 324 ; 223 ; 181 ; 299 ; 353 ; 158 ; 347 
21-Feb;DEPO; 95 ; 69 ; 106 ; 51 ; 66 ; 72 ; 48 ; 201 ; 132 ; 432 ; 140 ; 71 ; 150 ; 30 ; 53 ; 78 ; 74 ; 463 ; 158 ; 90 ; 53 ; 240 ; 311 ; 324 ; 223 ; 181 ; 299 ; 353 ; 159 ; 347 
22-Feb;DEPO; 95 ; 69 ; 106 ; 51 ; 66 ; 71 ; 48 ; 201 ; 132 ; 432 ; 140 ; 71 ; 150 ; 30 ; 53 ; 78 ; 73 ; 463 ; 158 ; 90 ; 53 ; 240 ; 311 ; 324 ; 223 ; 181 ; 298 ; 353 ; 159 ; 347 
23-Feb;DEPO; 95 ; 70 ; 106 ; 51 ; 66 ; 71 ; 47 ; 199 ; 132 ; 431 ; 140 ; 70 ; 150 ; 30 ; 53 ; 78 ; 73 ; 462 ; 158 ; 90 ; 53 ; 240 ; 311 ; 323 ; 223 ; 191 ; 298 ; 353 ; 159 ; 347 
24-Feb;DEPO; 95 ; 70 ; 106 ; 51 ; 66 ; 72 ; 47 ; 198 ; 132 ; 431 ; 140 ; 70 ; 150 ; 30 ; 53 ; 78 ; 73 ; 458 ; 158 ; 90 ; 53 ; 239 ; 310 ; 323 ; 223 ; 188 ; 299 ; 353 ; 159 ; 347 
25-Feb;DEPO; 94 ; 70 ; 106 ; 51 ; 65 ; 71 ; 47 ; 185 ; 132 ; 431 ; 140 ; 70 ; 150 ; 30 ; 53 ; 78 ; 73 ; 458 ; 158 ; 90 ; 53 ; 237 ; 311 ; 323 ; 224 ; 188 ; 399 ; 353 ; 159 ; 347 
26-Feb;DEPO; 93 ; 70 ; 106 ; 51 ; 66 ; 72 ; 47 ; 167 ; 132 ; 431 ; 140 ; 70 ; 150 ; 30 ; 53 ; 78 ; 73 ; 458 ; 158 ; 90 ; 53 ; 237 ; 313 ; 323 ; 224 ; 188 ; 399 ; 353 ; 159 ; 347 
27-Feb;DEPO; 99 ; 70 ; 106 ; 52 ; 66 ; 72 ; 47 ; 167 ; 132 ; 431 ; 140 ; 70 ; 150 ; 30 ; 53 ; 77 ; 73 ; 458 ; 158 ; 90 ; 53 ; 237 ; 333 ; 330 ; 225 ; 188 ; 349 ; 353 ; 159 ; 326 
28-Feb;DEPO; 99 ; 70 ; 106 ; 52 ; 66 ; 72 ; 47 ; 166 ; 132 ; 431 ; 140 ; 70 ; 150 ; 30 ; 53 ; 77 ; 73 ; 458 ; 158 ; 90 ; 53 ; 237 ; 333 ; 329 ; 225 ; 188 ; 348 ; 353 ; 159 ; 326 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01-Mar;DEPO; 99 ; 70 ; 106 ; 52 ; 65 ; 72 ; 47 ; 144 ; 132 ; 431 ; 138 ; 72 ; 83 ; 30 ; 53 ; 77 ; 72 ; 453 ; 158 ; 90 ; 53 ; 235 ; 333 ; 330 ; 225 ; 188 ; 348 ; 354 ; 159 ; 362 
02-Mar;DEPO; 99 ; 70 ; 106 ; 52 ; 65 ; 72 ; 47 ; 144 ; 132 ; 431 ; 138 ; 72 ; 83 ; 30 ; 53 ; 77 ; 72 ; 453 ; 158 ; 90 ; 53 ; 235 ; 333 ; 330 ; 225 ; 188 ; 348 ; 354 ; 159 ; 362 
03-Mar;DEPO; 99 ; 70 ; 106 ; 52 ; 66 ; 72 ; 44 ; 144 ; 133 ; 431 ; 138 ; 72 ; 83 ; 30 ; 53 ; 77 ; 72 ; 453 ; 158 ; 90 ; 53 ; 235 ; 330 ; 329 ; 226 ; 188 ; 348 ; 353 ; 159 ; 362 
04-Mar;DEPO; 99 ; 70 ; 106 ; 52 ; 65 ; 72 ; 45 ; 146 ; 133 ; 431 ; 138 ; 72 ; 82 ; 30 ; 53 ; 76 ; 72 ; 454 ; 158 ; 89 ; 53 ; 236 ; 340 ; 314 ; 226 ; 189 ; 348 ; 351 ; 159 ; 361 
05-Mar;DEPO; 99 ; 70 ; 106 ; 52 ; 65 ; 72 ; 45 ; 145 ; 133 ; 431 ; 138 ; 72 ; 82 ; 29 ; 53 ; 76 ; 72 ; 451 ; 157 ; 89 ; 53 ; 238 ; 340 ; 314 ; 227 ; 188 ; 297 ; 352 ; 159 ; 367 
06-Mar;DEPO; 99 ; 70 ; 106 ; 52 ; 65 ; 72 ; 45 ; 165 ; 133 ; 430 ; 138 ; 72 ; 82 ; 29 ; 53 ; 76 ; 72 ; 450 ; 157 ; 89 ; 53 ; 238 ; 340 ; 309 ; 227 ; 187 ; 292 ; 351 ; 159 ; 368 
07-Mar;DEPO; 99 ; 70 ; 106 ; 53 ; 65 ; 72 ; 45 ; 165 ; 133 ; 431 ; 138 ; 72 ; 82 ; 29 ; 53 ; 76 ; 72 ; 450 ; 157 ; 89 ; 53 ; 238 ; 340 ; 310 ; 227 ; 187 ; 292 ; 351 ; 159 ; 367 
08-Mar;DEPO; 99 ; 70 ; 106 ; 53 ; 65 ; 72 ; 45 ; 165 ; 133 ; 431 ; 138 ; 72 ; 82 ; 29 ; 53 ; 76 ; 72 ; 450 ; 157 ; 89 ; 53 ; 238 ; 340 ; 310 ; 227 ; 187 ; 292 ; 351 ; 159 ; 367 
09-Mar;DEPO; 99 ; 70 ; 106 ; 52 ; 65 ; 71 ; 45 ; 106 ; 134 ; 430 ; 138 ; 72 ; 82 ; 29 ; 53 ; 76 ; 72 ; 449 ; 157 ; 89 ; 53 ; 238 ; 340 ; 310 ; 226 ; 182 ; 292 ; 339 ; 159 ; 367 
10-Mar;DEPO; 99 ; 70 ; 106 ; 52 ; 65 ; 71 ; 45 ; 106 ; 135 ; 430 ; 138 ; 72 ; 83 ; 29 ; 52 ; 76 ; 72 ; 449 ; 157 ; 89 ; 53 ; 238 ; 340 ; 309 ; 226 ; 182 ; 293 ; 339 ; 159 ; 366 
11-Mar;DEPO; 99 ; 70 ; 106 ; 52 ; 65 ; 71 ; 45 ; 106 ; 135 ; 431 ; 138 ; 72 ; 82 ; 29 ; 52 ; 76 ; 70 ; 449 ; 158 ; 89 ; 53 ; 238 ; 340 ; 309 ; 227 ; 182 ; 276 ; 339 ; 159 ; 365 
12-Mar;DEPO; 99 ; 70 ; 106 ; 52 ; 65 ; 71 ; 45 ; 106 ; 135 ; 430 ; 138 ; 72 ; 90 ; 29 ; 52 ; 76 ; 70 ; 448 ; 158 ; 88 ; 53 ; 238 ; 340 ; 309 ; 227 ; 185 ; 275 ; 339 ; 159 ; 365 
13-Mar;DEPO; 97 ; 70 ; 105 ; 52 ; 65 ; 71 ; 45 ; 106 ; 135 ; 430 ; 138 ; 72 ; 90 ; 29 ; 52 ; 76 ; 70 ; 447 ; 157 ; 88 ; 205 ; 238 ; 340 ; 309 ; 227 ; 176 ; 275 ; 339 ; 159 ; 369 
14-Mar;DEPO; 97 ; 70 ; 105 ; 52 ; 65 ; 71 ; 45 ; 106 ; 135 ; 430 ; 138 ; 72 ; 90 ; 29 ; 52 ; 76 ; 70 ; 447 ; 157 ; 88 ; 205 ; 238 ; 340 ; 309 ; 227 ; 176 ; 275 ; 339 ; 159 ; 369 
