Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
5; KC Bandung AA (Konsolidasi-MB); 611 ; 351 ; 1.179 ; 2.140 
25; KC Garut (Konsolidasi-MB); 103 ; 92 ; 518 ; 713 
28; KC Indramayu (Konsolidasi-MB); 103 ; 106 ; 421 ; 630 
46; KC Majalengka (Konsolidasi-MB); 63 ; 44 ; 241 ; 348 
75; KC Purwakarta (Konsolidasi-MB); 91 ; 85 ; 276 ; 452 
92; KC Sukabumi (Konsolidasi-MB); 64 ; 92 ; 340 ; 496 
94; KC Sumedang (Konsolidasi-MB); 88 ; 70 ; 348 ; 506 
100; KC Tasikmalaya (Konsolidasi-MB); 92 ; 106 ; 444 ; 642 
104; KC Ciamis (Konsolidasi-MB); 51 ; 54 ; 225 ; 331 
105; KC Cianjur (Konsolidasi-MB); 156 ; 55 ; 426 ; 638 
107; KC Cirebon Kartini (Konsolidasi-MB); 525 ; 208 ; 1.057 ; 1.790 
123; KC Subang (Konsolidasi-MB); 72 ; 159 ; 245 ; 477 
132; KC Majalaya (Konsolidasi-MB); 97 ; 21 ; 270 ; 389 
133; KC Kuningan (Konsolidasi-MB); 174 ; 72 ; 367 ; 613 
137; KC Cimahi (Konsolidasi-MB); 366 ; 418 ; 1.188 ; 1.972 
161; KC Singaparna (Konsolidasi-MB); 126 ; 44 ; 238 ; 408 
162; KC Banjar (Konsolidasi-MB); 54 ; 53 ; 223 ; 330 
165; KC Jatibarang (Konsolidasi-MB); 48 ; 44 ; 215 ; 306 
181; KC Cibadak (Konsolidasi-MB); 79 ; 86 ; 275 ; 441 
198; KANWIL Bandung (Konsolidasi-MB); -   ; -   ; 0 ; 0 
286; KC Bandung Dewi Sartika (Konsolidasi-MB); 1.164 ; 349 ; 819 ; 2.332 
337; KC Bandung Naripan (Konsolidasi-MB); 236 ; 248 ; 483 ; 968 
354; KC Bandung A.H. Nasution (Konsolidasi-MB); 515 ; 262 ; 748 ; 1.525 
355; KC Pamanukan (Konsolidasi-MB); 59 ; 125 ; 208 ; 393 
389; KC Bandung Martadinata (Konsolidasi-MB); 595 ; 306 ; 312 ; 1.212 
401; KC Bandung Kopo (Konsolidasi-MB); 532 ; 187 ; 462 ; 1.181 
405; KC Bandung Dago (Konsolidasi-MB); 394 ; 239 ; 571 ; 1.204 
406; KC Cirebon Gunung Jati (Konsolidasi-MB); 142 ; 85 ; 367 ; 593 
407; KC Bandung Sukarno Hatta (Konsolidasi-MB); 440 ; 275 ; 460 ; 1.176 
408; KC Bandung Setiabudi (Konsolidasi-MB); 229 ; 97 ; 397 ; 723 
544; KC Soreang (Konsolidasi-MB); 121 ; 41 ; 255 ; 417 
Grand Total;Grand Total; 7.391 ; 4.374 ; 13.580 ; 25.345 
