Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
5; KC Bandung AA (Konsolidasi-MB); 611 ; 348 ; 1.180 ; 2.140 
25; KC Garut (Konsolidasi-MB); 105 ; 206 ; 519 ; 830 
28; KC Indramayu (Konsolidasi-MB); 103 ; 106 ; 416 ; 625 
46; KC Majalengka (Konsolidasi-MB); 63 ; 44 ; 241 ; 348 
75; KC Purwakarta (Konsolidasi-MB); 84 ; 100 ; 275 ; 459 
92; KC Sukabumi (Konsolidasi-MB); 64 ; 83 ; 317 ; 464 
94; KC Sumedang (Konsolidasi-MB); 88 ; 70 ; 345 ; 504 
100; KC Tasikmalaya (Konsolidasi-MB); 93 ; 110 ; 444 ; 647 
104; KC Ciamis (Konsolidasi-MB); 51 ; 53 ; 227 ; 330 
105; KC Cianjur (Konsolidasi-MB); 156 ; 59 ; 421 ; 636 
107; KC Cirebon Kartini (Konsolidasi-MB); 525 ; 203 ; 1.060 ; 1.787 
123; KC Subang (Konsolidasi-MB); 72 ; 161 ; 249 ; 483 
132; KC Majalaya (Konsolidasi-MB); 98 ; 22 ; 270 ; 389 
133; KC Kuningan (Konsolidasi-MB); 174 ; 70 ; 366 ; 610 
137; KC Cimahi (Konsolidasi-MB); 366 ; 419 ; 1.187 ; 1.972 
161; KC Singaparna (Konsolidasi-MB); 127 ; 47 ; 237 ; 410 
162; KC Banjar (Konsolidasi-MB); 56 ; 55 ; 216 ; 327 
165; KC Jatibarang (Konsolidasi-MB); 48 ; 42 ; 217 ; 307 
181; KC Cibadak (Konsolidasi-MB); 79 ; 93 ; 275 ; 448 
198; KANWIL Bandung (Konsolidasi-MB); -   ; -   ; 0 ; 0 
286; KC Bandung Dewi Sartika (Konsolidasi-MB); 1.164 ; 327 ; 812 ; 2.303 
337; KC Bandung Naripan (Konsolidasi-MB); 236 ; 244 ; 484 ; 965 
354; KC Bandung A.H. Nasution (Konsolidasi-MB); 516 ; 245 ; 751 ; 1.511 
355; KC Pamanukan (Konsolidasi-MB); 59 ; 126 ; 209 ; 394 
389; KC Bandung Martadinata (Konsolidasi-MB); 597 ; 285 ; 311 ; 1.194 
401; KC Bandung Kopo (Konsolidasi-MB); 532 ; 214 ; 437 ; 1.182 
405; KC Bandung Dago (Konsolidasi-MB); 382 ; 232 ; 564 ; 1.178 
406; KC Cirebon Gunung Jati (Konsolidasi-MB); 142 ; 81 ; 367 ; 591 
407; KC Bandung Sukarno Hatta (Konsolidasi-MB); 440 ; 250 ; 410 ; 1.101 
408; KC Bandung Setiabudi (Konsolidasi-MB); 230 ; 93 ; 396 ; 719 
544; KC Soreang (Konsolidasi-MB); 102 ; 41 ; 254 ; 396 
Grand Total;Grand Total; 7.363 ; 4.428 ; 13.459 ; 25.251 
