UKER;KC Purwakarta;KC Subang;KC Indramayu;KC Jatibarang;KC Pamanukan;KC Sumedang;KC Majalengka;KC Cirebon Gunung Jati;KC Kuningan;KC Cirebon Kartini;KC Singaparna;KC Tasikmalaya;KC Garut;KC Ciamis;KC Banjar;KC Cibadak;KC Sukabumi;KC Cimahi;KC Cianjur;KC Soreang;KC Majalaya;KC Bandung Sukarno Hatta;KC Bandung A.H. Nasution;KC Bandung Dewi Sartika;KC Bandung Setiabudi;KC Bandung Naripan;KC Bandung Kopo;KC Bandung Dago;KC Bandung Martadinata;KC Bandung AA
05-Feb;GIRO; 179 ; 109 ; 95 ; 33 ; 71 ; 72 ; 96 ; 99 ; 59 ; 268 ; 49 ; 110 ; 116 ; 74 ; 61 ; 90 ; 90 ; 152 ; 63 ; 75 ; 21 ; 182 ; 179 ; 3.152 ; 109 ; 299 ; 98 ; 215 ; 122 ; 4.832 
06-Feb;GIRO; 179 ; 109 ; 95 ; 33 ; 71 ; 72 ; 96 ; 99 ; 59 ; 268 ; 49 ; 110 ; 116 ; 74 ; 61 ; 90 ; 90 ; 152 ; 63 ; 75 ; 21 ; 182 ; 179 ; 3.152 ; 109 ; 299 ; 98 ; 215 ; 122 ; 4.832 
07-Feb;GIRO; 179 ; 109 ; 95 ; 33 ; 71 ; 72 ; 96 ; 99 ; 59 ; 268 ; 49 ; 110 ; 116 ; 74 ; 61 ; 90 ; 90 ; 152 ; 63 ; 75 ; 21 ; 182 ; 179 ; 3.152 ; 109 ; 299 ; 98 ; 215 ; 122 ; 4.832 
08-Feb;GIRO; 179 ; 109 ; 95 ; 33 ; 71 ; 72 ; 96 ; 99 ; 59 ; 268 ; 49 ; 110 ; 116 ; 74 ; 61 ; 90 ; 90 ; 152 ; 63 ; 75 ; 21 ; 182 ; 179 ; 3.152 ; 109 ; 299 ; 98 ; 215 ; 122 ; 4.832 
09-Feb;GIRO; 179 ; 109 ; 95 ; 33 ; 71 ; 72 ; 96 ; 99 ; 59 ; 268 ; 49 ; 110 ; 116 ; 74 ; 61 ; 90 ; 90 ; 152 ; 63 ; 75 ; 21 ; 182 ; 179 ; 3.152 ; 109 ; 299 ; 98 ; 215 ; 122 ; 4.832 
10-Feb;GIRO; 179 ; 109 ; 95 ; 33 ; 71 ; 72 ; 96 ; 99 ; 59 ; 268 ; 49 ; 110 ; 116 ; 74 ; 61 ; 90 ; 90 ; 152 ; 63 ; 75 ; 21 ; 182 ; 179 ; 3.152 ; 109 ; 299 ; 98 ; 215 ; 122 ; 4.832 
11-Feb;GIRO; 187 ; 122 ; 93 ; 35 ; 76 ; 73 ; 96 ; 94 ; 60 ; 272 ; 51 ; 109 ; 115 ; 74 ; 62 ; 86 ; 91 ; 141 ; 61 ; 73 ; 20 ; 179 ; 184 ; 3.164 ; 107 ; 292 ; 94 ; 216 ; 122 ; 4.692 
12-Feb;GIRO; 187 ; 123 ; 93 ; 35 ; 76 ; 73 ; 96 ; 94 ; 59 ; 271 ; 51 ; 109 ; 115 ; 74 ; 62 ; 86 ; 90 ; 140 ; 61 ; 73 ; 20 ; 178 ; 184 ; 3.154 ; 107 ; 292 ; 94 ; 216 ; 122 ; 4.692 
13-Feb;GIRO; 188 ; 124 ; 93 ; 35 ; 76 ; 73 ; 96 ; 93 ; 59 ; 271 ; 51 ; 109 ; 115 ; 74 ; 62 ; 86 ; 90 ; 139 ; 61 ; 73 ; 20 ; 178 ; 184 ; 3.149 ; 107 ; 292 ; 94 ; 216 ; 121 ; 4.699 
14-Feb;GIRO; 188 ; 124 ; 93 ; 35 ; 76 ; 73 ; 96 ; 93 ; 59 ; 271 ; 51 ; 109 ; 115 ; 74 ; 62 ; 86 ; 90 ; 138 ; 61 ; 73 ; 20 ; 177 ; 184 ; 3.143 ; 107 ; 291 ; 94 ; 216 ; 121 ; 4.705 
