Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
517; KCP Cipanas; 58,86 ; 9,67 ; 68,60 ; 137,12 
542; KCP Pangandaran; 14,12 ; 5,27 ; 85,77 ; 105,16 
543; KCP Pelabuhan Ratu; 6,68 ; 33,42 ; 48,30 ; 88,40 
593; KCP ITB; 89,51 ; 86,39 ; 57,99 ; 233,90 
598; KCP BRI JATINANGOR; 17,87 ; 8,82 ; 127,00 ; 153,69 
599; KCP Patrol; 5,28 ; 9,43 ; 63,76 ; 78,47 
600; KCP SUMBER SARI; 8,00 ; 22,99 ; 63,76 ; 94,75 
601; KCP Weru; 37,97 ; 26,60 ; 122,03 ; 186,59 
650; KCP OTTO ISKANDARDINATA; 33,83 ; 4,55 ; 59,62 ; 98,00 
655; KCP SETRASARI; 53,14 ; 13,67 ; 80,54 ; 147,35 
656; KCP PADALARANG; 18,71 ; 4,95 ; 63,04 ; 86,71 
673; KCP PASIR KALIKI; -   ; 0,00 ; 0,00 ; 0,00 
674; KCP PASAR BARU BANDUNG DS; -   ; -   ; 0,00 ; 0,00 
675; KCP RAJAWALI BANDUNG; 29,65 ; 11,43 ; 53,39 ; 94,47 
1070; KCP CIJERAH; 38,86 ; 9,81 ; 70,07 ; 118,74 
1071; KCP CIMINDI; 21,42 ; 14,39 ; 75,60 ; 111,41 
1077; KCP PETA; -   ; -   ; 0,09 ; 0,09 
1078; KCP SUMBER; 17,07 ; 4,98 ; 95,56 ; 117,60 
1107; KCP METRO TRADE CENTER; 22,58 ; 10,26 ; 72,90 ; 105,74 
1108; KCP ABDUL FATAH; -   ; -   ; 0,01 ; 0,01 
1139; KCP RANCAEKEK; 25,10 ; 2,52 ; 38,60 ; 66,22 
1140; KCP BANJARAN; 19,31 ; 8,05 ; 54,84 ; 82,21 
1141; KCP SUMMARECON BANDUNG; 24,72 ; 29,42 ; 62,23 ; 116,36 
1337; KCP CIKURUBUK; -   ; -   ; 0,00 ; 0,00 
1345; KCP GUNTUR; -   ; 0,00 ; 0,01 ; 0,01 
1346; KCP CIKAJANG; 10,90 ; 4,13 ; 67,34 ; 82,37 
1355; KCP CICURUG; 9,12 ; 17,77 ; 35,85 ; 62,74 
1437; KCP CIAWI TASIKMALAYA; 4,61 ; 6,71 ; 53,18 ; 64,50 
1596; KCP TELKOM BANDUNG; 9,33 ; 107,11 ; 40,97 ; 157,41 
1809; KCP MANGUNSARKORO; -   ; -   ; 0,00 ; 0,00 
2000; KCP CIHAMPELAS; -   ; 0,00 ; 0,01 ; 0,01 
2016; KCP LEMBANG; 26,31 ; 8,13 ; 61,16 ; 95,60 
2058; KCP BATUNUNGGAL; 50,27 ; 31,72 ; 54,92 ; 136,91 
2103; KCP Mekarwangi; -   ; -   ; 0,00 ; 0,00 
2104; KCP RIAU; 33,85 ; 10,36 ; 77,97 ; 122,18 
2105; KCP SUCI; 48,30 ; 14,35 ; 63,22 ; 125,87 
2128; KCP CILEDUG CIREBON; 10,16 ; 7,46 ; 99,96 ; 117,57 
2154; KCP ANTAPANI; 14,71 ; 7,77 ; 47,45 ; 69,93 
2155; KCP TAMAN KOPO INDAH; 14,25 ; 2,30 ; 60,70 ; 77,25 
2184; KCP TAMAN KOPO INDAH II; 20,00 ; 9,59 ; 71,64 ; 101,23 
2229; KCP SURADE; 4,97 ; 4,17 ; 36,59 ; 45,73 
2230; KCP CIRANJANG; 9,47 ; 2,45 ; 39,30 ; 51,22 
2231; KCP SUKANAGARA; 1,04 ; 1,65 ; 36,99 ; 39,68 
Grand Total;Grand Total; 810 ; 552 ; 2.211 ; 3.573 
