Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
517; KCP Cipanas; 59,00 ; 10,22 ; 68,62 ; 137,84 
542; KCP Pangandaran; 14,27 ; 5,07 ; 84,22 ; 103,57 
543; KCP Pelabuhan Ratu; 6,48 ; 32,12 ; 49,83 ; 88,43 
593; KCP ITB; 89,92 ; 93,23 ; 59,40 ; 242,55 
598; KCP BRI JATINANGOR; 17,85 ; 8,78 ; 127,57 ; 154,20 
599; KCP Patrol; 5,28 ; 10,27 ; 64,03 ; 79,58 
600; KCP SUMBER SARI; 8,08 ; 21,30 ; 63,57 ; 92,95 
601; KCP Weru; 37,97 ; 26,08 ; 120,16 ; 184,21 
650; KCP OTTO ISKANDARDINATA; 33,83 ; 4,70 ; 60,38 ; 98,91 
655; KCP SETRASARI; 53,15 ; 14,05 ; 81,85 ; 149,04 
656; KCP PADALARANG; 19,17 ; 8,16 ; 63,54 ; 90,87 
673; KCP PASIR KALIKI; -   ; 0,00 ; 0,00 ; 0,00 
674; KCP PASAR BARU BANDUNG DS; -   ; -   ; 0,00 ; 0,00 
675; KCP RAJAWALI BANDUNG; 29,65 ; 12,60 ; 53,39 ; 95,64 
1070; KCP CIJERAH; 38,86 ; 10,27 ; 69,23 ; 118,36 
1071; KCP CIMINDI; 21,42 ; 14,26 ; 75,98 ; 111,67 
1077; KCP PETA; -   ; -   ; 0,09 ; 0,09 
1078; KCP SUMBER; 17,47 ; 4,03 ; 94,93 ; 116,43 
1107; KCP METRO TRADE CENTER; 22,58 ; 9,02 ; 72,71 ; 104,31 
1108; KCP ABDUL FATAH; -   ; -   ; 0,01 ; 0,01 
1139; KCP RANCAEKEK; 25,10 ; 2,62 ; 38,61 ; 66,33 
1140; KCP BANJARAN; 17,31 ; 8,22 ; 55,28 ; 80,81 
1141; KCP SUMMARECON BANDUNG; 24,72 ; 30,46 ; 62,34 ; 117,52 
1337; KCP CIKURUBUK; -   ; -   ; 0,00 ; 0,00 
1345; KCP GUNTUR; -   ; 0,00 ; 0,01 ; 0,01 
1346; KCP CIKAJANG; 10,90 ; 4,35 ; 67,64 ; 82,89 
1355; KCP CICURUG; 9,12 ; 19,32 ; 39,93 ; 68,37 
1437; KCP CIAWI TASIKMALAYA; 4,69 ; 5,93 ; 51,32 ; 61,93 
1596; KCP TELKOM BANDUNG; 9,33 ; 106,92 ; 42,23 ; 158,48 
1809; KCP MANGUNSARKORO; -   ; -   ; 0,00 ; 0,00 
2000; KCP CIHAMPELAS; -   ; 0,00 ; 0,01 ; 0,01 
2016; KCP LEMBANG; 26,30 ; 8,84 ; 61,92 ; 97,06 
2058; KCP BATUNUNGGAL; 50,20 ; 28,26 ; 54,33 ; 132,80 
2103; KCP Mekarwangi; -   ; -   ; 0,00 ; 0,00 
2104; KCP RIAU; 34,01 ; 10,89 ; 80,19 ; 125,09 
2105; KCP SUCI; 48,28 ; 14,38 ; 61,96 ; 124,62 
2128; KCP CILEDUG CIREBON; 10,16 ; 6,75 ; 106,31 ; 123,21 
2154; KCP ANTAPANI; 14,71 ; 6,89 ; 47,78 ; 69,39 
2155; KCP TAMAN KOPO INDAH; 14,25 ; 2,51 ; 60,62 ; 77,38 
2184; KCP TAMAN KOPO INDAH II; 20,00 ; 9,57 ; 70,57 ; 100,14 
2229; KCP SURADE; 4,97 ; 3,75 ; 32,82 ; 41,53 
2230; KCP CIRANJANG; 9,47 ; 2,82 ; 37,49 ; 49,79 
2231; KCP SUKANAGARA; 1,04 ; 1,59 ; 36,73 ; 39,37 
Grand Total;Grand Total; 810 ; 558 ; 2.218 ; 3.585 
