Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
517; KCP Cipanas; 58,86 ; 9,83 ; 68,69 ; 137,37 
542; KCP Pangandaran; 14,12 ; 5,42 ; 84,95 ; 104,49 
543; KCP Pelabuhan Ratu; 6,68 ; 33,36 ; 48,50 ; 88,54 
593; KCP ITB; 89,91 ; 88,37 ; 57,52 ; 235,80 
598; KCP BRI JATINANGOR; 17,87 ; 9,19 ; 126,55 ; 153,62 
599; KCP Patrol; 5,28 ; 9,55 ; 63,96 ; 78,78 
600; KCP SUMBER SARI; 8,00 ; 24,95 ; 63,69 ; 96,65 
601; KCP Weru; 37,97 ; 25,99 ; 121,72 ; 185,68 
650; KCP OTTO ISKANDARDINATA; 33,83 ; 4,37 ; 59,88 ; 98,07 
655; KCP SETRASARI; 53,14 ; 13,78 ; 80,30 ; 147,21 
656; KCP PADALARANG; 18,71 ; 4,91 ; 62,70 ; 86,32 
673; KCP PASIR KALIKI; -   ; 0,00 ; 0,00 ; 0,00 
674; KCP PASAR BARU BANDUNG DS; -   ; -   ; 0,00 ; 0,00 
675; KCP RAJAWALI BANDUNG; 29,65 ; 11,86 ; 53,79 ; 95,31 
1070; KCP CIJERAH; 38,86 ; 9,80 ; 69,77 ; 118,43 
1071; KCP CIMINDI; 21,42 ; 14,37 ; 75,84 ; 111,63 
1077; KCP PETA; -   ; -   ; 0,09 ; 0,09 
1078; KCP SUMBER; 17,07 ; 5,02 ; 94,24 ; 116,32 
1107; KCP METRO TRADE CENTER; 22,58 ; 9,80 ; 72,91 ; 105,29 
1108; KCP ABDUL FATAH; -   ; -   ; 0,01 ; 0,01 
1139; KCP RANCAEKEK; 25,08 ; 2,67 ; 38,60 ; 66,35 
1140; KCP BANJARAN; 19,31 ; 8,17 ; 55,08 ; 82,56 
1141; KCP SUMMARECON BANDUNG; 24,72 ; 29,57 ; 61,97 ; 116,25 
1337; KCP CIKURUBUK; -   ; -   ; 0,00 ; 0,00 
1345; KCP GUNTUR; -   ; 0,00 ; 0,01 ; 0,01 
1346; KCP CIKAJANG; 10,90 ; 4,19 ; 67,77 ; 82,86 
1355; KCP CICURUG; 9,12 ; 17,79 ; 36,07 ; 62,98 
1437; KCP CIAWI TASIKMALAYA; 4,61 ; 6,70 ; 52,92 ; 64,23 
1596; KCP TELKOM BANDUNG; 9,33 ; 106,91 ; 40,82 ; 157,05 
1809; KCP MANGUNSARKORO; -   ; -   ; 0,00 ; 0,00 
2000; KCP CIHAMPELAS; -   ; 0,00 ; 0,01 ; 0,01 
2016; KCP LEMBANG; 26,31 ; 8,26 ; 60,84 ; 95,40 
2058; KCP BATUNUNGGAL; 50,26 ; 31,53 ; 54,60 ; 136,39 
2103; KCP Mekarwangi; -   ; -   ; 0,00 ; 0,00 
2104; KCP RIAU; 33,86 ; 11,01 ; 78,09 ; 122,96 
2105; KCP SUCI; 48,29 ; 14,38 ; 62,37 ; 125,04 
2128; KCP CILEDUG CIREBON; 10,16 ; 7,64 ; 100,33 ; 118,13 
2154; KCP ANTAPANI; 14,71 ; 6,79 ; 47,61 ; 69,11 
2155; KCP TAMAN KOPO INDAH; 14,25 ; 2,36 ; 60,49 ; 77,11 
2184; KCP TAMAN KOPO INDAH II; 20,00 ; 9,51 ; 71,52 ; 101,03 
2229; KCP SURADE; 4,97 ; 4,18 ; 34,70 ; 43,85 
2230; KCP CIRANJANG; 9,47 ; 2,84 ; 39,14 ; 51,45 
2231; KCP SUKANAGARA; 1,04 ; 1,75 ; 37,63 ; 40,43 
Grand Total;Grand Total; 810 ; 557 ; 2.206 ; 3.573 
