Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
517; KCP Cipanas; 58,87 ; 9,17 ; 70,95 ; 139,00 
542; KCP Pangandaran; 18,32 ; 5,82 ; 83,25 ; 107,39 
543; KCP Pelabuhan Ratu; 6,69 ; 37,03 ; 50,01 ; 93,72 
593; KCP ITB; 89,31 ; 75,27 ; 58,42 ; 223,00 
598; KCP BRI JATINANGOR; 17,92 ; 9,62 ; 125,62 ; 153,16 
599; KCP Patrol; 5,26 ; 8,18 ; 68,02 ; 81,46 
600; KCP SUMBER SARI; 7,95 ; 24,24 ; 67,08 ; 99,27 
601; KCP Weru; 37,14 ; 28,01 ; 125,07 ; 190,21 
650; KCP OTTO ISKANDARDINATA; 33,53 ; 3,93 ; 58,68 ; 96,14 
655; KCP SETRASARI; 53,21 ; 13,04 ; 82,72 ; 148,97 
656; KCP PADALARANG; 18,80 ; 5,74 ; 64,17 ; 88,72 
673; KCP PASIR KALIKI; -   ; 0,00 ; 0,00 ; 0,00 
674; KCP PASAR BARU BANDUNG DS; -   ; -   ; 0,00 ; 0,00 
675; KCP RAJAWALI BANDUNG; 29,74 ; 11,90 ; 55,21 ; 96,85 
1070; KCP CIJERAH; 34,72 ; 9,63 ; 68,89 ; 113,24 
1071; KCP CIMINDI; 21,43 ; 14,53 ; 74,75 ; 110,71 
1077; KCP PETA; -   ; -   ; 0,09 ; 0,09 
1078; KCP SUMBER; 17,07 ; 4,11 ; 97,55 ; 118,72 
1107; KCP METRO TRADE CENTER; 22,44 ; 11,48 ; 71,18 ; 105,10 
1108; KCP ABDUL FATAH; -   ; -   ; 0,01 ; 0,01 
1139; KCP RANCAEKEK; 25,12 ; 3,11 ; 39,26 ; 67,48 
1140; KCP BANJARAN; 19,18 ; 7,31 ; 55,25 ; 81,74 
1141; KCP SUMMARECON BANDUNG; 24,71 ; 28,63 ; 61,23 ; 114,57 
1337; KCP CIKURUBUK; -   ; -   ; 0,00 ; 0,00 
1345; KCP GUNTUR; -   ; 0,00 ; 0,01 ; 0,01 
1346; KCP CIKAJANG; 10,89 ; 3,95 ; 67,35 ; 82,18 
1355; KCP CICURUG; 9,10 ; 14,95 ; 35,93 ; 59,98 
1437; KCP CIAWI TASIKMALAYA; 4,61 ; 5,25 ; 55,17 ; 65,04 
1596; KCP TELKOM BANDUNG; 9,33 ; 107,70 ; 39,47 ; 156,50 
1809; KCP MANGUNSARKORO; -   ; -   ; 0,00 ; 0,00 
2000; KCP CIHAMPELAS; -   ; 0,00 ; 0,01 ; 0,01 
2016; KCP LEMBANG; 26,33 ; 7,53 ; 61,00 ; 94,86 
2058; KCP BATUNUNGGAL; 50,25 ; 33,22 ; 55,18 ; 138,65 
2103; KCP Mekarwangi; -   ; -   ; 0,00 ; 0,00 
2104; KCP RIAU; 33,76 ; 11,39 ; 75,79 ; 120,94 
2105; KCP SUCI; 48,09 ; 14,65 ; 64,66 ; 127,40 
2128; KCP CILEDUG CIREBON; 10,16 ; 4,77 ; 84,01 ; 98,93 
2154; KCP ANTAPANI; 14,78 ; 7,47 ; 48,79 ; 71,04 
2155; KCP TAMAN KOPO INDAH; 14,15 ; 2,22 ; 63,50 ; 79,87 
2184; KCP TAMAN KOPO INDAH II; 20,20 ; 7,00 ; 73,65 ; 100,85 
2229; KCP SURADE; 4,95 ; 3,92 ; 32,88 ; 41,75 
2230; KCP CIRANJANG; 9,52 ; 2,52 ; 39,67 ; 51,72 
2231; KCP SUKANAGARA; 1,04 ; 2,46 ; 37,86 ; 41,36 
Grand Total;Grand Total; 809 ; 540 ; 2.212 ; 3.561 
