Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
517; KCP Cipanas; 58,88 ; 9,41 ; 69,58 ; 137,86 
542; KCP Pangandaran; 18,12 ; 5,74 ; 83,84 ; 107,70 
543; KCP Pelabuhan Ratu; 6,69 ; 37,47 ; 49,69 ; 93,85 
593; KCP ITB; 89,34 ; 77,62 ; 58,33 ; 225,28 
598; KCP BRI JATINANGOR; 17,91 ; 9,22 ; 126,02 ; 153,15 
599; KCP Patrol; 5,28 ; 8,51 ; 68,10 ; 81,89 
600; KCP SUMBER SARI; 8,00 ; 29,07 ; 67,40 ; 104,47 
601; KCP Weru; 36,99 ; 26,74 ; 122,34 ; 186,07 
650; KCP OTTO ISKANDARDINATA; 33,53 ; 4,10 ; 59,09 ; 96,72 
655; KCP SETRASARI; 53,22 ; 12,79 ; 81,41 ; 147,42 
656; KCP PADALARANG; 19,15 ; 5,79 ; 64,31 ; 89,25 
673; KCP PASIR KALIKI; -   ; 0,00 ; 0,00 ; 0,00 
674; KCP PASAR BARU BANDUNG DS; -   ; -   ; 0,00 ; 0,00 
675; KCP RAJAWALI BANDUNG; 29,66 ; 12,84 ; 55,38 ; 97,87 
1070; KCP CIJERAH; 34,72 ; 9,25 ; 68,14 ; 112,11 
1071; KCP CIMINDI; 21,43 ; 14,69 ; 74,99 ; 111,10 
1077; KCP PETA; -   ; -   ; 0,09 ; 0,09 
1078; KCP SUMBER; 17,07 ; 4,26 ; 94,02 ; 115,35 
1107; KCP METRO TRADE CENTER; 22,44 ; 8,95 ; 71,66 ; 103,06 
1108; KCP ABDUL FATAH; -   ; -   ; 0,01 ; 0,01 
1139; KCP RANCAEKEK; 25,12 ; 3,63 ; 38,89 ; 67,63 
1140; KCP BANJARAN; 19,18 ; 7,72 ; 54,20 ; 81,10 
1141; KCP SUMMARECON BANDUNG; 24,72 ; 29,42 ; 61,27 ; 115,40 
1337; KCP CIKURUBUK; -   ; -   ; 0,00 ; 0,00 
1345; KCP GUNTUR; -   ; 0,00 ; 0,01 ; 0,01 
1346; KCP CIKAJANG; 10,90 ; 4,16 ; 66,95 ; 82,01 
1355; KCP CICURUG; 9,10 ; 23,93 ; 36,14 ; 69,17 
1437; KCP CIAWI TASIKMALAYA; 4,61 ; 5,69 ; 53,77 ; 64,07 
1596; KCP TELKOM BANDUNG; 9,33 ; 107,24 ; 39,23 ; 155,80 
1809; KCP MANGUNSARKORO; -   ; -   ; 0,00 ; 0,00 
2000; KCP CIHAMPELAS; -   ; 0,00 ; 0,01 ; 0,01 
2016; KCP LEMBANG; 26,28 ; 7,19 ; 60,99 ; 94,46 
2058; KCP BATUNUNGGAL; 50,26 ; 32,45 ; 55,19 ; 137,90 
2103; KCP Mekarwangi; -   ; -   ; 0,00 ; 0,00 
2104; KCP RIAU; 33,73 ; 10,62 ; 77,55 ; 121,91 
2105; KCP SUCI; 48,11 ; 14,69 ; 63,54 ; 126,34 
2128; KCP CILEDUG CIREBON; 10,16 ; 5,02 ; 86,90 ; 102,07 
2154; KCP ANTAPANI; 14,78 ; 6,64 ; 49,17 ; 70,58 
2155; KCP TAMAN KOPO INDAH; 14,16 ; 2,51 ; 63,37 ; 80,04 
2184; KCP TAMAN KOPO INDAH II; 20,20 ; 7,29 ; 71,20 ; 98,70 
2229; KCP SURADE; 4,95 ; 3,47 ; 33,29 ; 41,71 
2230; KCP CIRANJANG; 9,47 ; 2,57 ; 38,76 ; 50,80 
2231; KCP SUKANAGARA; 1,04 ; 1,67 ; 36,85 ; 39,57 
Grand Total;Grand Total; 808 ; 552 ; 2.202 ; 3.563 
