Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
517; KCP Cipanas; 59,00 ; 9,44 ; 71,71 ; 140,15 
542; KCP Pangandaran; 18,32 ; 5,82 ; 84,16 ; 108,30 
543; KCP Pelabuhan Ratu; 6,68 ; 37,03 ; 50,23 ; 93,93 
593; KCP ITB; 89,39 ; 75,46 ; 59,21 ; 224,05 
598; KCP BRI JATINANGOR; 17,93 ; 9,11 ; 127,04 ; 154,08 
599; KCP Patrol; 5,26 ; 7,93 ; 69,74 ; 82,93 
600; KCP SUMBER SARI; 7,95 ; 19,79 ; 66,82 ; 94,56 
601; KCP Weru; 37,14 ; 27,67 ; 123,99 ; 188,80 
650; KCP OTTO ISKANDARDINATA; 33,54 ; 4,26 ; 58,51 ; 96,31 
655; KCP SETRASARI; 53,21 ; 13,80 ; 82,79 ; 149,80 
656; KCP PADALARANG; 19,00 ; 5,90 ; 65,04 ; 89,94 
673; KCP PASIR KALIKI; -   ; 0,00 ; 0,00 ; 0,00 
674; KCP PASAR BARU BANDUNG DS; -   ; -   ; 0,00 ; 0,00 
675; KCP RAJAWALI BANDUNG; 29,74 ; 11,10 ; 55,21 ; 96,05 
1070; KCP CIJERAH; 34,77 ; 10,59 ; 70,02 ; 115,38 
1071; KCP CIMINDI; 21,43 ; 16,52 ; 74,88 ; 112,82 
1077; KCP PETA; -   ; -   ; 0,09 ; 0,09 
1078; KCP SUMBER; 17,08 ; 4,16 ; 99,19 ; 120,42 
1107; KCP METRO TRADE CENTER; 22,39 ; 11,44 ; 72,25 ; 106,08 
1108; KCP ABDUL FATAH; -   ; -   ; 0,01 ; 0,01 
1139; KCP RANCAEKEK; 25,04 ; 3,39 ; 39,62 ; 68,05 
1140; KCP BANJARAN; 19,18 ; 7,31 ; 55,57 ; 82,05 
1141; KCP SUMMARECON BANDUNG; 24,67 ; 28,32 ; 62,62 ; 115,61 
1337; KCP CIKURUBUK; -   ; -   ; 0,00 ; 0,00 
1345; KCP GUNTUR; -   ; 0,00 ; 0,01 ; 0,01 
1346; KCP CIKAJANG; 10,89 ; 3,56 ; 66,46 ; 80,90 
1355; KCP CICURUG; 9,10 ; 14,86 ; 36,43 ; 60,39 
1437; KCP CIAWI TASIKMALAYA; 4,61 ; 5,36 ; 55,71 ; 65,69 
1596; KCP TELKOM BANDUNG; 9,32 ; 107,90 ; 39,27 ; 156,49 
1809; KCP MANGUNSARKORO; -   ; -   ; 0,00 ; 0,00 
2000; KCP CIHAMPELAS; -   ; 0,00 ; 0,01 ; 0,01 
2016; KCP LEMBANG; 26,33 ; 7,24 ; 61,37 ; 94,94 
2058; KCP BATUNUNGGAL; 50,25 ; 31,36 ; 55,76 ; 137,37 
2103; KCP Mekarwangi; -   ; -   ; 0,00 ; 0,00 
2104; KCP RIAU; 33,76 ; 10,12 ; 76,15 ; 120,03 
2105; KCP SUCI; 48,29 ; 14,42 ; 65,70 ; 128,41 
2128; KCP CILEDUG CIREBON; 10,16 ; 4,79 ; 84,06 ; 99,01 
2154; KCP ANTAPANI; 14,80 ; 7,48 ; 49,04 ; 71,32 
2155; KCP TAMAN KOPO INDAH; 14,15 ; 2,18 ; 64,35 ; 80,68 
2184; KCP TAMAN KOPO INDAH II; 20,20 ; 6,65 ; 73,64 ; 100,49 
2229; KCP SURADE; 4,95 ; 4,53 ; 34,38 ; 43,87 
2230; KCP CIRANJANG; 9,52 ; 2,56 ; 40,98 ; 53,06 
2231; KCP SUKANAGARA; 1,04 ; 2,39 ; 37,05 ; 40,49 
Grand Total;Grand Total; 809 ; 534 ; 2.229 ; 3.573 
