Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
517; KCP Cipanas; 59,00 ; 8,81 ; 69,97 ; 137,78 
542; KCP Pangandaran; 18,32 ; 5,61 ; 82,43 ; 106,36 
543; KCP Pelabuhan Ratu; 6,68 ; 38,19 ; 49,98 ; 94,85 
593; KCP ITB; 89,38 ; 76,36 ; 58,95 ; 224,69 
598; KCP BRI JATINANGOR; 17,93 ; 8,36 ; 126,44 ; 152,73 
599; KCP Patrol; 5,26 ; 8,00 ; 68,03 ; 81,29 
600; KCP SUMBER SARI; 7,95 ; 20,20 ; 65,11 ; 93,26 
601; KCP Weru; 36,05 ; 27,79 ; 124,30 ; 188,14 
650; KCP OTTO ISKANDARDINATA; 33,54 ; 4,43 ; 60,58 ; 98,55 
655; KCP SETRASARI; 53,43 ; 16,49 ; 80,22 ; 150,15 
656; KCP PADALARANG; 19,00 ; 6,02 ; 64,25 ; 89,26 
673; KCP PASIR KALIKI; -   ; 0,00 ; 0,00 ; 0,00 
674; KCP PASAR BARU BANDUNG DS; -   ; -   ; 0,00 ; 0,00 
675; KCP RAJAWALI BANDUNG; 29,76 ; 10,92 ; 53,93 ; 94,61 
1070; KCP CIJERAH; 34,85 ; 11,12 ; 68,58 ; 114,55 
1071; KCP CIMINDI; 21,43 ; 14,59 ; 74,45 ; 110,46 
1077; KCP PETA; -   ; -   ; 0,09 ; 0,09 
1078; KCP SUMBER; 17,08 ; 3,56 ; 96,94 ; 117,57 
1107; KCP METRO TRADE CENTER; 22,39 ; 7,53 ; 72,36 ; 102,29 
1108; KCP ABDUL FATAH; -   ; -   ; 0,01 ; 0,01 
1139; KCP RANCAEKEK; 25,04 ; 2,87 ; 39,51 ; 67,43 
1140; KCP BANJARAN; 19,18 ; 7,96 ; 55,28 ; 82,41 
1141; KCP SUMMARECON BANDUNG; 24,79 ; 29,16 ; 62,54 ; 116,49 
1337; KCP CIKURUBUK; -   ; -   ; 0,00 ; 0,00 
1345; KCP GUNTUR; -   ; 0,00 ; 0,01 ; 0,01 
1346; KCP CIKAJANG; 10,89 ; 3,39 ; 67,58 ; 81,85 
1355; KCP CICURUG; 9,10 ; 24,81 ; 36,46 ; 70,37 
1437; KCP CIAWI TASIKMALAYA; 4,61 ; 5,24 ; 53,39 ; 63,24 
1596; KCP TELKOM BANDUNG; 9,32 ; 107,22 ; 40,27 ; 156,82 
1809; KCP MANGUNSARKORO; -   ; -   ; 0,00 ; 0,00 
2000; KCP CIHAMPELAS; -   ; 0,00 ; 0,01 ; 0,01 
2016; KCP LEMBANG; 26,18 ; 7,40 ; 60,54 ; 94,12 
2058; KCP BATUNUNGGAL; 50,24 ; 30,78 ; 55,31 ; 136,33 
2103; KCP Mekarwangi; -   ; -   ; 0,00 ; 0,00 
2104; KCP RIAU; 33,70 ; 10,93 ; 80,39 ; 125,01 
2105; KCP SUCI; 48,29 ; 14,36 ; 62,63 ; 125,28 
2128; KCP CILEDUG CIREBON; 10,20 ; 4,08 ; 83,13 ; 97,40 
2154; KCP ANTAPANI; 14,70 ; 6,37 ; 48,77 ; 69,84 
2155; KCP TAMAN KOPO INDAH; 14,15 ; 2,19 ; 64,10 ; 80,45 
2184; KCP TAMAN KOPO INDAH II; 19,65 ; 6,25 ; 73,89 ; 99,80 
2229; KCP SURADE; 4,95 ; 4,52 ; 34,94 ; 44,40 
2230; KCP CIRANJANG; 9,52 ; 2,41 ; 39,94 ; 51,88 
2231; KCP SUKANAGARA; 1,04 ; 1,84 ; 37,19 ; 40,07 
Grand Total;Grand Total; 808 ; 540 ; 2.212 ; 3.560 
