Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
517; KCP Cipanas; 59,00 ; 10,87 ; 69,28 ; 139,15 
542; KCP Pangandaran; 14,26 ; 5,10 ; 83,07 ; 102,43 
543; KCP Pelabuhan Ratu; 6,48 ; 32,23 ; 48,37 ; 87,08 
593; KCP ITB; 89,93 ; 92,96 ; 58,34 ; 241,23 
598; KCP BRI JATINANGOR; 17,85 ; 7,97 ; 125,71 ; 151,53 
599; KCP Patrol; 5,30 ; 7,29 ; 64,60 ; 77,20 
600; KCP SUMBER SARI; 8,08 ; 13,65 ; 67,34 ; 89,07 
601; KCP Weru; 37,99 ; 27,09 ; 118,65 ; 183,73 
650; KCP OTTO ISKANDARDINATA; 33,83 ; 4,24 ; 63,17 ; 101,24 
655; KCP SETRASARI; 53,14 ; 16,09 ; 87,41 ; 156,64 
656; KCP PADALARANG; 19,18 ; 8,29 ; 63,67 ; 91,15 
673; KCP PASIR KALIKI; -   ; 0,00 ; 0,00 ; 0,00 
674; KCP PASAR BARU BANDUNG DS; -   ; -   ; 0,00 ; 0,00 
675; KCP RAJAWALI BANDUNG; 29,65 ; 13,18 ; 54,43 ; 97,25 
1070; KCP CIJERAH; 38,56 ; 10,99 ; 68,87 ; 118,43 
1071; KCP CIMINDI; 21,42 ; 14,37 ; 76,78 ; 112,57 
1077; KCP PETA; -   ; -   ; 0,09 ; 0,09 
1078; KCP SUMBER; 17,51 ; 3,94 ; 94,66 ; 116,11 
1107; KCP METRO TRADE CENTER; 22,48 ; 6,85 ; 71,88 ; 101,20 
1108; KCP ABDUL FATAH; -   ; -   ; 0,01 ; 0,01 
1139; KCP RANCAEKEK; 25,12 ; 2,75 ; 38,37 ; 66,24 
1140; KCP BANJARAN; 17,31 ; 8,71 ; 55,44 ; 81,46 
1141; KCP SUMMARECON BANDUNG; 24,72 ; 29,63 ; 63,05 ; 117,39 
1337; KCP CIKURUBUK; -   ; -   ; 0,00 ; 0,00 
1345; KCP GUNTUR; -   ; 0,00 ; 0,01 ; 0,02 
1346; KCP CIKAJANG; 10,90 ; 4,49 ; 67,68 ; 83,07 
1355; KCP CICURUG; 9,12 ; 21,04 ; 39,62 ; 69,77 
1437; KCP CIAWI TASIKMALAYA; 4,69 ; 5,27 ; 51,31 ; 61,27 
1596; KCP TELKOM BANDUNG; 9,19 ; 106,40 ; 43,08 ; 158,67 
2000; KCP CIHAMPELAS; -   ; 0,00 ; 0,01 ; 0,01 
2016; KCP LEMBANG; 26,29 ; 7,82 ; 61,46 ; 95,57 
2058; KCP BATUNUNGGAL; 50,20 ; 28,42 ; 54,55 ; 133,17 
2103; KCP Mekarwangi; -   ; -   ; 0,00 ; 0,00 
2104; KCP RIAU; 34,01 ; 11,52 ; 79,96 ; 125,49 
2105; KCP SUCI; 48,23 ; 14,35 ; 61,54 ; 124,12 
2128; KCP CILEDUG CIREBON; 10,21 ; 3,68 ; 102,39 ; 116,28 
2154; KCP ANTAPANI; 14,71 ; 6,77 ; 47,52 ; 69,00 
2155; KCP TAMAN KOPO INDAH; 14,25 ; 2,35 ; 60,27 ; 76,88 
2184; KCP TAMAN KOPO INDAH II; 20,30 ; 9,13 ; 69,85 ; 99,29 
2229; KCP SURADE; 4,97 ; 3,54 ; 32,42 ; 40,93 
2230; KCP CIRANJANG; 9,47 ; 2,97 ; 37,11 ; 49,55 
2231; KCP SUKANAGARA; 1,04 ; 1,62 ; 35,97 ; 38,62 
Grand Total;Grand Total; 809 ; 546 ; 2.218 ; 3.573 
