Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
517; KCP Cipanas; 58,88 ; 9,63 ; 68,85 ; 137,35 
542; KCP Pangandaran; 18,12 ; 5,46 ; 84,75 ; 108,33 
543; KCP Pelabuhan Ratu; 6,69 ; 37,23 ; 49,26 ; 93,18 
593; KCP ITB; 89,33 ; 79,21 ; 58,43 ; 226,98 
598; KCP BRI JATINANGOR; 17,91 ; 8,95 ; 127,51 ; 154,37 
599; KCP Patrol; 5,28 ; 8,30 ; 67,39 ; 80,96 
600; KCP SUMBER SARI; 8,00 ; 17,32 ; 65,91 ; 91,23 
601; KCP Weru; 36,99 ; 25,89 ; 123,22 ; 186,09 
650; KCP OTTO ISKANDARDINATA; 33,83 ; 4,26 ; 58,81 ; 96,90 
655; KCP SETRASARI; 53,21 ; 13,41 ; 80,86 ; 147,48 
656; KCP PADALARANG; 19,15 ; 5,71 ; 63,41 ; 88,27 
673; KCP PASIR KALIKI; -   ; 0,00 ; 0,00 ; 0,00 
674; KCP PASAR BARU BANDUNG DS; -   ; -   ; 0,00 ; 0,00 
675; KCP RAJAWALI BANDUNG; 29,66 ; 13,41 ; 53,00 ; 96,07 
1070; KCP CIJERAH; 38,81 ; 9,23 ; 69,28 ; 117,33 
1071; KCP CIMINDI; 21,43 ; 14,77 ; 75,72 ; 111,92 
1077; KCP PETA; -   ; -   ; 0,09 ; 0,09 
1078; KCP SUMBER; 17,07 ; 4,16 ; 94,02 ; 115,25 
1107; KCP METRO TRADE CENTER; 22,54 ; 8,74 ; 72,18 ; 103,47 
1108; KCP ABDUL FATAH; -   ; -   ; 0,01 ; 0,01 
1139; KCP RANCAEKEK; 25,10 ; 3,46 ; 38,66 ; 67,22 
1140; KCP BANJARAN; 19,18 ; 7,65 ; 54,23 ; 81,06 
1141; KCP SUMMARECON BANDUNG; 24,72 ; 28,54 ; 62,39 ; 115,65 
1337; KCP CIKURUBUK; -   ; -   ; 0,00 ; 0,00 
1345; KCP GUNTUR; -   ; 0,00 ; 0,01 ; 0,01 
1346; KCP CIKAJANG; 10,90 ; 4,19 ; 67,75 ; 82,84 
1355; KCP CICURUG; 9,10 ; 16,50 ; 34,72 ; 60,32 
1437; KCP CIAWI TASIKMALAYA; 4,61 ; 5,28 ; 52,97 ; 62,86 
1596; KCP TELKOM BANDUNG; 9,33 ; 107,26 ; 39,37 ; 155,96 
1809; KCP MANGUNSARKORO; -   ; -   ; 0,00 ; 0,00 
2000; KCP CIHAMPELAS; -   ; 0,00 ; 0,01 ; 0,01 
2016; KCP LEMBANG; 26,28 ; 8,01 ; 61,02 ; 95,30 
2058; KCP BATUNUNGGAL; 50,26 ; 29,78 ; 54,65 ; 134,69 
2103; KCP Mekarwangi; -   ; -   ; 0,00 ; 0,00 
2104; KCP RIAU; 33,73 ; 11,45 ; 77,73 ; 122,91 
2105; KCP SUCI; 48,27 ; 14,66 ; 62,76 ; 125,68 
2128; KCP CILEDUG CIREBON; 10,16 ; 4,87 ; 89,10 ; 104,12 
2154; KCP ANTAPANI; 14,71 ; 6,77 ; 48,78 ; 70,27 
2155; KCP TAMAN KOPO INDAH; 14,16 ; 2,39 ; 63,85 ; 80,40 
2184; KCP TAMAN KOPO INDAH II; 19,99 ; 8,93 ; 72,00 ; 100,93 
2229; KCP SURADE; 4,97 ; 4,17 ; 32,88 ; 42,02 
2230; KCP CIRANJANG; 9,47 ; 2,50 ; 39,09 ; 51,07 
2231; KCP SUKANAGARA; 1,04 ; 1,63 ; 36,86 ; 39,53 
Grand Total;Grand Total; 813 ; 534 ; 2.202 ; 3.548 
