Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
517; KCP Cipanas; 58,87 ; 9,49 ; 71,45 ; 139,82 
542; KCP Pangandaran; 18,32 ; 5,72 ; 83,52 ; 107,57 
543; KCP Pelabuhan Ratu; 6,68 ; 37,00 ; 50,27 ; 93,95 
593; KCP ITB; 89,39 ; 75,52 ; 58,42 ; 223,33 
598; KCP BRI JATINANGOR; 17,93 ; 8,09 ; 126,58 ; 152,60 
599; KCP Patrol; 5,26 ; 8,22 ; 69,06 ; 82,53 
600; KCP SUMBER SARI; 7,95 ; 22,16 ; 67,45 ; 97,56 
601; KCP Weru; 37,14 ; 28,30 ; 124,32 ; 189,75 
650; KCP OTTO ISKANDARDINATA; 33,53 ; 3,91 ; 58,44 ; 95,87 
655; KCP SETRASARI; 53,21 ; 13,01 ; 82,73 ; 148,94 
656; KCP PADALARANG; 18,80 ; 5,80 ; 64,58 ; 89,19 
673; KCP PASIR KALIKI; -   ; 0,00 ; 0,00 ; 0,00 
674; KCP PASAR BARU BANDUNG DS; -   ; -   ; 0,00 ; 0,00 
675; KCP RAJAWALI BANDUNG; 29,74 ; 11,42 ; 55,42 ; 96,58 
1070; KCP CIJERAH; 34,77 ; 9,63 ; 69,97 ; 114,37 
1071; KCP CIMINDI; 21,43 ; 14,51 ; 74,68 ; 110,62 
1077; KCP PETA; -   ; -   ; 0,09 ; 0,09 
1078; KCP SUMBER; 17,07 ; 4,14 ; 97,78 ; 118,99 
1107; KCP METRO TRADE CENTER; 22,44 ; 11,45 ; 71,61 ; 105,50 
1108; KCP ABDUL FATAH; -   ; -   ; 0,01 ; 0,01 
1139; KCP RANCAEKEK; 25,04 ; 3,42 ; 39,69 ; 68,15 
1140; KCP BANJARAN; 19,18 ; 7,30 ; 55,26 ; 81,74 
1141; KCP SUMMARECON BANDUNG; 24,67 ; 28,50 ; 61,44 ; 114,61 
1337; KCP CIKURUBUK; -   ; -   ; 0,00 ; 0,00 
1345; KCP GUNTUR; -   ; 0,00 ; 0,01 ; 0,01 
1346; KCP CIKAJANG; 10,89 ; 3,71 ; 67,33 ; 81,93 
1355; KCP CICURUG; 9,10 ; 14,98 ; 36,11 ; 60,19 
1437; KCP CIAWI TASIKMALAYA; 4,61 ; 5,31 ; 55,46 ; 65,38 
1596; KCP TELKOM BANDUNG; 9,33 ; 107,66 ; 39,46 ; 156,45 
1809; KCP MANGUNSARKORO; -   ; -   ; 0,00 ; 0,00 
2000; KCP CIHAMPELAS; -   ; 0,00 ; 0,01 ; 0,01 
2016; KCP LEMBANG; 26,33 ; 7,34 ; 61,18 ; 94,85 
2058; KCP BATUNUNGGAL; 50,25 ; 33,19 ; 55,19 ; 138,63 
2103; KCP Mekarwangi; -   ; -   ; 0,00 ; 0,00 
2104; KCP RIAU; 33,76 ; 10,80 ; 76,10 ; 120,66 
2105; KCP SUCI; 48,09 ; 14,41 ; 65,70 ; 128,21 
2128; KCP CILEDUG CIREBON; 10,16 ; 4,79 ; 83,19 ; 98,13 
2154; KCP ANTAPANI; 14,80 ; 7,47 ; 49,21 ; 71,48 
2155; KCP TAMAN KOPO INDAH; 14,15 ; 2,17 ; 63,29 ; 79,61 
2184; KCP TAMAN KOPO INDAH II; 20,20 ; 6,89 ; 73,77 ; 100,87 
2229; KCP SURADE; 4,95 ; 4,31 ; 33,11 ; 42,36 
2230; KCP CIRANJANG; 9,52 ; 2,42 ; 40,00 ; 51,94 
2231; KCP SUKANAGARA; 1,04 ; 2,44 ; 37,18 ; 40,67 
Grand Total;Grand Total; 809 ; 535 ; 2.219 ; 3.563 
