Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
517; KCP Cipanas; 58,86 ; 9,79 ; 68,75 ; 137,40 
542; KCP Pangandaran; 14,12 ; 5,57 ; 86,19 ; 105,88 
543; KCP Pelabuhan Ratu; 6,68 ; 33,25 ; 48,74 ; 88,66 
593; KCP ITB; 89,51 ; 85,20 ; 58,35 ; 233,06 
598; KCP BRI JATINANGOR; 17,87 ; 9,10 ; 127,39 ; 154,37 
599; KCP Patrol; 5,28 ; 9,27 ; 64,81 ; 79,35 
600; KCP SUMBER SARI; 8,00 ; 20,68 ; 63,04 ; 91,72 
601; KCP Weru; 37,97 ; 26,72 ; 121,79 ; 186,48 
650; KCP OTTO ISKANDARDINATA; 33,83 ; 4,44 ; 59,38 ; 97,64 
655; KCP SETRASARI; 53,14 ; 13,66 ; 80,34 ; 147,13 
656; KCP PADALARANG; 19,15 ; 4,94 ; 63,81 ; 87,91 
673; KCP PASIR KALIKI; -   ; 0,00 ; 0,00 ; 0,00 
674; KCP PASAR BARU BANDUNG DS; -   ; -   ; 0,00 ; 0,00 
675; KCP RAJAWALI BANDUNG; 29,65 ; 11,08 ; 53,26 ; 94,00 
1070; KCP CIJERAH; 38,86 ; 9,35 ; 69,77 ; 117,98 
1071; KCP CIMINDI; 21,42 ; 14,43 ; 75,77 ; 111,61 
1077; KCP PETA; -   ; -   ; 0,09 ; 0,09 
1078; KCP SUMBER; 17,07 ; 4,92 ; 96,55 ; 118,54 
1107; KCP METRO TRADE CENTER; 22,59 ; 10,53 ; 72,41 ; 105,53 
1108; KCP ABDUL FATAH; -   ; -   ; 0,01 ; 0,01 
1139; KCP RANCAEKEK; 25,12 ; 2,88 ; 38,68 ; 66,68 
1140; KCP BANJARAN; 19,31 ; 8,09 ; 55,51 ; 82,91 
1141; KCP SUMMARECON BANDUNG; 24,72 ; 29,25 ; 62,12 ; 116,09 
1337; KCP CIKURUBUK; -   ; -   ; 0,00 ; 0,00 
1345; KCP GUNTUR; -   ; 0,00 ; 0,01 ; 0,01 
1346; KCP CIKAJANG; 10,90 ; 3,96 ; 67,31 ; 82,16 
1355; KCP CICURUG; 9,12 ; 17,41 ; 35,52 ; 62,04 
1437; KCP CIAWI TASIKMALAYA; 4,61 ; 6,93 ; 53,48 ; 65,03 
1596; KCP TELKOM BANDUNG; 9,33 ; 107,10 ; 41,08 ; 157,50 
1809; KCP MANGUNSARKORO; -   ; -   ; 0,00 ; 0,00 
2000; KCP CIHAMPELAS; -   ; 0,00 ; 0,01 ; 0,01 
2016; KCP LEMBANG; 26,31 ; 8,13 ; 61,17 ; 95,60 
2058; KCP BATUNUNGGAL; 50,27 ; 29,92 ; 55,01 ; 135,21 
2103; KCP Mekarwangi; -   ; -   ; 0,00 ; 0,00 
2104; KCP RIAU; 33,85 ; 10,07 ; 78,32 ; 122,24 
2105; KCP SUCI; 48,30 ; 14,55 ; 63,28 ; 126,13 
2128; KCP CILEDUG CIREBON; 10,16 ; 7,99 ; 100,11 ; 118,25 
2154; KCP ANTAPANI; 14,71 ; 7,78 ; 47,93 ; 70,42 
2155; KCP TAMAN KOPO INDAH; 14,25 ; 2,30 ; 61,45 ; 78,00 
2184; KCP TAMAN KOPO INDAH II; 20,00 ; 9,20 ; 71,73 ; 100,92 
2229; KCP SURADE; 4,97 ; 4,31 ; 37,34 ; 46,61 
2230; KCP CIRANJANG; 9,47 ; 2,44 ; 38,91 ; 50,82 
2231; KCP SUKANAGARA; 1,04 ; 1,64 ; 36,60 ; 39,28 
Grand Total;Grand Total; 810 ; 547 ; 2.216 ; 3.573 
