Row Labels;uker; Deposito ; Giro ; Tabungan ; Grand Total 
517; KCP Cipanas; 59,02 ; 12,24 ; 69,56 ; 140,82 
542; KCP Pangandaran; 14,26 ; 5,08 ; 84,98 ; 104,31 
543; KCP Pelabuhan Ratu; 6,63 ; 32,16 ; 56,25 ; 95,05 
593; KCP ITB; 89,93 ; 95,27 ; 67,57 ; 252,77 
598; KCP BRI JATINANGOR; 17,84 ; 8,64 ; 125,63 ; 152,10 
599; KCP Patrol; 5,30 ; 7,32 ; 67,09 ; 79,71 
600; KCP SUMBER SARI; 8,19 ; 12,68 ; 66,88 ; 87,75 
601; KCP Weru; 38,00 ; 27,75 ; 121,22 ; 186,97 
650; KCP OTTO ISKANDARDINATA; 33,82 ; 3,94 ; 62,81 ; 100,57 
655; KCP SETRASARI; 53,33 ; 15,09 ; 97,05 ; 165,47 
656; KCP PADALARANG; 19,18 ; 7,93 ; 62,04 ; 89,16 
673; KCP PASIR KALIKI; -   ; 0,00 ; 0,00 ; 0,00 
674; KCP PASAR BARU BANDUNG DS; -   ; -   ; 0,00 ; 0,00 
675; KCP RAJAWALI BANDUNG; 29,65 ; 11,69 ; 54,19 ; 95,54 
1070; KCP CIJERAH; 38,55 ; 11,46 ; 69,25 ; 119,25 
1071; KCP CIMINDI; 21,42 ; 14,64 ; 72,42 ; 108,48 
1077; KCP PETA; -   ; -   ; 0,09 ; 0,09 
1078; KCP SUMBER; 17,68 ; 4,11 ; 95,03 ; 116,83 
1107; KCP METRO TRADE CENTER; 21,08 ; 7,21 ; 73,39 ; 101,68 
1108; KCP ABDUL FATAH; -   ; -   ; 0,01 ; 0,01 
1139; KCP RANCAEKEK; 25,12 ; 2,96 ; 40,44 ; 68,52 
1140; KCP BANJARAN; 17,44 ; 8,72 ; 55,61 ; 81,76 
1141; KCP SUMMARECON BANDUNG; 24,72 ; 28,98 ; 66,26 ; 119,96 
1337; KCP CIKURUBUK; -   ; -   ; 0,00 ; 0,00 
1345; KCP GUNTUR; -   ; 0,00 ; 0,01 ; 0,02 
1346; KCP CIKAJANG; 10,90 ; 4,32 ; 68,14 ; 83,35 
1355; KCP CICURUG; 6,12 ; 22,25 ; 43,06 ; 71,43 
1437; KCP CIAWI TASIKMALAYA; 4,84 ; 5,91 ; 51,60 ; 62,35 
1596; KCP TELKOM BANDUNG; 9,19 ; 108,91 ; 43,45 ; 161,55 
2000; KCP CIHAMPELAS; -   ; 0,00 ; 0,01 ; 0,01 
2016; KCP LEMBANG; 26,29 ; 8,02 ; 61,41 ; 95,72 
2058; KCP BATUNUNGGAL; 50,19 ; 33,01 ; 69,94 ; 153,15 
2103; KCP Mekarwangi; -   ; -   ; 0,00 ; 0,00 
2104; KCP RIAU; 33,81 ; 11,62 ; 79,85 ; 125,27 
2105; KCP SUCI; 49,23 ; 15,14 ; 61,61 ; 125,98 
2128; KCP CILEDUG CIREBON; 10,21 ; 6,70 ; 102,62 ; 119,53 
2154; KCP ANTAPANI; 14,91 ; 6,78 ; 49,74 ; 71,43 
2155; KCP TAMAN KOPO INDAH; 14,25 ; 2,45 ; 63,68 ; 80,38 
2184; KCP TAMAN KOPO INDAH II; 20,30 ; 8,36 ; 70,97 ; 99,64 
2229; KCP SURADE; 5,12 ; 4,81 ; 33,37 ; 43,30 
2230; KCP CIRANJANG; 9,68 ; 2,86 ; 36,57 ; 49,11 
2231; KCP SUKANAGARA; 1,04 ; 1,71 ; 37,09 ; 39,84 
Grand Total;Grand Total; 807 ; 561 ; 2.281 ; 3.649 
