Row L;uker; Deposito ; Giro ; Tabungan ; Grand Total 
5;Bandung AA (Konsolidasi-MB); 253 ; 350 ; 1.104 ; 1.707 
25;Garut (Konsolidasi-MB); 208 ; 98 ; 1.851 ; 2.158 
28;Indramayu (Konsolidasi-MB); 223 ; 94 ; 1.437 ; 1.754 
46;Majalengka (Konsolidasi-MB); 163 ; 53 ; 1.478 ; 1.695 
75;Purwakarta (Konsolidasi-MB); 258 ; 191 ; 955 ; 1.405 
92;Sukabumi (Konsolidasi-MB); 179 ; 80 ; 1.198 ; 1.457 
94;Sumedang (Konsolidasi-MB); 367 ; 64 ; 1.259 ; 1.690 
100;Tasikmalaya (Konsolidasi-MB); 146 ; 139 ; 1.448 ; 1.733 
104;Ciamis (Konsolidasi-MB); 135 ; 54 ; 1.129 ; 1.318 
105;Cianjur (Konsolidasi-MB); 324 ; 55 ; 1.390 ; 1.768 
107;Cirebon Kartini (Konsolidasi-MB); 576 ; 242 ; 1.956 ; 2.773 
123;Subang (Konsolidasi-MB); 162 ; 165 ; 1.000 ; 1.327 
132;Majalaya (Konsolidasi-MB); 196 ; 22 ; 1.183 ; 1.402 
133;Kuningan (Konsolidasi-MB); 272 ; 59 ; 1.538 ; 1.870 
137;Cimahi (Konsolidasi-MB); 622 ; 111 ; 1.859 ; 2.592 
161;Singaparna (Konsolidasi-MB); 166 ; 66 ; 944 ; 1.176 
162;Banjar (Konsolidasi-MB); 147 ; 58 ; 1.229 ; 1.433 
165;Jatibarang (Konsolidasi-MB); 135 ; 30 ; 1.475 ; 1.640 
181;Cibadak (Konsolidasi-MB); 158 ; 66 ; 992 ; 1.216 
286;Bandung Dewi Sartika (Konsolidasi-MB); 380 ; 257 ; 1.116 ; 1.753 
337;Bandung Naripan (Konsolidasi-MB); 287 ; 212 ; 864 ; 1.363 
354;Bandung A.H. Nasution (Konsolidasi-MB); 427 ; 176 ; 1.184 ; 1.787 
355;Pamanukan (Konsolidasi-MB); 99 ; 89 ; 952 ; 1.140 
389;Bandung Martadinata (Konsolidasi-MB); 283 ; 370 ; 735 ; 1.388 
401;Bandung Kopo (Konsolidasi-MB); 728 ; 155 ; 860 ; 1.743 
405;Bandung Dago (Konsolidasi-MB); 422 ; 249 ; 916 ; 1.587 
406;Cirebon Gunung Jati (Konsolidasi-MB); 199 ; 71 ; 1.196 ; 1.466 
407;Bandung Sukarno Hatta (Konsolidasi-MB); 382 ; 164 ; 826 ; 1.372 
408;Bandung Setiabudi (Konsolidasi-MB); 283 ; 86 ; 689 ; 1.058 
544;Soreang (Konsolidasi-MB); 193 ; 43 ; 1.056 ; 1.291 
Grand;; 8.375 ; 3.870 ; 35.820 ; 48.065 
