Row L;uker; Deposito ; Giro ; Tabungan ; Grand Total 
5;Bandung AA (Konsolidasi-MB); 615 ; 341 ; 1.213 ; 2.169 
25;Garut (Konsolidasi-MB); 223 ; 105 ; 1.900 ; 2.227 
28;Indramayu (Konsolidasi-MB); 225 ; 105 ; 1.431 ; 1.761 
46;Majalengka (Konsolidasi-MB); 174 ; 42 ; 1.497 ; 1.714 
75;Purwakarta (Konsolidasi-MB); 239 ; 88 ; 993 ; 1.320 
92;Sukabumi (Konsolidasi-MB); 173 ; 87 ; 1.186 ; 1.445 
94;Sumedang (Konsolidasi-MB); 364 ; 183 ; 1.263 ; 1.810 
100;Tasikmalaya (Konsolidasi-MB); 163 ; 110 ; 1.437 ; 1.710 
104;Ciamis (Konsolidasi-MB); 146 ; 55 ; 1.175 ; 1.376 
105;Cianjur (Konsolidasi-MB); 249 ; 75 ; 1.414 ; 1.737 
107;Cirebon Kartini (Konsolidasi-MB); 663 ; 220 ; 2.058 ; 2.941 
123;Subang (Konsolidasi-MB); 172 ; 162 ; 999 ; 1.333 
132;Majalaya (Konsolidasi-MB); 242 ; 21 ; 1.218 ; 1.481 
133;Kuningan (Konsolidasi-MB); 302 ; 73 ; 1.608 ; 1.983 
137;Cimahi (Konsolidasi-MB); 582 ; 417 ; 2.351 ; 3.350 
161;Singaparna (Konsolidasi-MB); 162 ; 38 ; 927 ; 1.128 
162;Banjar (Konsolidasi-MB); 152 ; 61 ; 1.223 ; 1.437 
165;Jatibarang (Konsolidasi-MB); 129 ; 34 ; 1.450 ; 1.614 
181;Cibadak (Konsolidasi-MB); 158 ; 84 ; 1.018 ; 1.260 
198;NWIL Bandung (Konsolidasi-MB); -   ; -   ; 0 ; 0 
286;Bandung Dewi Sartika (Konsolidasi-MB); 1.234 ; 317 ; 1.357 ; 2.908 
337;Bandung Naripan (Konsolidasi-MB); 342 ; 255 ; 814 ; 1.411 
354;Bandung A.H. Nasution (Konsolidasi-MB); 598 ; 262 ; 1.155 ; 2.015 
355;Pamanukan (Konsolidasi-MB); 102 ; 142 ; 860 ; 1.104 
389;Bandung Martadinata (Konsolidasi-MB); 581 ; 187 ; 725 ; 1.494 
401;Bandung Kopo (Konsolidasi-MB); 646 ; 145 ; 865 ; 1.656 
405;Bandung Dago (Konsolidasi-MB); 492 ; 247 ; 922 ; 1.660 
406;Cirebon Gunung Jati (Konsolidasi-MB); 235 ; 73 ; 1.255 ; 1.564 
407;Bandung Sukarno Hatta (Konsolidasi-MB); 608 ; 245 ; 804 ; 1.657 
408;Bandung Setiabudi (Konsolidasi-MB); 295 ; 99 ; 749 ; 1.144 
544;Soreang (Konsolidasi-MB); 213 ; 49 ; 1.078 ; 1.340 
Grand;; 10.478 ; 4.322 ; 36.947 ; 51.747 
