Row L;uker; Deposito ; Giro ; Tabungan ; Grand Total 
5; KC Bandung AA (Konsolidasi; 326 ; 301 ; 1.104 ; 1.731 
25; KC Garut (Konsolidasi; 259 ; 128 ; 1.795 ; 2.182 
28; KC Indramayu (Konsolidasi; 229 ; 85 ; 1.375 ; 1.690 
46; KC Majalengka (Konsolidasi; 155 ; 98 ; 1.419 ; 1.673 
75; KC Purwakarta (Konsolidasi; 259 ; 193 ; 967 ; 1.419 
92; KC Sukabumi (Konsolidasi; 181 ; 97 ; 1.240 ; 1.518 
94; KC Sumedang (Konsolidasi; 359 ; 86 ; 1.268 ; 1.713 
100; KC Tasikmalaya (Konsolidasi; 136 ; 126 ; 1.417 ; 1.679 
104; KC Ciamis (Konsolidasi; 135 ; 65 ; 1.109 ; 1.309 
105; KC Cianjur (Konsolidasi; 248 ; 57 ; 1.403 ; 1.708 
107; KC Cirebon Kartini (Konsolidasi; 567 ; 242 ; 1.854 ; 2.662 
123; KC Subang (Konsolidasi; 169 ; 144 ; 966 ; 1.279 
132; KC Majalaya (Konsolidasi; 196 ; 24 ; 1.146 ; 1.366 
133; KC Kuningan (Konsolidasi; 256 ; 63 ; 1.569 ; 1.888 
137; KC Cimahi (Konsolidasi; 651 ; 126 ; 1.868 ; 2.645 
161; KC Singaparna (Konsolidasi; 175 ; 61 ; 926 ; 1.162 
162; KC Banjar (Konsolidasi; 153 ; 63 ; 1.180 ; 1.396 
165; KC Jatibarang (Konsolidasi; 136 ; 41 ; 1.382 ; 1.559 
181; KC Cibadak (Konsolidasi; 151 ; 103 ; 976 ; 1.230 
286; KC Bandung Dewi Sartika (Konsolidasi; 394 ; 299 ; 1.222 ; 1.915 
337; KC Bandung Naripan (Konsolidasi; 298 ; 247 ; 919 ; 1.463 
354; KC Bandung A.H. Nasution (Konsolidasi; 422 ; 198 ; 1.196 ; 1.816 
355; KC Pamanukan (Konsolidasi; 99 ; 119 ; 844 ; 1.062 
389; KC Bandung Martadinata (Konsolidasi; 281 ; 156 ; 970 ; 1.407 
401; KC Bandung Kopo (Konsolidasi; 439 ; 96 ; 811 ; 1.347 
405; KC Bandung Dago (Konsolidasi; 449 ; 214 ; 993 ; 1.656 
406; KC Cirebon Gunung Jati (Konsolidasi; 267 ; 79 ; 1.212 ; 1.557 
407; KC Bandung Sukarno Hatta (Konsolidasi; 367 ; 138 ; 945 ; 1.449 
408; KC Bandung Setiabudi (Konsolidasi; 289 ; 101 ; 729 ; 1.119 
544; KC Soreang (Konsolidasi; 196 ; 80 ; 1.048 ; 1.324 
