Row L;uker; Deposito ; Giro ; Tabungan ; Grand Total 
5;Bandung AA (Konsolidasi-MB); 612 ; 336 ; 1.193 ; 2.141 
25;Garut (Konsolidasi-MB); 223 ; 94 ; 1.910 ; 2.227 
28;Indramayu (Konsolidasi-MB); 225 ; 110 ; 1.441 ; 1.776 
46;Majalengka (Konsolidasi-MB); 175 ; 41 ; 1.536 ; 1.752 
75;Purwakarta (Konsolidasi-MB); 240 ; 83 ; 987 ; 1.310 
92;Sukabumi (Konsolidasi-MB); 173 ; 90 ; 1.218 ; 1.480 
94;Sumedang (Konsolidasi-MB); 363 ; 185 ; 1.286 ; 1.833 
100;Tasikmalaya (Konsolidasi-MB); 163 ; 117 ; 1.458 ; 1.738 
104;Ciamis (Konsolidasi-MB); 147 ; 58 ; 1.182 ; 1.387 
105;Cianjur (Konsolidasi-MB); 249 ; 72 ; 1.463 ; 1.784 
107;Cirebon Kartini (Konsolidasi-MB); 662 ; 216 ; 2.072 ; 2.950 
123;Subang (Konsolidasi-MB); 172 ; 157 ; 1.011 ; 1.340 
132;Majalaya (Konsolidasi-MB); 246 ; 70 ; 1.221 ; 1.537 
133;Kuningan (Konsolidasi-MB); 303 ; 71 ; 1.613 ; 1.987 
137;Cimahi (Konsolidasi-MB); 581 ; 403 ; 2.364 ; 3.348 
161;Singaparna (Konsolidasi-MB); 162 ; 49 ; 951 ; 1.162 
162;Banjar (Konsolidasi-MB); 152 ; 54 ; 1.237 ; 1.443 
165;Jatibarang (Konsolidasi-MB); 130 ; 36 ; 1.445 ; 1.612 
181;Cibadak (Konsolidasi-MB); 159 ; 81 ; 1.017 ; 1.257 
198;NWIL Bandung (Konsolidasi-MB); -   ; -   ; 0 ; 0 
286;Bandung Dewi Sartika (Konsolidasi-MB); 1.234 ; 324 ; 1.351 ; 2.909 
337;Bandung Naripan (Konsolidasi-MB); 340 ; 258 ; 819 ; 1.417 
354;Bandung A.H. Nasution (Konsolidasi-MB); 606 ; 238 ; 1.167 ; 2.011 
355;Pamanukan (Konsolidasi-MB); 102 ; 131 ; 882 ; 1.115 
389;Bandung Martadinata (Konsolidasi-MB); 577 ; 161 ; 734 ; 1.472 
401;Bandung Kopo (Konsolidasi-MB); 647 ; 214 ; 895 ; 1.756 
405;Bandung Dago (Konsolidasi-MB); 493 ; 258 ; 941 ; 1.692 
406;Cirebon Gunung Jati (Konsolidasi-MB); 236 ; 89 ; 1.253 ; 1.578 
407;Bandung Sukarno Hatta (Konsolidasi-MB); 608 ; 224 ; 859 ; 1.691 
408;Bandung Setiabudi (Konsolidasi-MB); 295 ; 93 ; 743 ; 1.131 
544;Soreang (Konsolidasi-MB); 215 ; 45 ; 1.079 ; 1.339 
Grand;; 10.489 ; 4.356 ; 37.329 ; 52.174 
