Row L;uker; Deposito ; Giro ; Tabungan ; Grand Total 
5;Bandung AA (Konsolidasi-MB); 614 ; 335 ; 1.216 ; 2.165 
25;Garut (Konsolidasi-MB); 222 ; 89 ; 1.916 ; 2.228 
28;Indramayu (Konsolidasi-MB); 225 ; 111 ; 1.439 ; 1.775 
46;Majalengka (Konsolidasi-MB); 175 ; 43 ; 1.504 ; 1.722 
75;Purwakarta (Konsolidasi-MB); 240 ; 87 ; 993 ; 1.319 
92;Sukabumi (Konsolidasi-MB); 173 ; 91 ; 1.196 ; 1.460 
94;Sumedang (Konsolidasi-MB); 363 ; 183 ; 1.275 ; 1.822 
100;Tasikmalaya (Konsolidasi-MB); 163 ; 106 ; 1.452 ; 1.721 
104;Ciamis (Konsolidasi-MB); 146 ; 57 ; 1.180 ; 1.383 
105;Cianjur (Konsolidasi-MB); 249 ; 74 ; 1.429 ; 1.753 
107;Cirebon Kartini (Konsolidasi-MB); 663 ; 210 ; 2.069 ; 2.943 
123;Subang (Konsolidasi-MB); 172 ; 164 ; 1.000 ; 1.336 
132;Majalaya (Konsolidasi-MB); 246 ; 71 ; 1.223 ; 1.540 
133;Kuningan (Konsolidasi-MB); 302 ; 71 ; 1.616 ; 1.989 
137;Cimahi (Konsolidasi-MB); 581 ; 414 ; 2.357 ; 3.353 
161;Singaparna (Konsolidasi-MB); 162 ; 41 ; 940 ; 1.143 
162;Banjar (Konsolidasi-MB); 152 ; 57 ; 1.232 ; 1.442 
165;Jatibarang (Konsolidasi-MB); 130 ; 38 ; 1.445 ; 1.613 
181;Cibadak (Konsolidasi-MB); 158 ; 80 ; 1.031 ; 1.269 
198;NWIL Bandung (Konsolidasi-MB); -   ; -   ; 0 ; 0 
286;Bandung Dewi Sartika (Konsolidasi-MB); 1.233 ; 325 ; 1.354 ; 2.912 
337;Bandung Naripan (Konsolidasi-MB); 345 ; 258 ; 820 ; 1.423 
354;Bandung A.H. Nasution (Konsolidasi-MB); 596 ; 254 ; 1.161 ; 2.012 
355;Pamanukan (Konsolidasi-MB); 102 ; 147 ; 874 ; 1.123 
389;Bandung Martadinata (Konsolidasi-MB); 578 ; 195 ; 733 ; 1.506 
401;Bandung Kopo (Konsolidasi-MB); 646 ; 195 ; 898 ; 1.739 
405;Bandung Dago (Konsolidasi-MB); 492 ; 247 ; 923 ; 1.663 
406;Cirebon Gunung Jati (Konsolidasi-MB); 236 ; 84 ; 1.262 ; 1.582 
407;Bandung Sukarno Hatta (Konsolidasi-MB); 608 ; 220 ; 858 ; 1.685 
408;Bandung Setiabudi (Konsolidasi-MB); 295 ; 97 ; 746 ; 1.137 
544;Soreang (Konsolidasi-MB); 213 ; 49 ; 1.083 ; 1.345 
Grand;; 10.480 ; 4.394 ; 37.227 ; 52.101 
