Row L;uker; Deposito ; Giro ; Tabungan ; Grand Total 
5;Bandung AA (Konsolidasi-MB); 615 ; 324 ; 1.213 ; 2.152 
25;Garut (Konsolidasi-MB); 222 ; 174 ; 1.909 ; 2.306 
28;Indramayu (Konsolidasi-MB); 225 ; 95 ; 1.448 ; 1.768 
46;Majalengka (Konsolidasi-MB); 174 ; 42 ; 1.508 ; 1.725 
75;Purwakarta (Konsolidasi-MB); 238 ; 95 ; 1.024 ; 1.357 
92;Sukabumi (Konsolidasi-MB); 173 ; 81 ; 1.241 ; 1.496 
94;Sumedang (Konsolidasi-MB); 363 ; 181 ; 1.276 ; 1.821 
100;Tasikmalaya (Konsolidasi-MB); 163 ; 115 ; 1.441 ; 1.719 
104;Ciamis (Konsolidasi-MB); 145 ; 57 ; 1.190 ; 1.392 
105;Cianjur (Konsolidasi-MB); 252 ; 73 ; 1.428 ; 1.754 
107;Cirebon Kartini (Konsolidasi-MB); 662 ; 260 ; 2.071 ; 2.993 
123;Subang (Konsolidasi-MB); 172 ; 165 ; 1.008 ; 1.345 
132;Majalaya (Konsolidasi-MB); 239 ; 22 ; 1.230 ; 1.490 
133;Kuningan (Konsolidasi-MB); 302 ; 76 ; 1.624 ; 2.002 
137;Cimahi (Konsolidasi-MB); 582 ; 409 ; 2.365 ; 3.356 
161;Singaparna (Konsolidasi-MB); 162 ; 42 ; 941 ; 1.145 
162;Banjar (Konsolidasi-MB); 155 ; 58 ; 1.229 ; 1.442 
165;Jatibarang (Konsolidasi-MB); 130 ; 26 ; 1.457 ; 1.613 
181;Cibadak (Konsolidasi-MB); 155 ; 85 ; 1.040 ; 1.279 
198;NWIL Bandung (Konsolidasi-MB); -   ; -   ; 0 ; 0 
286;Bandung Dewi Sartika (Konsolidasi-MB); 1.234 ; 314 ; 1.339 ; 2.887 
337;Bandung Naripan (Konsolidasi-MB); 349 ; 267 ; 841 ; 1.457 
354;Bandung A.H. Nasution (Konsolidasi-MB); 604 ; 259 ; 1.216 ; 2.079 
355;Pamanukan (Konsolidasi-MB); 103 ; 144 ; 872 ; 1.118 
389;Bandung Martadinata (Konsolidasi-MB); 585 ; 173 ; 751 ; 1.509 
401;Bandung Kopo (Konsolidasi-MB); 646 ; 180 ; 891 ; 1.716 
405;Bandung Dago (Konsolidasi-MB); 496 ; 260 ; 952 ; 1.708 
406;Cirebon Gunung Jati (Konsolidasi-MB); 233 ; 78 ; 1.268 ; 1.579 
407;Bandung Sukarno Hatta (Konsolidasi-MB); 606 ; 232 ; 865 ; 1.704 
408;Bandung Setiabudi (Konsolidasi-MB); 295 ; 97 ; 767 ; 1.160 
544;Soreang (Konsolidasi-MB); 228 ; 53 ; 1.088 ; 1.369 
Grand;; 10.507 ; 4.439 ; 37.494 ; 52.440 
