Row L;uker; Deposito ; Giro ; Tabungan ; Grand Total 
5;Bandung AA (Konsolidasi-MB); 611 ; 346 ; 1.183 ; 2.140 
25;Garut (Konsolidasi-MB); 222 ; 97 ; 1.928 ; 2.248 
28;Indramayu (Konsolidasi-MB); 225 ; 105 ; 1.456 ; 1.786 
46;Majalengka (Konsolidasi-MB); 174 ; 43 ; 1.520 ; 1.738 
75;Purwakarta (Konsolidasi-MB); 247 ; 87 ; 990 ; 1.324 
92;Sukabumi (Konsolidasi-MB); 173 ; 92 ; 1.217 ; 1.483 
94;Sumedang (Konsolidasi-MB); 363 ; 171 ; 1.283 ; 1.817 
100;Tasikmalaya (Konsolidasi-MB); 163 ; 116 ; 1.459 ; 1.737 
104;Ciamis (Konsolidasi-MB); 147 ; 57 ; 1.184 ; 1.387 
105;Cianjur (Konsolidasi-MB); 248 ; 61 ; 1.460 ; 1.769 
107;Cirebon Kartini (Konsolidasi-MB); 662 ; 206 ; 2.068 ; 2.936 
123;Subang (Konsolidasi-MB); 172 ; 161 ; 1.005 ; 1.338 
132;Majalaya (Konsolidasi-MB); 247 ; 21 ; 1.221 ; 1.489 
133;Kuningan (Konsolidasi-MB); 304 ; 73 ; 1.616 ; 1.994 
137;Cimahi (Konsolidasi-MB); 577 ; 421 ; 2.367 ; 3.365 
161;Singaparna (Konsolidasi-MB); 162 ; 47 ; 944 ; 1.153 
162;Banjar (Konsolidasi-MB); 156 ; 56 ; 1.239 ; 1.451 
165;Jatibarang (Konsolidasi-MB); 130 ; 44 ; 1.454 ; 1.628 
181;Cibadak (Konsolidasi-MB); 159 ; 90 ; 1.022 ; 1.271 
198;NWIL Bandung (Konsolidasi-MB); -   ; -   ; 0 ; 0 
286;Bandung Dewi Sartika (Konsolidasi-MB); 1.234 ; 348 ; 1.083 ; 2.665 
337;Bandung Naripan (Konsolidasi-MB); 348 ; 250 ; 824 ; 1.421 
354;Bandung A.H. Nasution (Konsolidasi-MB); 605 ; 260 ; 1.149 ; 2.014 
355;Pamanukan (Konsolidasi-MB); 97 ; 127 ; 885 ; 1.110 
389;Bandung Martadinata (Konsolidasi-MB); 717 ; 302 ; 732 ; 1.751 
401;Bandung Kopo (Konsolidasi-MB); 629 ; 183 ; 893 ; 1.705 
405;Bandung Dago (Konsolidasi-MB); 496 ; 236 ; 931 ; 1.663 
406;Cirebon Gunung Jati (Konsolidasi-MB); 237 ; 86 ; 1.247 ; 1.570 
407;Bandung Sukarno Hatta (Konsolidasi-MB); 578 ; 273 ; 900 ; 1.751 
408;Bandung Setiabudi (Konsolidasi-MB); 294 ; 98 ; 738 ; 1.131 
544;Soreang (Konsolidasi-MB); 234 ; 42 ; 1.054 ; 1.331 
Grand;; 10.611 ; 4.500 ; 37.053 ; 52.164 
