Row L;uker; Deposito ; Giro ; Tabungan ; Grand Total 
5;Bandung AA (Konsolidasi-MB); 612 ; 345 ; 1.183 ; 2.140 
25;Garut (Konsolidasi-MB); 223 ; 97 ; 1.900 ; 2.221 
28;Indramayu (Konsolidasi-MB); 225 ; 107 ; 1.435 ; 1.767 
46;Majalengka (Konsolidasi-MB); 175 ; 42 ; 1.556 ; 1.773 
75;Purwakarta (Konsolidasi-MB); 240 ; 94 ; 980 ; 1.313 
92;Sukabumi (Konsolidasi-MB); 173 ; 85 ; 1.182 ; 1.440 
94;Sumedang (Konsolidasi-MB); 363 ; 184 ; 1.305 ; 1.852 
100;Tasikmalaya (Konsolidasi-MB); 163 ; 108 ; 1.470 ; 1.741 
104;Ciamis (Konsolidasi-MB); 147 ; 58 ; 1.178 ; 1.382 
105;Cianjur (Konsolidasi-MB); 248 ; 70 ; 1.501 ; 1.818 
107;Cirebon Kartini (Konsolidasi-MB); 662 ; 204 ; 2.071 ; 2.937 
123;Subang (Konsolidasi-MB); 172 ; 158 ; 1.026 ; 1.356 
132;Majalaya (Konsolidasi-MB); 246 ; 22 ; 1.218 ; 1.486 
133;Kuningan (Konsolidasi-MB); 304 ; 71 ; 1.603 ; 1.978 
137;Cimahi (Konsolidasi-MB); 582 ; 403 ; 2.354 ; 3.339 
161;Singaparna (Konsolidasi-MB); 162 ; 44 ; 965 ; 1.170 
162;Banjar (Konsolidasi-MB); 156 ; 53 ; 1.243 ; 1.453 
165;Jatibarang (Konsolidasi-MB); 131 ; 39 ; 1.449 ; 1.619 
181;Cibadak (Konsolidasi-MB); 158 ; 81 ; 1.014 ; 1.253 
198;NWIL Bandung (Konsolidasi-MB); -   ; -   ; 0 ; 0 
286;Bandung Dewi Sartika (Konsolidasi-MB); 1.236 ; 327 ; 1.078 ; 2.642 
337;Bandung Naripan (Konsolidasi-MB); 339 ; 246 ; 820 ; 1.404 
354;Bandung A.H. Nasution (Konsolidasi-MB); 605 ; 252 ; 1.138 ; 1.995 
355;Pamanukan (Konsolidasi-MB); 102 ; 127 ; 890 ; 1.119 
389;Bandung Martadinata (Konsolidasi-MB); 572 ; 220 ; 731 ; 1.523 
401;Bandung Kopo (Konsolidasi-MB); 647 ; 213 ; 866 ; 1.726 
405;Bandung Dago (Konsolidasi-MB); 491 ; 234 ; 923 ; 1.648 
406;Cirebon Gunung Jati (Konsolidasi-MB); 236 ; 82 ; 1.244 ; 1.561 
407;Bandung Sukarno Hatta (Konsolidasi-MB); 577 ; 276 ; 809 ; 1.662 
408;Bandung Setiabudi (Konsolidasi-MB); 295 ; 90 ; 742 ; 1.127 
544;Soreang (Konsolidasi-MB); 215 ; 38 ; 1.075 ; 1.328 
Grand;; 10.456 ; 4.371 ; 36.946 ; 51.774 
