Row L;uker; Deposito ; Giro ; Tabungan ; Grand Total 
5;Bandung AA (Konsolidasi-MB); 612 ; 342 ; 1.182 ; 2.136 
25;Garut (Konsolidasi-MB); 223 ; 124 ; 1.917 ; 2.264 
28;Indramayu (Konsolidasi-MB); 225 ; 107 ; 1.443 ; 1.775 
46;Majalengka (Konsolidasi-MB); 175 ; 43 ; 1.499 ; 1.716 
75;Purwakarta (Konsolidasi-MB); 240 ; 93 ; 982 ; 1.315 
92;Sukabumi (Konsolidasi-MB); 173 ; 83 ; 1.184 ; 1.440 
94;Sumedang (Konsolidasi-MB); 363 ; 172 ; 1.264 ; 1.799 
100;Tasikmalaya (Konsolidasi-MB); 163 ; 110 ; 1.448 ; 1.721 
104;Ciamis (Konsolidasi-MB); 147 ; 55 ; 1.184 ; 1.386 
105;Cianjur (Konsolidasi-MB); 248 ; 60 ; 1.434 ; 1.742 
107;Cirebon Kartini (Konsolidasi-MB); 661 ; 198 ; 2.067 ; 2.926 
123;Subang (Konsolidasi-MB); 172 ; 160 ; 998 ; 1.330 
132;Majalaya (Konsolidasi-MB); 247 ; 21 ; 1.224 ; 1.492 
133;Kuningan (Konsolidasi-MB); 304 ; 69 ; 1.610 ; 1.982 
137;Cimahi (Konsolidasi-MB); 582 ; 424 ; 2.356 ; 3.362 
161;Singaparna (Konsolidasi-MB); 162 ; 44 ; 928 ; 1.135 
162;Banjar (Konsolidasi-MB); 155 ; 58 ; 1.231 ; 1.445 
165;Jatibarang (Konsolidasi-MB); 130 ; 39 ; 1.446 ; 1.615 
181;Cibadak (Konsolidasi-MB); 158 ; 87 ; 1.017 ; 1.262 
198;NWIL Bandung (Konsolidasi-MB); -   ; -   ; 0 ; 0 
286;Bandung Dewi Sartika (Konsolidasi-MB); 1.237 ; 334 ; 1.076 ; 2.647 
337;Bandung Naripan (Konsolidasi-MB); 344 ; 249 ; 825 ; 1.418 
354;Bandung A.H. Nasution (Konsolidasi-MB); 605 ; 246 ; 1.146 ; 1.997 
355;Pamanukan (Konsolidasi-MB); 102 ; 127 ; 868 ; 1.097 
389;Bandung Martadinata (Konsolidasi-MB); 721 ; 285 ; 728 ; 1.734 
401;Bandung Kopo (Konsolidasi-MB); 628 ; 213 ; 869 ; 1.711 
405;Bandung Dago (Konsolidasi-MB); 490 ; 230 ; 923 ; 1.643 
406;Cirebon Gunung Jati (Konsolidasi-MB); 236 ; 82 ; 1.239 ; 1.557 
407;Bandung Sukarno Hatta (Konsolidasi-MB); 577 ; 297 ; 807 ; 1.682 
408;Bandung Setiabudi (Konsolidasi-MB); 295 ; 96 ; 739 ; 1.130 
544;Soreang (Konsolidasi-MB); 215 ; 43 ; 1.060 ; 1.317 
Grand;; 10.589 ; 4.491 ; 36.698 ; 51.778 
