Row L;uker; Deposito ; Giro ; Tabungan ; Grand Total 
5;Bandung AA (Konsolidasi-MB); 611 ; 350 ; 1.199 ; 2.159 
25;Garut (Konsolidasi-MB); 222 ; 94 ; 1.924 ; 2.240 
28;Indramayu (Konsolidasi-MB); 225 ; 96 ; 1.460 ; 1.781 
46;Majalengka (Konsolidasi-MB); 174 ; 43 ; 1.504 ; 1.721 
75;Purwakarta (Konsolidasi-MB); 249 ; 90 ; 996 ; 1.335 
92;Sukabumi (Konsolidasi-MB); 173 ; 85 ; 1.196 ; 1.454 
94;Sumedang (Konsolidasi-MB); 363 ; 167 ; 1.278 ; 1.809 
100;Tasikmalaya (Konsolidasi-MB); 163 ; 113 ; 1.449 ; 1.725 
104;Ciamis (Konsolidasi-MB); 148 ; 59 ; 1.180 ; 1.386 
105;Cianjur (Konsolidasi-MB); 248 ; 57 ; 1.441 ; 1.746 
107;Cirebon Kartini (Konsolidasi-MB); 662 ; 202 ; 2.076 ; 2.940 
123;Subang (Konsolidasi-MB); 172 ; 159 ; 1.006 ; 1.337 
132;Majalaya (Konsolidasi-MB); 247 ; 21 ; 1.229 ; 1.496 
133;Kuningan (Konsolidasi-MB); 304 ; 73 ; 1.621 ; 1.998 
137;Cimahi (Konsolidasi-MB); 576 ; 406 ; 2.385 ; 3.368 
161;Singaparna (Konsolidasi-MB); 162 ; 53 ; 933 ; 1.148 
162;Banjar (Konsolidasi-MB); 158 ; 55 ; 1.223 ; 1.435 
165;Jatibarang (Konsolidasi-MB); 128 ; 28 ; 1.464 ; 1.620 
181;Cibadak (Konsolidasi-MB); 159 ; 99 ; 1.022 ; 1.280 
198;NWIL Bandung (Konsolidasi-MB); -   ; -   ; 0 ; 0 
286;Bandung Dewi Sartika (Konsolidasi-MB); 1.194 ; 364 ; 1.077 ; 2.635 
337;Bandung Naripan (Konsolidasi-MB); 350 ; 238 ; 826 ; 1.414 
354;Bandung A.H. Nasution (Konsolidasi-MB); 606 ; 263 ; 1.155 ; 2.024 
355;Pamanukan (Konsolidasi-MB); 98 ; 133 ; 877 ; 1.108 
389;Bandung Martadinata (Konsolidasi-MB); 714 ; 285 ; 733 ; 1.732 
401;Bandung Kopo (Konsolidasi-MB); 629 ; 119 ; 894 ; 1.642 
405;Bandung Dago (Konsolidasi-MB); 493 ; 224 ; 935 ; 1.652 
406;Cirebon Gunung Jati (Konsolidasi-MB); 237 ; 77 ; 1.250 ; 1.564 
407;Bandung Sukarno Hatta (Konsolidasi-MB); 577 ; 250 ; 868 ; 1.695 
408;Bandung Setiabudi (Konsolidasi-MB); 295 ; 100 ; 738 ; 1.133 
544;Soreang (Konsolidasi-MB); 232 ; 42 ; 1.052 ; 1.326 
Grand;; 10.568 ; 4.343 ; 36.993 ; 51.904 
