Row L;uker;Deposito;Giro;Tabungan;Grand Total
5; KC Bandung AA (Konsolidasi;359;253;985;1.597
25; KC Garut (Konsolidasi;267;111;1.777;2.154
28; KC Indramayu (Konsolidasi;235;73;1.351;1.659
46; KC Majalengka (Konsolidasi;160;95;1.412;1.667
75; KC Purwakarta (Konsolidasi;254;162;948;1.364
92; KC Sukabumi (Konsolidasi;180;90;1.155;1.425
94; KC Sumedang (Konsolidasi;360;82;1.263;1.705
100; KC Tasikmalaya (Konsolidasi;143;102;1.364;1.609
104; KC Ciamis (Konsolidasi;137;68;1.104;1.309
105; KC Cianjur (Konsolidasi;251;52;1.300;1.603
107; KC Cirebon Kartini (Konsolidasi;559;241;1.671;2.471
123; KC Subang (Konsolidasi;174;130;956;1.260
132; KC Majalaya (Konsolidasi;198;29;1.134;1.360
133; KC Kuningan (Konsolidasi;253;58;1.549;1.859
137; KC Cimahi (Konsolidasi;669;104;1.801;2.574
161; KC Singaparna (Konsolidasi;179;48;892;1.119
162; KC Banjar (Konsolidasi;153;64;1.134;1.352
165; KC Jatibarang (Konsolidasi;137;30;1.341;1.507
181; KC Cibadak (Konsolidasi;157;77;954;1.188
286; KC Bandung Dewi Sartika (Konsolidasi;395;280;1.035;1.710
337; KC Bandung Naripan (Konsolidasi;292;304;858;1.453
354; KC Bandung A.H. Nasution (Konsolidasi;420;205;1.093;1.717
355; KC Pamanukan (Konsolidasi;100;90;857;1.046
389; KC Bandung Martadinata (Konsolidasi;290;106;724;1.120
401; KC Bandung Kopo (Konsolidasi;635;82;850;1.567
405; KC Bandung Dago (Konsolidasi;445;160;862;1.467
406; KC Cirebon Gunung Jati (Konsolidasi;221;82;1.169;1.471
407; KC Bandung Sukarno Hatta (Konsolidasi;332;151;811;1.295
408; KC Bandung Setiabudi (Konsolidasi;302;107;720;1.128
544; KC Soreang (Konsolidasi;201;87;1.005;1.293
