Row L;uker; Deposito ; Giro ; Tabungan ; Grand Total 
5;Bandung AA (Konsolidasi-MB); 612 ; 336 ; 1.184 ; 2.132 
25;Garut (Konsolidasi-MB); 223 ; 94 ; 1.907 ; 2.223 
28;Indramayu (Konsolidasi-MB); 225 ; 110 ; 1.431 ; 1.765 
46;Majalengka (Konsolidasi-MB); 175 ; 42 ; 1.516 ; 1.732 
75;Purwakarta (Konsolidasi-MB); 239 ; 83 ; 979 ; 1.302 
92;Sukabumi (Konsolidasi-MB); 173 ; 92 ; 1.214 ; 1.479 
94;Sumedang (Konsolidasi-MB); 363 ; 185 ; 1.265 ; 1.813 
100;Tasikmalaya (Konsolidasi-MB); 163 ; 116 ; 1.449 ; 1.728 
104;Ciamis (Konsolidasi-MB); 147 ; 59 ; 1.177 ; 1.382 
105;Cianjur (Konsolidasi-MB); 249 ; 70 ; 1.440 ; 1.759 
107;Cirebon Kartini (Konsolidasi-MB); 663 ; 215 ; 2.055 ; 2.934 
123;Subang (Konsolidasi-MB); 171 ; 158 ; 994 ; 1.323 
132;Majalaya (Konsolidasi-MB); 246 ; 72 ; 1.217 ; 1.535 
133;Kuningan (Konsolidasi-MB); 303 ; 71 ; 1.607 ; 1.980 
137;Cimahi (Konsolidasi-MB); 581 ; 403 ; 2.352 ; 3.336 
161;Singaparna (Konsolidasi-MB); 162 ; 46 ; 937 ; 1.145 
162;Banjar (Konsolidasi-MB); 152 ; 55 ; 1.226 ; 1.433 
165;Jatibarang (Konsolidasi-MB); 130 ; 36 ; 1.444 ; 1.611 
181;Cibadak (Konsolidasi-MB); 158 ; 84 ; 1.015 ; 1.257 
198;NWIL Bandung (Konsolidasi-MB); -   ; -   ; 0 ; 0 
286;Bandung Dewi Sartika (Konsolidasi-MB); 1.234 ; 328 ; 1.346 ; 2.908 
337;Bandung Naripan (Konsolidasi-MB); 340 ; 255 ; 816 ; 1.411 
354;Bandung A.H. Nasution (Konsolidasi-MB); 606 ; 242 ; 1.158 ; 2.006 
355;Pamanukan (Konsolidasi-MB); 102 ; 130 ; 875 ; 1.106 
389;Bandung Martadinata (Konsolidasi-MB); 577 ; 166 ; 729 ; 1.472 
401;Bandung Kopo (Konsolidasi-MB); 647 ; 220 ; 890 ; 1.758 
405;Bandung Dago (Konsolidasi-MB); 493 ; 262 ; 937 ; 1.692 
406;Cirebon Gunung Jati (Konsolidasi-MB); 236 ; 88 ; 1.247 ; 1.571 
407;Bandung Sukarno Hatta (Konsolidasi-MB); 608 ; 228 ; 854 ; 1.690 
408;Bandung Setiabudi (Konsolidasi-MB); 295 ; 95 ; 740 ; 1.130 
544;Soreang (Konsolidasi-MB); 215 ; 45 ; 1.073 ; 1.334 
Grand;; 10.486 ; 4.387 ; 37.071 ; 51.945 
