UKER;KC Purwakarta;KC Subang;KC Indramayu;KC Jatibarang;KC Pamanukan;KC Sumedang;KC Majalengka;KC Cirebon Gunung Jati;KC Kuningan;KC Cirebon Kartini;KC Singaparna;KC Tasikmalaya;KC Garut;KC Ciamis;KC Banjar;KC Cibadak;KC Sukabumi;KC Cimahi;KC Cianjur;KC Soreang;KC Majalaya;KC Bandung Sukarno Hatta;KC Bandung A.H. Nasution;KC Bandung Dewi Sartika;KC Bandung Setiabudi;KC Bandung Naripan;KC Bandung Kopo;KC Bandung Dago;KC Bandung Martadinata;KC Bandung AA
12-Feb;GIRO; 172 ; 145 ; 66 ; 31 ; 80 ; 56 ; 95 ; 65 ; 51 ; 195 ; 53 ; 96 ; 96 ; 70 ; 53 ; 38 ; 79 ; 71 ; 38 ; 50 ; 14 ; 92 ; 167 ; 178 ; 86 ; 222 ; 60 ; 103 ; 95 ; 316 
13-Feb;GIRO; 178 ; 145 ; 69 ; 30 ; 77 ; 54 ; 95 ; 67 ; 58 ; 190 ; 52 ; 101 ; 94 ; 69 ; 56 ; 36 ; 79 ; 74 ; 37 ; 53 ; 15 ; 96 ; 174 ; 165 ; 86 ; 227 ; 70 ; 105 ; 96 ; 288 
14-Feb;GIRO; 179 ; 147 ; 69 ; 27 ; 76 ; 54 ; 96 ; 67 ; 60 ; 194 ; 51 ; 104 ; 95 ; 68 ; 56 ; 35 ; 82 ; 75 ; 37 ; 54 ; 14 ; 98 ; 173 ; 169 ; 87 ; 223 ; 72 ; 106 ; 98 ; 289 
15-Feb;GIRO; 179 ; 146 ; 70 ; 27 ; 77 ; 54 ; 96 ; 68 ; 55 ; 196 ; 53 ; 103 ; 95 ; 68 ; 56 ; 35 ; 83 ; 75 ; 38 ; 54 ; 16 ; 102 ; 172 ; 172 ; 87 ; 225 ; 74 ; 107 ; 100 ; 290 
16-Feb;GIRO; 179 ; 146 ; 70 ; 28 ; 77 ; 54 ; 97 ; 69 ; 55 ; 207 ; 53 ; 98 ; 95 ; 68 ; 57 ; 36 ; 85 ; 76 ; 38 ; 55 ; 15 ; 106 ; 174 ; 177 ; 87 ; 220 ; 75 ; 111 ; 105 ; 291 
17-Feb;GIRO; 179 ; 146 ; 72 ; 27 ; 77 ; 54 ; 98 ; 67 ; 56 ; 213 ; 54 ; 99 ; 96 ; 68 ; 58 ; 36 ; 88 ; 76 ; 38 ; 53 ; 16 ; 110 ; 174 ; 180 ; 87 ; 210 ; 76 ; 115 ; 109 ; 293 
18-Feb;GIRO; 180 ; 147 ; 68 ; 28 ; 77 ; 58 ; 96 ; 72 ; 51 ; 205 ; 55 ; 99 ; 92 ; 66 ; 59 ; 37 ; 80 ; 78 ; 38 ; 63 ; 15 ; 93 ; 175 ; 177 ; 88 ; 219 ; 60 ; 102 ; 96 ; 295 
19-Feb;GIRO; 173 ; 147 ; 68 ; 32 ; 80 ; 56 ; 97 ; 70 ; 55 ; 202 ; 55 ; 101 ; 97 ; 68 ; 52 ; 38 ; 78 ; 74 ; 36 ; 62 ; 13 ; 91 ; 177 ; 170 ; 86 ; 224 ; 63 ; 96 ; 98 ; 290 
20-Feb;GIRO; 183 ; 147 ; 68 ; 33 ; 72 ; 60 ; 95 ; 71 ; 62 ; 198 ; 55 ; 101 ; 98 ; 68 ; 54 ; 38 ; 84 ; 71 ; 37 ; 63 ; 14 ; 100 ; 177 ; 170 ; 86 ; 228 ; 74 ; 106 ; 99 ; 290 
21-Feb;GIRO; 183 ; 147 ; 70 ; 33 ; 71 ; 56 ; 94 ; 74 ; 62 ; 202 ; 55 ; 101 ; 99 ; 68 ; 54 ; 39 ; 86 ; 72 ; 35 ; 63 ; 15 ; 108 ; 177 ; 175 ; 87 ; 226 ; 76 ; 105 ; 103 ; 289 
22-Feb;GIRO; 183 ; 147 ; 73 ; 33 ; 72 ; 56 ; 95 ; 73 ; 63 ; 205 ; 55 ; 102 ; 98 ; 68 ; 55 ; 40 ; 86 ; 73 ; 35 ; 62 ; 15 ; 110 ; 178 ; 178 ; 87 ; 217 ; 77 ; 108 ; 107 ; 289 
23-Feb;GIRO; 187 ; 144 ; 71 ; 32 ; 100 ; 58 ; 94 ; 72 ; 60 ; 192 ; 58 ; 103 ; 97 ; 67 ; 58 ; 39 ; 82 ; 75 ; 36 ; 62 ; 14 ; 104 ; 179 ; 166 ; 85 ; 211 ; 66 ; 105 ; 92 ; 289 
24-Feb;GIRO; 196 ; 147 ; 77 ; 32 ; 108 ; 57 ; 95 ; 69 ; 54 ; 197 ; 58 ; 98 ; 97 ; 64 ; 59 ; 36 ; 79 ; 75 ; 36 ; 69 ; 14 ; 88 ; 184 ; 148 ; 77 ; 211 ; 65 ; 106 ; 95 ; 287 
25-Feb;GIRO; 184 ; 149 ; 72 ; 30 ; 105 ; 55 ; 94 ; 71 ; 55 ; 222 ; 63 ; 103 ; 97 ; 66 ; 60 ; 38 ; 82 ; 78 ; 35 ; 69 ; 15 ; 86 ; 182 ; 200 ; 74 ; 215 ; 64 ; 112 ; 91 ; 278 
26-Feb;GIRO; 188 ; 149 ; 73 ; 32 ; 103 ; 57 ; 94 ; 68 ; 54 ; 227 ; 60 ; 103 ; 118 ; 65 ; 56 ; 39 ; 82 ; 83 ; 36 ; 69 ; 14 ; 82 ; 182 ; 189 ; 74 ; 207 ; 66 ; 115 ; 87 ; 278 
27-Feb;GIRO; 196 ; 142 ; 72 ; 35 ; 119 ; 62 ; 95 ; 66 ; 60 ; 202 ; 59 ; 115 ; 111 ; 66 ; 58 ; 43 ; 82 ; 98 ; 37 ; 70 ; 22 ; 95 ; 187 ; 153 ; 78 ; 208 ; 66 ; 155 ; 86 ; 287 
28-Feb;GIRO; 193 ; 144 ; 80 ; 41 ; 119 ; 62 ; 98 ; 68 ; 63 ; 210 ; 61 ; 120 ; 120 ; 65 ; 61 ; 43 ; 94 ; 98 ; 42 ; 70 ; 21 ; 99 ; 183 ; 186 ; 77 ; 206 ; 70 ; 155 ; 138 ; 288 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01-Mar;GIRO; 101 ; 91 ; 97 ; 55 ; 69 ; 69 ; 70 ; 60 ; 88 ; 218 ; 67 ; 109 ; 116 ; 61 ; 45 ; 48 ; 100 ; 145 ; 69 ; 67 ; 52 ; 93 ; 204 ; 210 ; 76 ; 153 ; 56 ; 157 ; 125 ; 301 
02-Mar;GIRO; 105 ; 104 ; 101 ; 57 ; 73 ; 69 ; 73 ; 62 ; 90 ; 224 ; 69 ; 108 ; 135 ; 63 ; 45 ; 48 ; 89 ; 138 ; 70 ; 69 ; 51 ; 98 ; 213 ; 223 ; 78 ; 161 ; 68 ; 157 ; 110 ; 298 
03-Mar;GIRO; 102 ; 100 ; 95 ; 55 ; 65 ; 62 ; 71 ; 59 ; 83 ; 215 ; 64 ; 105 ; 117 ; 60 ; 43 ; 46 ; 86 ; 133 ; 65 ; 64 ; 49 ; 78 ; 208 ; 209 ; 73 ; 156 ; 66 ; 140 ; 106 ; 284 
04-Mar;GIRO; 102 ; 99 ; 96 ; 57 ; 68 ; 63 ; 71 ; 60 ; 83 ; 218 ; 65 ; 107 ; 121 ; 61 ; 44 ; 46 ; 88 ; 133 ; 66 ; 61 ; 49 ; 73 ; 209 ; 213 ; 72 ; 157 ; 67 ; 145 ; 75 ; 290 
05-Mar;GIRO; 102 ; 97 ; 96 ; 57 ; 67 ; 63 ; 72 ; 62 ; 83 ; 220 ; 64 ; 107 ; 114 ; 61 ; 42 ; 46 ; 86 ; 132 ; 68 ; 60 ; 49 ; 73 ; 207 ; 209 ; 73 ; 158 ; 63 ; 139 ; 76 ; 302 
06-Mar;GIRO; 105 ; 96 ; 99 ; 58 ; 75 ; 65 ; 73 ; 56 ; 84 ; 223 ; 66 ; 109 ; 115 ; 62 ; 42 ; 46 ; 89 ; 133 ; 69 ; 62 ; 51 ; 74 ; 206 ; 208 ; 75 ; 160 ; 69 ; 142 ; 72 ; 310 
07-Mar;GIRO; 104 ; 96 ; 100 ; 59 ; 74 ; 64 ; 73 ; 56 ; 84 ; 225 ; 67 ; 110 ; 113 ; 62 ; 42 ; 46 ; 90 ; 133 ; 69 ; 62 ; 51 ; 73 ; 207 ; 210 ; 74 ; 160 ; 69 ; 143 ; 73 ; 309 
08-Mar;GIRO; 104 ; 97 ; 101 ; 59 ; 75 ; 65 ; 74 ; 57 ; 84 ; 225 ; 67 ; 110 ; 114 ; 62 ; 42 ; 47 ; 90 ; 134 ; 69 ; 62 ; 51 ; 74 ; 208 ; 211 ; 75 ; 161 ; 69 ; 143 ; 73 ; 310 
09-Mar;GIRO; 106 ; 98 ; 102 ; 60 ; 76 ; 66 ; 75 ; 58 ; 86 ; 230 ; 68 ; 112 ; 116 ; 63 ; 43 ; 47 ; 92 ; 136 ; 71 ; 63 ; 52 ; 75 ; 212 ; 215 ; 76 ; 164 ; 71 ; 146 ; 74 ; 316 
10-Mar;GIRO; 102 ; 95 ; 98 ; 58 ; 73 ; 63 ; 72 ; 55 ; 82 ; 221 ; 66 ; 108 ; 111 ; 61 ; 41 ; 46 ; 88 ; 131 ; 68 ; 61 ; 50 ; 72 ; 203 ; 207 ; 73 ; 157 ; 68 ; 140 ; 71 ; 304 
11-Mar;GIRO; 104 ; 96 ; 100 ; 58 ; 74 ; 64 ; 73 ; 56 ; 83 ; 224 ; 67 ; 109 ; 113 ; 62 ; 42 ; 46 ; 89 ; 133 ; 69 ; 62 ; 51 ; 73 ; 206 ; 209 ; 74 ; 159 ; 69 ; 142 ; 72 ; 308 
12-Mar;GIRO; 105 ; 97 ; 101 ; 59 ; 75 ; 65 ; 74 ; 57 ; 85 ; 227 ; 68 ; 111 ; 115 ; 63 ; 43 ; 47 ; 91 ; 135 ; 70 ; 63 ; 52 ; 74 ; 209 ; 212 ; 75 ; 162 ; 70 ; 144 ; 74 ; 312 
13-Mar;GIRO; 0 ; 0 ; 0 ; 0 ; 0 ; 8 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 
