UKER;KC Purwakarta;KC Subang;KC Indramayu;KC Jatibarang;KC Pamanukan;KC Sumedang;KC Majalengka;KC Cirebon Gunung Jati;KC Kuningan;KC Cirebon Kartini;KC Singaparna;KC Tasikmalaya;KC Garut;KC Ciamis;KC Banjar;KC Cibadak;KC Sukabumi;KC Cimahi;KC Cianjur;KC Soreang;KC Majalaya;KC Bandung Sukarno Hatta;KC Bandung A.H. Nasution;KC Bandung Dewi Sartika;KC Bandung Setiabudi;KC Bandung Naripan;KC Bandung Kopo;KC Bandung Dago;KC Bandung Martadinata;KC Bandung AA
13-Feb;DPK; 559 ; 473 ; 526 ; 285 ; 369 ; 353 ; 364 ; 411 ; 531 ; 1.362 ; 443 ; 562 ; 647 ; 307 ; 230 ; 267 ; 469 ; 985 ; 395 ; 354 ; 275 ; 418 ; 1.088 ; 1.218 ; 519 ; 861 ; 457 ; 854 ; 460 ; 1.549 
14-Feb;DPK; 558 ; 472 ; 523 ; 277 ; 368 ; 352 ; 364 ; 411 ; 532 ; 1.364 ; 439 ; 566 ; 645 ; 308 ; 229 ; 268 ; 472 ; 982 ; 392 ; 356 ; 271 ; 418 ; 1.083 ; 1.222 ; 517 ; 854 ; 459 ; 854 ; 461 ; 1.547 
15-Feb;DPK; 557 ; 471 ; 524 ; 278 ; 366 ; 352 ; 364 ; 410 ; 526 ; 1.367 ; 441 ; 564 ; 646 ; 305 ; 231 ; 268 ; 473 ; 981 ; 392 ; 356 ; 271 ; 421 ; 1.080 ; 1.223 ; 515 ; 856 ; 460 ; 855 ; 462 ; 1.543 
16-Feb;DPK; 556 ; 471 ; 522 ; 280 ; 363 ; 350 ; 367 ; 411 ; 526 ; 1.373 ; 443 ; 561 ; 641 ; 302 ; 232 ; 267 ; 476 ; 979 ; 392 ; 357 ; 269 ; 422 ; 1.083 ; 1.225 ; 515 ; 845 ; 463 ; 858 ; 466 ; 1.539 
17-Feb;DPK; 553 ; 468 ; 524 ; 278 ; 363 ; 348 ; 365 ; 408 ; 527 ; 1.379 ; 442 ; 563 ; 636 ; 300 ; 233 ; 266 ; 477 ; 976 ; 391 ; 354 ; 270 ; 425 ; 1.079 ; 1.229 ; 515 ; 831 ; 465 ; 860 ; 469 ; 1.537 
18-Feb;DPK; 550 ; 466 ; 516 ; 282 ; 361 ; 352 ; 364 ; 411 ; 519 ; 1.372 ; 438 ; 554 ; 638 ; 300 ; 233 ; 268 ; 439 ; 979 ; 392 ; 364 ; 267 ; 453 ; 1.077 ; 1.230 ; 511 ; 842 ; 438 ; 837 ; 451 ; 1.556 
19-Feb;DPK; 542 ; 466 ; 516 ; 290 ; 365 ; 350 ; 366 ; 410 ; 520 ; 1.362 ; 437 ; 551 ; 644 ; 304 ; 224 ; 269 ; 436 ; 972 ; 396 ; 360 ; 266 ; 447 ; 1.086 ; 1.222 ; 505 ; 848 ; 441 ; 830 ; 452 ; 1.540 
20-Feb;DPK; 553 ; 465 ; 511 ; 293 ; 358 ; 352 ; 363 ; 413 ; 524 ; 1.367 ; 436 ; 551 ; 647 ; 310 ; 227 ; 269 ; 461 ; 968 ; 395 ; 363 ; 273 ; 456 ; 1.097 ; 1.221 ; 518 ; 858 ; 579 ; 845 ; 456 ; 1.544 
21-Feb;DPK; 551 ; 463 ; 514 ; 293 ; 356 ; 348 ; 362 ; 414 ; 524 ; 1.370 ; 436 ; 552 ; 647 ; 308 ; 228 ; 271 ; 462 ; 967 ; 391 ; 362 ; 270 ; 462 ; 1.093 ; 1.224 ; 516 ; 861 ; 581 ; 843 ; 460 ; 1.540 
22-Feb;DPK; 550 ; 462 ; 516 ; 295 ; 354 ; 347 ; 358 ; 412 ; 524 ; 1.371 ; 436 ; 555 ; 643 ; 309 ; 228 ; 272 ; 462 ; 966 ; 390 ; 361 ; 268 ; 467 ; 1.093 ; 1.227 ; 516 ; 845 ; 582 ; 845 ; 462 ; 1.539 
23-Feb;DPK; 552 ; 456 ; 516 ; 299 ; 382 ; 348 ; 358 ; 410 ; 518 ; 1.362 ; 439 ; 547 ; 641 ; 299 ; 240 ; 272 ; 450 ; 973 ; 392 ; 362 ; 267 ; 459 ; 1.082 ; 1.212 ; 508 ; 860 ; 493 ; 837 ; 447 ; 1.526 
24-Feb;DPK; 560 ; 458 ; 520 ; 302 ; 389 ; 346 ; 358 ; 410 ; 511 ; 1.372 ; 436 ; 543 ; 650 ; 301 ; 238 ; 266 ; 450 ; 966 ; 394 ; 365 ; 267 ; 440 ; 1.082 ; 1.192 ; 498 ; 862 ; 491 ; 830 ; 449 ; 1.513 
25-Feb;DPK; 551 ; 468 ; 521 ; 300 ; 382 ; 344 ; 359 ; 406 ; 510 ; 1.391 ; 441 ; 545 ; 656 ; 304 ; 234 ; 269 ; 455 ; 975 ; 401 ; 365 ; 266 ; 441 ; 1.082 ; 1.241 ; 494 ; 879 ; 592 ; 849 ; 596 ; 1.523 
26-Feb;DPK; 559 ; 467 ; 533 ; 301 ; 379 ; 351 ; 358 ; 375 ; 516 ; 1.397 ; 436 ; 539 ; 674 ; 302 ; 231 ; 270 ; 452 ; 1.002 ; 394 ; 369 ; 264 ; 442 ; 1.084 ; 1.233 ; 497 ; 876 ; 594 ; 859 ; 618 ; 1.602 
27-Feb;DPK; 578 ; 479 ; 532 ; 299 ; 392 ; 365 ; 368 ; 408 ; 539 ; 1.400 ; 443 ; 556 ; 669 ; 306 ; 237 ; 274 ; 510 ; 1.038 ; 410 ; 380 ; 281 ; 565 ; 1.224 ; 1.232 ; 502 ; 881 ; 560 ; 985 ; 696 ; 1.650 
28-Feb;DPK; 572 ; 484 ; 540 ; 304 ; 389 ; 367 ; 369 ; 410 ; 542 ; 1.413 ; 449 ; 569 ; 680 ; 305 ; 240 ; 282 ; 521 ; 1.035 ; 426 ; 382 ; 284 ; 571 ; 1.218 ; 1.332 ; 500 ; 871 ; 570 ; 985 ; 748 ; 1.636 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01-Mar;DPK; 568 ; 491 ; 549 ; 305 ; 387 ; 370 ; 372 ; 413 ; 538 ; 1.423 ; 450 ; 572 ; 676 ; 314 ; 244 ; 286 ; 529 ; 1.061 ; 415 ; 387 ; 284 ; 585 ; 1.229 ; 1.254 ; 508 ; 866 ; 568 ; 994 ; 705 ; 1.691 
02-Mar;DPK; 568 ; 534 ; 552 ; 306 ; 391 ; 360 ; 373 ; 389 ; 531 ; 1.412 ; 446 ; 549 ; 677 ; 308 ; 237 ; 279 ; 463 ; 1.006 ; 406 ; 387 ; 270 ; 592 ; 1.239 ; 1.278 ; 507 ; 875 ; 612 ; 966 ; 620 ; 1.660 
03-Mar;DPK; 570 ; 531 ; 540 ; 305 ; 367 ; 338 ; 373 ; 385 ; 515 ; 1.401 ; 432 ; 551 ; 609 ; 307 ; 233 ; 276 ; 458 ; 1.003 ; 393 ; 374 ; 268 ; 514 ; 1.242 ; 1.246 ; 497 ; 878 ; 612 ; 910 ; 616 ; 1.642 
04-Mar;DPK; 561 ; 515 ; 536 ; 307 ; 372 ; 337 ; 366 ; 386 ; 505 ; 1.394 ; 429 ; 549 ; 620 ; 306 ; 235 ; 272 ; 459 ; 993 ; 392 ; 353 ; 265 ; 487 ; 1.238 ; 1.225 ; 486 ; 866 ; 610 ; 921 ; 468 ; 1.638 
05-Mar;DPK; 564 ; 513 ; 542 ; 312 ; 373 ; 339 ; 372 ; 400 ; 510 ; 1.417 ; 431 ; 558 ; 592 ; 309 ; 228 ; 273 ; 459 ; 992 ; 407 ; 353 ; 268 ; 489 ; 1.241 ; 1.222 ; 490 ; 881 ; 545 ; 900 ; 473 ; 1.717 
06-Mar;DPK; 569 ; 499 ; 547 ; 315 ; 402 ; 343 ; 373 ; 387 ; 509 ; 1.413 ; 436 ; 557 ; 589 ; 308 ; 224 ; 270 ; 464 ; 987 ; 405 ; 356 ; 273 ; 488 ; 1.221 ; 1.196 ; 498 ; 876 ; 561 ; 900 ; 452 ; 1.729 
07-Mar;DPK; 563 ; 499 ; 548 ; 313 ; 397 ; 340 ; 371 ; 386 ; 506 ; 1.414 ; 436 ; 558 ; 578 ; 305 ; 225 ; 270 ; 463 ; 982 ; 402 ; 355 ; 272 ; 484 ; 1.216 ; 1.199 ; 491 ; 872 ; 560 ; 901 ; 452 ; 1.716 
08-Mar;DPK; 562 ; 497 ; 546 ; 313 ; 396 ; 339 ; 370 ; 385 ; 505 ; 1.411 ; 435 ; 557 ; 577 ; 305 ; 224 ; 269 ; 462 ; 980 ; 401 ; 354 ; 272 ; 483 ; 1.213 ; 1.196 ; 490 ; 870 ; 559 ; 898 ; 451 ; 1.711 
09-Mar;DPK; 562 ; 498 ; 547 ; 313 ; 396 ; 340 ; 370 ; 386 ; 505 ; 1.412 ; 435 ; 557 ; 577 ; 305 ; 224 ; 270 ; 462 ; 980 ; 402 ; 354 ; 272 ; 483 ; 1.214 ; 1.197 ; 490 ; 870 ; 559 ; 899 ; 452 ; 1.712 
10-Mar;DPK; 562 ; 498 ; 547 ; 313 ; 397 ; 340 ; 371 ; 386 ; 506 ; 1.412 ; 435 ; 557 ; 577 ; 305 ; 225 ; 270 ; 463 ; 981 ; 402 ; 354 ; 272 ; 483 ; 1.214 ; 1.197 ; 491 ; 871 ; 559 ; 899 ; 452 ; 1.713 
11-Mar;DPK; 561 ; 497 ; 546 ; 312 ; 396 ; 339 ; 370 ; 385 ; 505 ; 1.409 ; 434 ; 556 ; 576 ; 304 ; 224 ; 269 ; 462 ; 979 ; 401 ; 354 ; 271 ; 482 ; 1.212 ; 1.195 ; 490 ; 869 ; 558 ; 898 ; 451 ; 1.710 
12-Mar;DPK; 564 ; 499 ; 549 ; 314 ; 398 ; 341 ; 372 ; 387 ; 507 ; 1.416 ; 436 ; 559 ; 579 ; 306 ; 225 ; 270 ; 464 ; 983 ; 403 ; 355 ; 273 ; 485 ; 1.217 ; 1.200 ; 492 ; 873 ; 561 ; 902 ; 453 ; 1.718 
